FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193),name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0143,[Similar to: NP-016381; ΔMass: -68.0626 Da],C22 H33 N O6,407.23081,1,5,NA,637701.1887,399339.3699,408406.2101,684788.4761,604270.9425,452635.5947,548635.9243,455984.0683,597048.5309,579658.3143,514383.4302,263146045.2,484212.0721,467794.5478,485700.011,516180.4257,435424.7301,440183.5362,456767.2701,430166.4314,425190.3371,438080.9837,524113.1394,628935.6811,392743.6172,610596.6628,585385.9116,699753.7241,444829.6885,527461.1775,414818.3825,587260.0132,387335.4147,633098.4403,482479.1575,395274.2749,434670.5651,429294.7422,561696.0438,445406.5234,613965.7455,410221.1851,710970.0814,419648.7592,416098.5845,465469.4342,454769.2405,440313.2682,617390.0486,592073.1188,419875.8096,608797.2253,426043.9519,426212.8656,417916.9758,603155.9551,444326.4045,433981.4339,477205.615,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-016381; ΔMass: -68.0626 Da],22,33,1,6,0,0,0,1.5,0.2727272727272727,-0.8181818181818183,83.61818181818182,7,1,0,0.16666666666666666,0,Lipid
Feature0142,[Similar to: NP-016129; ΔMass: -205.0627 Da],C6 H15 N O7,213.08483,0,37,NA,5045779.363,2060618.291,901616.3499,6339275.788,17342698.62,13505409.52,14725890,1280905.916,16809314.57,6429262.087,357113074.1,4727591.49,8923830.641,1988807.227,499294.5555,332828.995,382009.6802,969968.7119,446304.4245,12058187.77,13228537.74,1139627.168,4208466.956,4991353.727,13550299.6,6593442.498,4334087.001,3698699.064,14581706.53,80051017.62,1264318.997,10683902.23,11640358.06,3109442.482,6534552.313,14158894.33,1125011.382,7516485.214,1818870.459,720992.3163,9481312.281,304580.2343,10677211.2,16926200.07,1498700.137,1995002.989,6217687.77,1367796.311,5605306.03,578534.909,247028.3585,6421207.192,335903.1839,2187715.517,2385654.943,5979611.53,1978777.564,12656648.94,833368.802,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: NP-016129; ΔMass: -205.0627 Da],6,15,1,7,0,0,0,2.5,1.1666666666666667,0.3333333333333335,50.8,0,-7,4,-3,-8,Carbohydrate
Feature0141,[Similar to: NP-013538; ΔMass: 86.0004 Da],C15 H18 O11,374.08493,3,72,NA,120501.4578,133534.0259,116261.5203,121316.365,146038.6506,6178837.589,535566.4323,127316.8942,41791354.84,456955.3329,10249885.12,113383.5727,607107.6676,154134.9044,130760.8032,132070.2954,135124.2192,117903.1922,111529.3086,155192.0126,138998.8018,133893.1986,149777.2073,15361651.88,23051985.14,42014249.12,153297.6463,149177.863,1396617.33,2262973.249,116354.657,21756448.9,349878.3198,145276.9462,17194093.25,60931712.5,125861.2585,116709.6369,144888.5129,114374.7532,133093.638,132995.0981,540303.0933,1215182.071,139368.8158,143712.3146,16101842.18,161305.7041,2239440.851,129646.9386,112770.3233,5200972.926,143426.908,129961.3848,132204.3279,129164325.9,131430.7044,145757.2608,117693.8942,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,[Similar to: NP-013538; ΔMass: 86.0004 Da],15,18,0,11,0,0,0,1.2,0.7333333333333333,0.2666666666666666,52.7,7,-4,-1,0.15789473684210525,-4,Tannin
Feature0140,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],C16 H23 N5 O9,429.14955,0,10,NA,130231.7526,825057.2649,419068.0208,1909129.161,901333.413,3172718.141,1877354.421,482982.0808,36326056.75,11137557.45,6658358.118,24995102.16,1617719.06,2087247.539,1253350.619,1990777.032,1074384.885,704488.4773,33418.04106,2747933.759,2433534.646,1094420.197,1555734.305,49723882.66,2892000.459,28856618.99,853483.0482,1407579.211,3321809.123,2131057.416,529008.9277,15317379.95,2299998.84,1941052.382,17372313.42,2854819.917,808676.9269,1540208.047,1680550.477,502358.4815,30632144.7,1106553.048,2513158.395,3548206.986,932107.9644,1046852.38,5757652.934,773749.7217,10356945.29,949754.7693,305766.657,9687082.34,1840884.187,1262974.674,1533830.317,11711083.3,1877900.38,2525895.808,496609.0945,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],16,23,5,9,0,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.23076923076923078,-6,Lignin
Feature0139,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15341,0,3,NA,9574786.361,40565079.72,7157775.085,15513720.66,84540434.89,224257537.5,154998329.1,3818855.415,44615495.93,1514635.313,219376014.7,1135390.348,148953560.3,21661274.65,19571700.31,22099907.11,24437600.93,4185310.985,3323923.605,266857583.3,225421914.4,369235.036,9154011.399,1275326.412,210313948.3,70228495.48,660169.3862,6047908.507,227814038.5,186148096.1,3145254.276,95817411.45,199627728,9913651.633,48496433.25,205764993.8,1157281.796,162355515.8,7072942.967,5562650.537,35633754.25,8315060.103,274097242.9,235883661.9,837591.2292,16260605.04,9182461.608,215971.0345,1681748.424,30011088.13,2378624.036,11797565.52,23246085.41,3339608.757,10256020.85,75036391.04,23160235,188959762.6,1928436.945,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Missing ions,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,No gap,Full gap,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate
Feature0138,[Similar to: Maltotriose; ΔMass: -251.0528 Da],C9 H19 N O7,253.11619,0,263,NA,281783903.6,95731065.1,404927.952,312787258.4,434558122.7,317244224,185255962,1312830.236,404583730.8,142428180.8,282240035.5,110591313.1,121288039.1,18454954.69,856022.7639,4643835.483,6437954.801,254898.3443,73705.27615,327387429,280832938.8,488719.6391,200176469.5,203442421.9,314856274.7,416819989.3,113913373.9,182166900,331037227.7,207278638.8,345022.7908,402074797.1,222470107,206589107.9,313406275.8,300894316.4,511243.245,144651727.5,12287037.83,182538.2625,369533758.5,237941311.7,132799217,309531118.4,186066885.6,203036134.9,220603795.2,1228738.147,175878267.3,108588421.4,144077.9879,248721785.3,1494845.144,124426973.9,3075459.801,301470691.6,1277385.449,303225176.5,790381.7126,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,[Similar to: Maltotriose; ΔMass: -251.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate
Feature0137,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],C6 H15 N O4 S,197.07222,0,12,NA,76724.00446,20955447.33,14194119.92,112298.3537,169056.9415,325236.123,249890.1753,9815863.511,133912.7441,73646.04838,198764.2511,453520.9503,232637.4519,34676811.03,14864298.97,15504962.7,22589406.6,9748504.67,5615373.085,320330.6102,255732.3012,13187501.73,2883384.61,80295.46815,242473.9453,143841.7846,1128526.339,2339502.537,290975.9809,247422.469,10224941.28,182467.5717,266164.5926,2383913.576,129272.0633,284561.3915,14365905.55,239365.9339,30395877.29,15291505.77,125051.0028,11231215.01,253333.036,280685.5683,15093994.31,5145680.583,93531.87454,11284159.76,151514.3071,10750696.31,7403466.001,110169.7795,23383870.41,18813282.99,22899068.17,130852.2472,19192057.32,254822.2992,8194561.079,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],6,15,1,4,1,0,0,2.5,0.6666666666666666,-0.33333333333333304,69.79999999999998,0,-4,-Inf,-2,-6,Other
Feature0136,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,186.02936,0,4,NA,226569.2581,22189233.07,12771054.41,741949.4549,2237381.12,841737.3385,193710.0801,7352192.533,2800238.451,151056.6964,8217362.77,543472.1976,444842.1746,31723016.63,20315317.48,8148470.223,23518539.98,15339251.75,10751983.12,197235.5677,187999.8484,11648490.84,9754335.734,372525.7972,199234.66,691831.423,2668047.776,4582700.079,191755.8127,171563.3827,6605146.342,1636035.808,166858.5382,4852098.507,781191.0693,192357.3446,12937841.57,302921.5736,24708663.15,14328480.03,893772.1212,10782896.06,184920.2626,169703.0168,8171282.18,22934903.49,105782.0614,14492728.35,153141.8899,9956526.617,5586165.904,210669.0684,34927608.46,16221759.66,16206595.77,778113.5958,14061076.15,189494.6676,11294788.55,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],4,11,0,6,0,1,0,2.75,1.5,-1,88.8,0,-6,2.3333333333333335,-Inf,-7,Other
Feature0135,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,199.96577,0,1,NA,57755628.48,74213480.62,62890969.08,65025874.97,105214459.3,112597714.1,78668334.37,50132180.72,117817692.9,43077225.13,101497302.8,36878475.38,57373865.68,84667317.61,48709210.85,69578411.01,64363575.08,43386224.04,31046627.17,110093176,83037260.71,59682786.1,78894173.32,54256274.93,102675867,117339612.4,49796519.45,70048590.9,122474660.6,70498958.35,48920999.65,106593463.3,80952844.29,79351802.87,77314810.35,114928849.8,44177082.72,46103912.84,65802497.45,63824339.46,79988425.67,43570567.39,62356668.42,119238367.3,66598727.12,71452525.56,71143446.55,38039786.62,48261816.4,62416790.6,27910748.69,52669418.07,61743230,41743746.51,41752512.34,62225483.82,52709236.06,86341603.45,24580813.96,Full gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],4,5,2,4,1,0,1,1.25,1,2.75,-18.075000000000003,3.5,-0.5,1.1666666666666667,1.5,-3.5,Tannin
Feature0134,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,0,1,NA,109043725,161244897.2,136020944.7,146181826.9,231698650.1,257292628.4,163930722.2,104817477.6,251322601.6,91799359.06,209963057.9,80842597.94,127651590.5,188150279.7,109003061.8,145061423.1,132295785.8,96652305.5,70455661.97,238486068.9,186723721.1,121070632.8,176819103.2,119584084,224608873.7,239662544.9,110623478.8,154929508.1,274355522.7,164761080.3,109274836.1,234629800.8,172379296.5,174163286.9,165494030.4,254944600.5,99393180.49,96815171.89,157121368.6,133109748.9,174959574.4,99142405.76,127954392.4,256113688.7,157688470.1,166754708.2,157323395.5,84149465.19,108260455.5,149654094,65971995.33,115705133.6,136381519.1,96345881.27,94287577.8,141495044.6,115146498.2,199102884.7,56211382.46,Full gap,No gap,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,Missing ions,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate
Feature0133,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],C8 H19 N O6,225.12125,0,218,NA,8690767.064,39045340.21,49938.71232,10575490.6,36238225.21,9228111.765,449039.4256,563993.2303,46370396.12,18325405.24,174332444.6,4854487.411,3605955.604,14991897.32,48900.68033,2158396.952,3186945.195,45272.22178,50573.28925,7913128.78,7034282.218,108579.4651,237452240.5,22060827.1,7941577.947,13894141.77,112632251.2,272228037.2,8851706.328,8541268.661,106898.7927,12960540.18,7102149.53,272979317.4,11742895.19,8648657.195,46652.34991,5553343.903,17197397.6,44452.85876,14626027.56,129152954.7,4951112.172,9741620.518,278744753.6,131596563.8,14768159.71,1081587.681,23782762.59,55175037.3,42437.34612,13407951.1,651477.6966,202930883.5,1609783.892,73374680.61,271049.6234,6976231.504,56382.37898,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],8,19,1,6,0,0,0,2.375,0.75,-0.5,74.55,0,-6,-7,-1,-7,Carbohydrate
Feature0132,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],C7 H17 N O6,211.10558,0,110,NA,38679199.87,8974703.896,6874147.802,41094792.66,46395741.48,1178820.232,536101.3764,3969376.635,27449887.37,35192486.86,32113313.75,33233211.08,337497.9837,12986026.23,6931033.317,7233518.859,10033200.77,3369767.272,2859439.621,1405513.769,475857.9783,10400609.55,9401794.248,53832878.48,775037.4571,24535881.29,3395813.058,8285668.399,1547194.428,612475.8308,5554398.971,13178075.16,867465.6088,7206536.731,19782121.15,848597.1014,10759708.6,523222.5135,9064543.702,6487345.115,36010390.85,6123985.843,897560.4108,707801.5182,5984289.257,5223066.327,10418766.97,14301250.59,45802593.67,6062970.522,2908266.509,20981095.51,8834847.348,8515684.381,5291286.451,22987743.02,7008314.406,1316155.32,10538405.46,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],7,17,1,6,0,0,0,2.4285714285714284,0.8571428571428571,-0.2857142857142856,68.44285714285714,0,-6,-Inf,-1.3333333333333333,-7,Carbohydrate
Feature0131,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],C5 H14 N O4 P,183.0661,0,30,NA,34362281.57,259299.8897,1006089.856,34831105.02,55114841.61,27983070.51,3538754.613,875375.293,50093581.72,29577257.67,123598738.1,400266.6364,32774037.86,1929859.682,1581937.177,459330.5315,925653.14,1228829.699,2625026.292,6273083.373,2084841.401,1000798.811,374483.0864,30550956.35,18843458.04,47344195.53,161320.5961,320205.9909,8687695.625,957789.9291,1897563.624,39626685.76,15423839.02,609323.3108,35322628.02,29631327.61,1956414.84,576697.7772,1921317.53,1798967.062,35097591.07,318352.2919,18211311.08,20522994.35,948332.0297,520017.9904,34105478.31,832544.9033,33900407.59,1020557.468,1616484.18,34467805.62,1363466.199,2643932.053,826941.0737,30762014.94,1298086.427,3611948.925,1397411.978,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],5,14,1,4,0,1,0,2.8,0.8,-1.5999999999999996,105.89999999999998,0,-4,6,-4,-6,Other
Feature0130,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,0,30,NA,789888069,305290998.1,423569417.7,867246684.9,1053375229,839088463.5,531705273.7,56472580.84,1012092220,540817876.8,766386046.1,473064158.8,400179390.1,231988053.3,215677143.8,282328889.4,222806731,293563141.8,241233640.8,838917296.9,721840190.1,105278212.8,26632500.44,712621070.7,865033604,999396643.6,4107400.769,21371390.28,849581403.5,584696101.3,337693580.2,1018978813,620462134.6,27455042.09,859979004.2,852107233,69986387.54,336273875.4,171213680.4,396063868.3,950451201.9,26407866.49,336259502.8,874932244.6,130432724.4,131596102.5,639359833.3,223179628.3,660520518.4,310465486.6,213740915.4,685467942.9,245547180.2,54474136.03,136069505.7,802326904.8,216523119.9,746995881.3,62855128.79,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate
