"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","O","N","S","P","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"267","Feature0975","Methylhippuric acid","C10 H11 N O3",193.07394,"Phenylalanine metabolism;Other",NA,"Methylhippuric acid-peak1",10,11,3,1,0,0,1.1,0.3,-0.2,66,6,3,0.333333333333333,0.466666666666667,2,"Phenol",1417238.70691793,1109701.79921642,0.783002745973323,-0.352910727862556,0.00864643147333908,0.168119603471216,"Downregulated","ERIN"
"268","Feature0974","(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)","C10 H19 N O8",281.11106,NA,NA,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",10,19,8,1,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,"Carbohydrate",39050477.9543177,17619183.9112136,0.451189968323178,-1.14819310341682,0.0196409347177197,0.190597808713272,"Downregulated","ERIN"
"269","Feature0968",NA,"C77 H123 N10 O14 P3",1504.84348,NA,NA,"Feature0968",77,123,14,10,0,3,1.5974025974026,0.181818181818182,-1.03896103896104,89.9103896103896,23,9,-0.08,0.0526315789473684,-4,"Lipid",142699.497241912,228902.554881166,1.60408802627466,0.681753313604153,0.0472605824259934,0.223270641767664,"Upregulated","ERIN"
"270","Feature0964","1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol","C21 H24 O7",388.1523,NA,NA,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol-peak2",21,24,7,0,0,0,1.14285714285714,0.333333333333333,-0.476190476190476,73.8714285714286,10,3,0.214285714285714,0.371428571428571,3,"Phenol",627397.239165007,1007508.50548258,1.60585422215669,0.683340932383671,0.0437301373549722,0.223270641767664,"Upregulated","ERIN"
"271","Feature0962","Meconin","C10 H10 O4",194.05788,"Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids","Superpathway of scopolin and esculin biosynthesis;Other","Meconin-peak2",10,10,4,0,0,0,1,0.4,-0.2,66,6,2,0.333333333333333,0.5,2,"Phenol",3180281.27090867,7365720.51412958,2.31605945722689,1.21167229026382,0.0182924771168893,0.190597808713272,"Upregulated","ERIN"
"272","Feature0961","Phenacetin","C10 H13 N O2",179.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of alkaloids derived from shikimate pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",NA,"Phenacetin-peak2",10,13,2,1,0,0,1.3,0.2,-0.6,77.4,5,3,0.285714285714286,0.375,2,"Phenol",101347754.488701,60606768.5816155,0.598008006071537,-0.741763295677384,0.00855584113205009,0.168119603471216,"Downregulated","ERIN"
"273","Feature0959","1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol","C21 H24 O7",388.15227,NA,NA,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol-peak1",21,24,7,0,0,0,1.14285714285714,0.333333333333333,-0.476190476190476,73.8714285714286,10,3,0.214285714285714,0.371428571428571,3,"Phenol",287178.29392893,489396.112807405,1.70415425940416,0.769055933688483,0.0292183283042227,0.204804024859825,"Upregulated","ERIN"
"274","Feature0958","4-Phenylbutyric acid","C10 H12 O2",164.08376,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Phenylpropanoid biosynthesis;Other","Other","4-Phenylbutyric acid",10,12,2,0,0,0,1.2,0.2,-0.8,83.1,5,3,0.375,0.444444444444444,3,"Phenol",92550578.2080789,7451039.93461185,0.0805077621218085,-3.63472830300984,0.0150459580164523,0.175849634317286,"Downregulated","ERIN"
"275","Feature0955",NA,"C23 H35 N O6",421.24649,NA,NA,"Feature0955",23,35,6,1,0,0,1.52173913043478,0.260869565217391,-0.869565217391305,85.0826086956522,7,1,0,0.157894736842105,0,"Lipid",2573940.38785464,4808487.19890638,1.86814240982256,0.901604436907123,0.0199977061560545,0.190597808713272,"Upregulated","ERIN"
"276","Feature0954",NA,"C11 H19 N3 O2",225.14773,NA,NA,"Feature0954",11,19,2,3,0,0,1.72727272727273,0.181818181818182,-0.545454545454546,75.8454545454546,4,2,-0.166666666666667,0,-1,"Lipid",36788985.0480717,7503077.50432372,0.203949021548693,-2.29371950911135,0.0492904870789303,0.223270641767664,"Downregulated","ERIN"
"277","Feature0945",NA,"C75 H89 N10 O16 P3 S",1510.53964,NA,NA,"Feature0945",75,89,16,10,1,3,1.18666666666667,0.213333333333333,-0.533333333333333,75.5,38,22,0.177777777777778,0.30188679245283,8,"Phenol",386540.249787739,108599.949838938,0.280953794329499,-1.83159521060807,0.0463172603585542,0.223270641767664,"Downregulated","ERIN"
"278","Feature0937",NA,"C16 H27 N O14",457.14329,NA,NA,"Feature0937",16,27,14,1,0,0,1.6875,0.875,0.25,53.175,4,-10,-11,-0.5,-11,"Carbohydrate",76090230.6435333,19592278.0908844,0.257487432028824,-1.95742607887185,0.00698967769266656,0.166859965344082,"Downregulated","ERIN"
"279","Feature0935","9S,13R-12-Oxophytodienoic acid","C18 H28 O3",292.20376,"Metabolic pathways;Biosynthesis of secondary metabolites;Other","Superpathway of lipoxygenase","9S,13R-12-Oxophytodienoic acid",18,28,3,0,0,0,1.55555555555556,0.166666666666667,-1.22222222222222,95.1333333333333,5,2,0.133333333333333,0.212121212121212,2,"Lipid",4916287.62821862,21776961.2282875,4.4295539388891,2.14716142506615,0.00226677208723192,0.14329541834281,"Upregulated","ERIN"
"280","Feature0931","Caffeic acid","C9 H8 O4",180.04227,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other","Superpathway of chorismate metabolism;Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other","Caffeic acid-peak2",9,8,4,0,0,0,0.888888888888889,0.444444444444444,0,60.3,6,2,0.4,0.571428571428571,2,"Phenol",74172493.912002,17658680.8335325,0.238075867510707,-2.07050670522038,0.0163920970505296,0.185777099906003,"Downregulated","ERIN"
"281","Feature0930","Isoamylamine","C5 H13 N",87.10481,NA,NA,"Isoamylamine",5,13,0,1,0,0,2.6,0,-2,117.3,0,0,-0.25,-0.25,-1,"Other",252266.435350471,738529.284667402,2.9275764873015,1.54970686377826,0.0269877021836019,0.204804024859825,"Upregulated","ERIN"
"282","Feature0925",NA,"C20 H29 N5 O7",451.2068,NA,NA,"Feature0925",20,29,7,5,0,0,1.45,0.35,0,60.3,9,2,-0.375,0.0434782608695652,-3,"Phenol",3148973.4504759,732941.594048731,0.232755723595562,-2.10311144997588,0.0291687324598651,0.204804024859825,"Downregulated","ERIN"
"283","Feature0918","Phenyl D-glucopyranosiduronic acid","C12 H14 O7",270.07398,NA,NA,"Phenyl D-glucopyranosiduronic acid-peak5",12,14,7,0,0,0,1.16666666666667,0.583333333333333,0,60.3,6,-1,-0.2,0.294117647058824,-1,"Phenol",66276810.2632006,807546.747864682,0.0121844540293615,-6.3588145826839,0.0326611807186008,0.208264363987052,"Downregulated","ERIN"
"284","Feature0917","(5R)-3-[(1S,2R,4aS,6R,8aR)-1,6-dimethyl-2-[(1E)-prop-1-en-1-yl]-1,2,4a,5,6,7,8,8a-octahydronaphthalene-1-carbonyl]-4-hydroxy-5-(hydroxymethyl)-1-methyl-2,5-dihydro-1H-pyrrol-2-one","C22 H31 N O4",373.22538,NA,NA,"(5R)-3-[(1S,2R,4aS,6R,8aR)-1,6-dimethyl-2-[(1E)-prop-1-en-1-yl]-1,2,4a,5,6,7,8,8a-octahydronaphthalene-1-carbonyl]-4-hydroxy-5-(hydroxymethyl)-1-methyl-2,5-dihydro-1H-pyrrol-2-one",22,31,4,1,0,0,1.40909090909091,0.181818181818182,-0.909090909090909,86.2090909090909,8,4,0.176470588235294,0.263157894736842,3,"Phenol",1349396.78645837,2296169.94366642,1.70162695413923,0.766914791193906,0.0244436872247939,0.204804024859825,"Upregulated","ERIN"
"285","Feature0913","16?,17-isopropylidenedioxy-6?-methylprogesterone","C25 H36 O4",400.26153,NA,NA,"16?,17-isopropylidenedioxy-6?-methylprogesterone",25,36,4,0,0,0,1.44,0.16,-1.12,92.22,8,4,0.19047619047619,0.260869565217391,4,"Phenol",1298301.14331296,3547629.37272242,2.73251655903937,1.45023023864982,0.0310257310005439,0.207625655224754,"Upregulated","ERIN"
"286","Feature0910","D-lysopine","C9 H18 N2 O4",218.12665,"Lysine degradation",NA,"D-lysopine",9,18,4,2,0,0,2,0.444444444444444,-0.444444444444445,72.9666666666667,2,-2,-1.33333333333333,-0.4,-4,"Protein",15048562.6003169,32281213.7729226,2.14513602596455,1.1010691338611,0.00860970874692952,0.168119603471216,"Upregulated","ERIN"
"287","Feature0909","3-O-beta-D-galactosyl-sn-glycerol","C9 H18 O8",254.10017,"Other",NA,"3-O-beta-D-galactosyl-sn-glycerol",9,18,8,0,0,0,2,0.888888888888889,-0.222222222222222,66.6333333333333,1,-7,-7,-0.6,-7,"Carbohydrate",72038442.4085758,7913759.57230831,0.109854673528674,-3.18633184749105,0.00359648141844444,0.14329541834281,"Downregulated","ERIN"
"288","Feature0908","1,2-dihydroxyheptadec-16-yn-4-yl acetate","C19 H34 O4",326.24576,NA,NA,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",19,34,4,0,0,0,1.78947368421053,0.210526315789474,-1.36842105263158,99.3,3,-1,-0.0666666666666667,0.0588235294117647,-1,"Lipid",8714266.46433791,20945455.2048889,2.40358213632848,1.26518610476521,0.0400604807522703,0.219638115237784,"Upregulated","ERIN"
"289","Feature0905","5,6,7,4'-Tetramethoxyisoflavone","C19 H18 O6",342.11042,"Biosynthesis of secondary metabolites;Other",NA,"5,6,7,4'-Tetramethoxyisoflavone",19,18,6,0,0,0,0.947368421052632,0.315789473684211,-0.315789473684211,69.3,11,5,0.384615384615385,0.5,5,"Phenol",179635.444263619,301309.471775718,1.67733863999323,0.746173985812306,0.0383673337633546,0.219633410624917,"Upregulated","ERIN"
"290","Feature0896","Imidazoleacetic acid riboside","C10 H14 N2 O6",258.08518,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"Imidazoleacetic acid riboside",10,14,6,2,0,0,1.4,0.6,0.4,48.9,5,-1,-1.5,0,-3,"Phenol",13954298.2022307,1525214.81268113,0.10930071799937,-3.19362521674371,0.00395598690939679,0.14329541834281,"Downregulated","ERIN"
"291","Feature0892","(3E,5E,7E,9Z,11E,13E,15Z,17E)-18-(4-Hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-3,7,12,16-tetramethyl-3,5,7,9,11,13,15,17-octadecaoctaen-2-one","C31 H42 O3",462.31357,NA,NA,"(3E,5E,7E,9Z,11E,13E,15Z,17E)-18-(4-Hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-3,7,12,16-tetramethyl-3,5,7,9,11,13,15,17-octadecaoctaen-2-one",31,42,3,0,0,0,1.35483870967742,0.0967741935483871,-1.16129032258065,93.3967741935484,11,8,0.285714285714286,0.322033898305085,8,"Unsaturated HC",620741.499368581,989742.339404051,1.59445170076564,0.673060396040306,0.0462215591609116,0.223270641767664,"Upregulated","ERIN"
"292","Feature0891","Phenyl D-glucopyranosiduronic acid","C12 H14 O7",270.07397,NA,NA,"Phenyl D-glucopyranosiduronic acid-peak4",12,14,7,0,0,0,1.16666666666667,0.583333333333333,0,60.3,6,-1,-0.2,0.294117647058824,-1,"Phenol",44689252.5403634,1510828.7242089,0.0338074288184685,-4.88651589173034,0.0354417032349646,0.211519101221438,"Downregulated","ERIN"
"293","Feature0890","4-Hydroxyprolyllysine","C11 H21 N3 O4",259.15318,NA,NA,"4-Hydroxyprolyllysine-peak2",11,21,4,3,0,0,1.90909090909091,0.363636363636364,-0.363636363636363,70.6636363636364,3,-1,-1,-0.333333333333333,-4,"Protein",11935382.3309547,20590873.8910515,1.7251960029507,0.786760278656717,0.0495770896850753,0.223270641767664,"Upregulated","ERIN"
"294","Feature0888","MFCD01318772","C8 H13 N3 O2",183.10077,NA,NA,"MFCD01318772",8,13,2,3,0,0,1.625,0.25,0,60.3,4,2,-0.333333333333333,0,-1,"Lipid",51144548.8701103,22376093.0789186,0.4375069009944,-1.19262232148096,0.0112644579034565,0.175739880607489,"Downregulated","ERIN"
"295","Feature0886","Valylvaline","C10 H20 N2 O3",216.14739,NA,NA,"Valylvaline",10,20,3,2,0,0,2,0.3,-0.8,83.1,2,-1,-0.6,-0.230769230769231,-3,"Lipid",7169381.41433308,18480566.0104112,2.57770718872129,1.36608839194941,0.00442530150187751,0.14329541834281,"Upregulated","ERIN"
"296","Feature0884","3-oxovaleric acid","C5 H8 O3",116.0473,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Lysine degradation;Other","Superpathway of L-lysine degradation;Superpathway of branched chain amino acid biosynthesis;Other","3-oxovaleric acid-peak1",5,8,3,0,0,0,1.6,0.6,-0.4,71.7,2,-1,-0.5,0.142857142857143,-1,"Amino Sugar",19592555.7870894,5885404.11541324,0.300389810261072,-1.73509221990187,0.0431344735636771,0.223270641767664,"Downregulated","ERIN"
"297","Feature0882","L-Cystathionine","C7 H14 N2 O4 S",222.06742,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;Other","Other","L-Cystathionine",7,14,4,2,1,0,2,0.571428571428571,0.285714285714286,52.1571428571429,2,-2,-Inf,-1.5,-5,"Amino Sugar",31549969.7193916,47442125.9361315,1.50371383421557,0.588530039595673,0.019870659875034,0.190597808713272,"Upregulated","ERIN"
"298","Feature0881","Pyrogallol","C6 H6 O3",126.03167,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Aminobenzoate degradation;Other",NA,"Pyrogallol-peak1",6,6,3,0,0,0,1,0.5,0,60.3,4,1,0.333333333333333,0.555555555555556,1,"Phenol",12472035.6919244,6219697.9975587,0.498691484789925,-1.00378052584509,0.0231883373006209,0.201684608149587,"Downregulated","ERIN"
"299","Feature0876",NA,"C30 H46 O11",582.30426,NA,NA,"Feature0876",30,46,11,0,0,0,1.53333333333333,0.366666666666667,-0.8,83.1,8,-3,-0.157894736842105,0.102040816326531,-3,"Protein",634040.875443785,1018177.2168906,1.60585422221864,0.683340932439321,0.043730137324659,0.223270641767664,"Upregulated","ERIN"
"300","Feature0875","4-O-(beta-L-Araf)-cis-L-Hyp","C10 H17 N O7",263.10053,NA,"Other","4-O-(beta-L-Araf)-cis-L-Hyp",10,17,7,1,0,0,1.7,0.7,0,60.3,3,-4,-2.5,-0.272727272727273,-5,"Amino Sugar",23674173.939591,8759195.44943482,0.369989486086633,-1.43444382032467,0.00292580291240318,0.14329541834281,"Downregulated","ERIN"
"301","Feature0874",NA,"C15 H21 N3 O5",323.14822,NA,NA,"Feature0874",15,21,5,3,0,0,1.4,0.333333333333333,-0.133333333333334,64.1,7,2,-0.142857142857143,0.157894736842105,-1,"Phenol",36532207.6433174,28885584.2607599,0.79068816598177,-0.338819262506388,0.0333029179478322,0.208747899091999,"Downregulated","ERIN"
"302","Feature0870","N-Acetyl-1,6-anhydro-Î²-muramic acid","C11 H17 N O7",275.10045,"Metabolic pathways;Other",NA,"N-Acetyl-1,6-anhydro-Î²-muramic acid",11,17,7,1,0,0,1.54545454545455,0.636363636363636,0,60.3,4,-3,-1.33333333333333,-0.0769230769230769,-4,"Amino Sugar",2204730.07919067,1457602.27499648,0.661125045988192,-0.597004924266151,0.0210716693928543,0.192062461153606,"Downregulated","ERIN"
"303","Feature0866","Glu-Gly","C7 H12 N2 O5",204.07472,NA,NA,"Glu-Gly",7,12,5,2,0,0,1.71428571428571,0.714285714285714,0.571428571428572,44.0142857142857,3,-2,-Inf,-0.6,-4,"Carbohydrate",16054184.5033623,7673410.39476399,0.477969490954641,-1.06500956172981,0.0109184189155478,0.175739880607489,"Downregulated","ERIN"
"304","Feature0864","Tridemorph","C19 H39 N O",297.30319,NA,NA,"Tridemorph",19,39,1,1,0,0,2.05263157894737,0.0526315789473684,-1.78947368421053,111.3,1,0,-0.0588235294117647,-0.0285714285714286,-1,"Lipid",11951044.2348899,457912.81945068,0.0383157162211691,-4.70591991606863,0.0497483604651659,0.223270641767664,"Downregulated","ERIN"
"305","Feature0861",NA,"C11 H18 N3 O6 P S",351.06552,NA,NA,"Feature0861",11,18,6,3,1,1,1.63636363636364,0.545454545454545,0,60.3,5,-1,-Inf,-1,-6,"Protein",719874.511455995,1162250.16551681,1.61451773471751,0.691103288365012,0.0303288969697845,0.207494039024989,"Upregulated","ERIN"
"306","Feature0859",NA,"C22 H33 N6 O10 P S",604.17155,NA,NA,"Feature0859",22,33,10,6,1,1,1.5,0.454545454545455,0.0909090909090908,57.7090909090909,10,0,-2,-0.333333333333333,-8,"Protein",190364.381202474,320360.398011679,1.68287993787525,0.750932253785736,0.0362999669901177,0.213136368965539,"Upregulated","ERIN"
"307","Feature0857","(3Z)-4-Hydroxy-5-methylene-3-tetradecylidenedihydro-2(3H)-furanone","C19 H32 O3",308.23512,NA,NA,"(3Z)-4-Hydroxy-5-methylene-3-tetradecylidenedihydro-2(3H)-furanone",19,32,3,0,0,0,1.68421052631579,0.157894736842105,-1.36842105263158,99.3,4,1,0.0625,0.142857142857143,1,"Lipid",8740050.26226658,26691578.2471292,3.05393875849487,1.61067113164962,0.0379800932580535,0.21853161351557,"Upregulated","ERIN"
"308","Feature0852","N-(tert-Butoxycarbonyl)-L-leucine","C11 H21 N O4",231.14706,NA,NA,"N-(tert-Butoxycarbonyl)-L-leucine",11,21,4,1,0,0,1.90909090909091,0.363636363636364,-0.909090909090909,86.2090909090909,2,-2,-0.5,-0.125,-3,"Protein",3585310.39933028,12054651.9131857,3.36223382930457,1.74942006147099,0.0256959065892259,0.204804024859825,"Upregulated","ERIN"
"309","Feature0850","4-Hydroxy-5-(4-hydroxy-3-methoxyphenyl)pentanoic acid","C12 H16 O5",240.09978,NA,NA,"4-Hydroxy-5-(4-hydroxy-3-methoxyphenyl)pentanoic acid",12,16,5,0,0,0,1.33333333333333,0.416666666666667,-0.5,74.55,5,0,0,0.263157894736842,0,"Phenol",9137520.46373254,4661617.22371095,0.510162165131474,-0.970972185757233,0.000646533460628581,0.0806011714250297,"Downregulated","ERIN"
"310","Feature0848",NA,"C18 H33 N O15",503.18514,NA,NA,"Feature0848",18,33,15,1,0,0,1.83333333333333,0.833333333333333,0,60.3,3,-12,-6.5,-0.578947368421053,-13,"Carbohydrate",2774357.01174835,1925088.24609325,0.693886272725982,-0.527228868999201,0.0349902433405438,0.210926113897992,"Downregulated","ERIN"
"311","Feature0846","5-Hydroxy-2-furoic acid","C5 H4 O4",128.01093,NA,NA,"5-Hydroxy-2-furoic acid",5,4,4,0,0,0,0.8,0.8,0.8,37.5,4,0,0,0.666666666666667,0,"Condensed HC",14216150.937673,25001312.4203508,1.75865552708061,0.814472925651968,0.00575246925486647,0.153673107237147,"Upregulated","ERIN"
"312","Feature0836",NA,"C16 H23 N5 O9",429.1496,NA,NA,"Feature0836",16,23,9,5,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.230769230769231,-6,"Phenol",1576068.33382196,1185950.35036912,0.752473940957366,-0.41028647434732,0.00134120806525654,0.107488246372703,"Downregulated","ERIN"
"313","Feature0831","EDDA","C6 H12 N2 O4",176.07974,"Other",NA,"EDDA",6,12,4,2,0,0,2,0.666666666666667,0.333333333333333,50.8,2,-2,-Inf,-1,-4,"Amino Sugar",11894381.9967939,29850396.6673345,2.5096214898244,1.32746978810765,0.0130636559532272,0.175739880607489,"Upregulated","ERIN"
"314","Feature0830","Neolinustatin","C17 H29 N O11",423.17418,NA,NA,"Neolinustatin",17,29,11,1,0,0,1.70588235294118,0.647058823529412,-0.235294117647059,67.0058823529412,4,-7,-1.6,-0.238095238095238,-8,"Amino Sugar",1854242.23822427,402278.014444347,0.216950086753277,-2.20456493183251,0.0107940906517274,0.175739880607489,"Downregulated","ERIN"
"315","Feature0808",NA,"C46 H84 N10 O13 P2 S",1078.54184,NA,NA,"Feature0808",46,84,13,10,1,2,1.82608695652174,0.282608695652174,-0.782608695652174,82.604347826087,11,-2,-0.75,-0.320754716981132,-15,"Lipid",330004.438278843,539970.615550838,1.63625258607759,0.710395472334528,0.0488374479764503,0.223270641767664,"Upregulated","ERIN"
"316","Feature0806",NA,"C9 H19 N O3",189.13649,NA,NA,"Feature0806",9,19,3,1,0,0,2.11111111111111,0.333333333333333,-1.11111111111111,91.9666666666666,1,-2,-0.6,-0.230769230769231,-3,"Protein",1312925.75995004,627326.95392608,0.477808397902065,-1.06549588423838,0.0364725337267232,0.213136368965539,"Downregulated","ERIN"
"317","Feature0800","2-methylbutyrylcarnitine","C12 H23 N O4",245.1627,NA,NA,"2-methylbutyrylcarnitine",12,23,4,1,0,0,1.91666666666667,0.333333333333333,-1,88.8,2,-2,-0.428571428571429,-0.111111111111111,-3,"Protein",1072683.08535976,4664466.16801743,4.34841029161287,2.12048807140224,0.00675109134655996,0.166859965344082,"Upregulated","ERIN"
"318","Feature0796","UNII:74D1OHC38H","C19 H32 O4",324.23008,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"UNII:74D1OHC38H-peak2",19,32,4,0,0,0,1.68421052631579,0.210526315789474,-1.26315789473684,96.3,4,0,0,0.117647058823529,0,"Lipid",1303957.77593577,11519743.287196,8.83444502559066,3.14313950840722,0.0270860577765409,0.204804024859825,"Upregulated","ERIN"
"319","Feature0792","Quinestrol","C25 H32 O2",364.24025,NA,NA,"Quinestrol",25,32,2,0,0,0,1.28,0.08,-1.12,92.22,10,8,0.347826086956522,0.375,8,"Unsaturated HC",2576210.94529568,4992895.16775795,1.93807699516039,0.954625886712515,0.0476141819371197,0.223270641767664,"Upregulated","ERIN"
"320","Feature0791",NA,"C15 H27 N O5",301.18898,NA,NA,"Feature0791",15,27,5,1,0,0,1.8,0.333333333333333,-0.933333333333334,86.9,3,-2,-0.333333333333333,-0.0434782608695652,-3,"Protein",929788.21217238,3040211.73930511,3.26978950636714,1.70919776480754,0.00213790416434144,0.14329541834281,"Upregulated","ERIN"
"321","Feature0783",NA,"C52 H85 N10 O8 P3",1070.57651,NA,NA,"Feature0783",52,85,8,10,0,3,1.63461538461538,0.153846153846154,-1.03846153846154,89.8961538461538,17,9,-0.129032258064516,0,-4,"Lipid",141454.040710536,230790.845074009,1.63156063916398,0.706252608144093,0.0446135035142788,0.223270641767664,"Upregulated","ERIN"
"322","Feature0763","8-Methyl-8-azabicyclo[3.2.1]octane-1,2,3,4,6-pentol","C8 H15 N O5",205.09502,NA,NA,"8-Methyl-8-azabicyclo[3.2.1]octane-1,2,3,4,6-pentol",8,15,5,1,0,0,1.875,0.625,-0.25,67.425,2,-3,-2,-0.333333333333333,-4,"Amino Sugar",6285503.0329143,2938981.49674297,0.467580952765891,-1.09671193300299,0.018600424547683,0.190597808713272,"Downregulated","ERIN"
"323","Feature0759","Fluoranthene","C16 H10",202.07831,"Microbial metabolism in diverse environments;Other",NA,"Fluoranthene-peak2",16,10,0,0,0,0,0.625,0,-0.625,78.1125,12,12,0.75,0.75,12,"Condensed HC",3897084.67376836,12266857.9338117,3.14770115629794,1.65429857744241,0.0481866225299596,0.223270641767664,"Upregulated","ERIN"
"324","Feature0750","Acetylarginine","C8 H16 N4 O3",216.12223,NA,NA,"Acetylarginine",8,16,3,4,0,0,2,0.375,0.25,53.175,3,0,-4,-1,-4,"Protein",1547521.50763849,1063194.76935558,0.687030690111707,-0.541553548270449,0.0262150426615907,0.204804024859825,"Downregulated","ERIN"
"325","Feature0749","N6-acetyl-N6-hydroxy-L-lysine","C8 H16 N2 O4",204.11096,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other",NA,"N6-acetyl-N6-hydroxy-L-lysine",8,16,4,2,0,0,2,0.5,-0.25,67.425,2,-2,-2,-0.5,-4,"Protein",4221423.17831572,6007816.94797968,1.42317334562433,0.509111395976499,0.0416887769551384,0.222737179731739,"Upregulated","ERIN"
"326","Feature0741","Arg-Glu","C11 H21 N5 O5",303.15426,NA,NA,"Arg-Glu",11,21,5,5,0,0,1.90909090909091,0.454545454545455,0.363636363636364,49.9363636363636,4,-1,-6,-1,-6,"Protein",7351443.08669686,12704584.1744641,1.72817554657456,0.789249772657139,0.00868419934019957,0.168119603471216,"Upregulated","ERIN"
"327","Feature0736","1726033","C6 H13 N O6",195.07432,"Metabolic pathways;Microbial metabolism in diverse environments;Other",NA,"1726033-peak2",6,13,6,1,0,0,2.16666666666667,1,0.333333333333333,50.8,1,-5,6,-1.5,-6,"Carbohydrate",10446262.8200646,5566422.38660897,0.532862563625846,-0.908164615079924,0.0278659438576585,0.204804024859825,"Downregulated","ERIN"
"328","Feature0733",NA,"C17 H32 N2 O8",392.21598,NA,NA,"Feature0733",17,32,8,2,0,0,1.88235294117647,0.470588235294118,-0.588235294117647,77.0647058823529,3,-5,-1,-0.272727272727273,-7,"Protein",21809632.7863606,16164226.2115517,0.741150773600397,-0.432161032519791,0.00127020092813527,0.107488246372703,"Downregulated","ERIN"
"329","Feature0730","D-Alanyl-D-alanine","C6 H12 N2 O3",160.08481,"Metabolic pathways;Microbial metabolism in diverse environments;Other","Other","D-Alanyl-D-alanine",6,12,3,2,0,0,2,0.5,0,60.3,2,-1,-3,-0.6,-3,"Protein",7337734.42269033,11738123.3343815,1.59969312845174,0.677795177286283,0.0257188140823543,0.204804024859825,"Upregulated","ERIN"
"330","Feature0726","2'-O-Methyladenosine","C11 H15 N5 O4",281.11245,NA,NA,"2'-O-Methyladenosine",11,15,4,5,0,0,1.36363636363636,0.363636363636364,0.727272727272727,39.5727272727273,7,3,-1,0,-2,"Phenol",10139235.9266853,15070261.8353985,1.48633111453056,0.571755545269651,0.00337065930896634,0.14329541834281,"Upregulated","ERIN"
"331","Feature0724","α-Aspartylphenylalanine","C13 H16 N2 O5",280.10594,NA,NA,"α-Aspartylphenylalanine-peak2",13,16,5,2,0,0,1.23076923076923,0.384615384615385,0,60.3,7,2,0,0.294117647058824,0,"Phenol",2487793.50721406,3425685.29757083,1.3769974427689,0.461525880236818,0.0169056060778821,0.189680900193837,"Upregulated","ERIN"
