FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,O,NA,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0276,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04225,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,4,0,0,0,0,0,0,1.333333333,0.666666667,0,60.3,3,-1,-0.5,0.25,-1,Other,No gap,26.25697165,21.91844698,-4.338524666,1.02E-13,5.87E-13,Downregulated,1154
Feature0189,Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,348.04715,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,Inosine-5'-monophosphate (IMP),10,13,8,0,0,4,0,1,0,1.3,0.8,1,31.8,7,-1,2,-2,-6,Other,No gap,26.40164523,19.2947316,-7.106913634,2.08E-06,4.37E-06,Downregulated,1154
Feature0077,pyroglutamine,C5 H8 N2 O2,128.05857,Metabolic pathways;Cyanoamino acid metabolism;Other,pyroglutamine,5,8,2,0,0,2,0,0,0,1.6,0.4,0.4,48.9,3,1,-1,0,-1,Protein,No gap,24.99305989,23.28283595,-1.710223939,5.02E-09,1.41E-08,Downregulated,1154
Feature0352,[Similar to: NP-016755; ΔMass: -960.7865 Da],C5 H8 N6 O4,216.06096,NA,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak3,5,8,4,0,0,6,0,0,0,1.6,0.8,3.6,-42.3,5,1,1,1,-5,Carbohydrate,No gap,26.20577959,24.85136055,-1.354419044,8.12E-04,0.001313518,Downregulated,1154
Feature0276,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04225,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,4,0,0,0,0,0,0,1.333333333,0.666666667,0,60.3,3,-1,-0.5,0.25,-1,Other,Missing ions,26.25697165,21.91844698,-4.338524666,1.02E-13,5.87E-13,Downregulated,1154
Feature0402,[Similar to: Beauvericin],C45 H57 N3 O9,783.4096,NA,[Similar to: Beauvericin]-peak2,45,57,9,0,0,3,0,0,0,1.266666667,0.2,-0.666666667,79.3,19,10,0.212121212,0.306666667,7,Phenol,No gap,21.18393651,23.14031509,1.956378578,1.65E-05,3.13E-05,Upregulated,1154
Feature0343,[Similar to: Scutellarioside II; ΔMass: -306.1127 Da],NA,202.04537,NA,[Similar to: Scutellarioside II; ΔMass: -306.1127 Da]-peak1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,24.64047413,26.72374344,2.083269311,0.011436841,0.01580468,Upregulated,1154
Feature0138,MFCD00634809 ChemSpider,C16 H20 N2 O3,288.14736,NA,MFCD00634809 ChemSpider,16,20,3,0,0,2,0,0,0,1.25,0.1875,-0.5,74.55,8,5,0.272727273,0.36,3,Phenol,No gap,20.0985619,24.01483931,3.916277416,8.61E-08,2.07E-07,Upregulated,1154
Feature0127,N-Acetylvaline,C7 H13 N O3,159.08956,"Metabolic pathways;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",N-Acetylvaline,7,13,3,0,0,1,0,0,0,1.857142857,0.428571429,-0.571428571,76.58571429,2,-1,-0.666666667,-0.111111111,-2,Protein,No gap,21.06371536,23.89633413,2.832618769,3.12E-05,5.85E-05,Upregulated,1154
Feature0543,NA,C5 H14 N O6 P,215.05586,Metabolic pathways;Other,Feature0543,5,14,6,0,0,1,0,1,0,2.8,1.2,-0.8,83.1,0,-6,2.666666667,#NAME?,-8,Other,No gap,22.29831879,25.1103323,2.812013512,2.30E-11,8.80E-11,Upregulated,1154
Feature0521,NA,C11 H11 N3 O S,233.0664,NA,Feature0521,11,11,1,0,0,3,0,0,1,1,0.090909091,0.181818182,55.11818182,8,7,0.5,0.538461538,3,UnsaturatedHC,No gap,24.23228112,25.01327081,0.78098969,1.43E-05,2.73E-05,Upregulated,1154
Feature0487,(±)13-HpODE,C18 H32 O4,294.21938,Metabolic pathways;Biosynthesis of secondary metabolites;Other,(±)13-HpODE,18,32,4,0,0,0,0,0,0,1.777777778,0.222222222,-1.333333333,98.3,3,-1,-0.071428571,0.0625,-1,Lipid,No gap,20.37593476,25.19840485,4.822470097,3.20E-07,7.27E-07,Upregulated,1154
Feature0443,"[Similar to: 3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide]",C9 H17 N O6,235.10553,NA,"[Similar to: 3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide]",9,17,6,0,0,1,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,AminoSugar,No gap,22.54281277,24.67328796,2.130475189,5.45E-06,1.07E-05,Upregulated,1154
Feature0407,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid],C18 H28 O3,310.21441,Metabolic pathways;Biosynthesis of secondary metabolites;Other,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid]-peak2,18,28,3,0,0,0,0,0,0,1.555555556,0.166666667,-1.222222222,95.13333333,5,2,0.133333333,0.212121212,2,Lipid,No gap,22.31756045,25.18486942,2.867308973,3.60E-06,7.25E-06,Upregulated,1154
Feature0382,[Similar to: L-Glutamine],C5 H10 N2 O3,129.04259,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,[Similar to: L-Glutamine],5,10,3,0,0,2,0,0,0,2,0.6,0.4,48.9,2,-1,#NAME?,-1,-3,AminoSugar,No gap,23.24751656,27.43215706,4.184640501,1.43E-10,4.92E-10,Upregulated,1154
Feature0333,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,NA,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,10,19,7,0,0,1,0,0,0,1.9,0.7,-0.2,66,2,-5,-3,-0.454545455,-6,AminoSugar,Missing ions,28.31998998,24.36381437,-3.956175613,1.89E-06,3.98E-06,Downregulated,1154
Feature0329,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.1165,NA,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,2,0,0,3,0,0,0,1.666666667,0.222222222,-0.222222222,66.63333333,4,2,-0.25,0,-1,Lipid,No gap,23.27348499,25.56736579,2.293880799,3.97E-06,7.94E-06,Upregulated,1154
Feature0317,2-Methylhippuric Acid,C10 H11 N O3,193.0739,Other,2-Methylhippuric Acid,10,11,3,0,0,1,0,0,0,1.1,0.3,-0.2,66,6,3,0.333333333,0.466666667,2,Phenol,No gap,23.91224957,24.99169327,1.0794437,3.71E-14,2.32E-13,Upregulated,1154
Feature0278,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",C10 H23 N O4 S2,285.10595,NA,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",10,23,4,0,0,1,0,0,2,2.3,0.4,-0.8,83.1,0,-4,-2.333333333,-1,-7,Protein,No gap,24.04799801,23.13268052,-0.915317494,0.017862271,0.023903282,Downregulated,1154
Feature0259,Agmatine,C5 H14 N4,130.12182,Metabolic pathways;Biosynthesis of various plant secondary metabolites;Other,Agmatine,5,14,0,0,0,4,0,0,0,2.8,0,-0.4,71.7,1,1,-3,-3,-3,Other,No gap,24.92815535,19.58866029,-5.339495063,6.96E-12,2.86E-11,Downregulated,1154
Feature0241,Cafestol,C20 H28 O3,294.21942,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Cafestol,20,28,3,0,0,0,0,0,0,1.4,0.15,-1.1,91.65,7,4,0.235294118,0.297297297,4,Phenol,Missing ions,22.8591924,27.01352577,4.154333369,1.13E-10,3.97E-10,Upregulated,1154
Feature0231,Cytidine 5'-diphosphocholine,C14 H26 N4 O11 P2,488.10744,Metabolic pathways;Other,Cytidine 5'-diphosphocholine,14,26,11,0,0,4,0,2,0,1.857142857,0.785714286,-0.142857143,64.37142857,5,-6,4,-2.6,-12,Carbohydrate,No gap,23.21052404,21.87162574,-1.338898298,0.021907511,0.028894798,Downregulated,1154
Feature0188,Isoamylamine,C5 H13 N,87.10481,NA,Isoamylamine,5,13,0,0,0,1,0,0,0,2.6,0,-2,117.3,0,0,-0.25,-0.25,-1,Other,No gap,22.73099406,21.45568897,-1.275305088,2.19E-04,3.79E-04,Downregulated,1154
Feature0155,Meconin,C10 H10 O4,194.05788,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,Meconin,10,10,4,0,0,0,0,0,0,1,0.4,-0.2,66,6,2,0.333333333,0.5,2,Phenol,No gap,21.06852839,24.25255409,3.184025693,4.69E-14,2.90E-13,Upregulated,1154
Feature0142,Mevalonolactone,C6 H10 O3,130.06297,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Mevalonolactone,6,10,3,0,0,0,0,0,0,1.666666667,0.5,-0.666666667,79.3,2,-1,-0.333333333,0.111111111,-1,Protein,No gap,20.89518484,23.35344603,2.458261189,2.12E-04,3.67E-04,Upregulated,1154
Feature0100,NP-020521 mzCloud,C18 H32 O3,278.22458,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,NP-020521 mzCloud,18,32,3,0,0,0,0,0,0,1.777777778,0.166666667,-1.444444444,101.4666667,3,0,0,0.090909091,0,Lipid,No gap,21.35531402,25.98228382,4.626969802,1.52E-12,7.13E-12,Upregulated,1154
Feature0088,Pinolenic acid,C18 H30 O2,278.22458,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Pinolenic acid,18,30,2,0,0,0,0,0,0,1.666666667,0.111111111,-1.444444444,101.4666667,4,2,0.125,0.176470588,2,Lipid,No gap,22.54912192,23.62341041,1.074288481,4.68E-06,9.30E-06,Upregulated,1154
Feature0398,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],C7 H17 N O6,211.10558,NA,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],7,17,6,0,0,1,0,0,0,2.428571429,0.857142857,-0.285714286,68.44285714,0,-6,#NAME?,-1.333333333,-7,Carbohydrate,No gap,20.88990692,24.2336944,3.343787478,2.63E-08,6.75E-08,Upregulated,1154
Feature0363,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],C16 H23 N5 O9,429.14955,NA,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],16,23,9,0,0,5,0,0,0,1.4375,0.5625,0.625,42.4875,8,-1,-3,-0.230769231,-6,Phenol,No gap,23.59868126,22.14329661,-1.455384655,9.02E-04,0.001445695,Downregulated,1154
Feature0302,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,NA,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,10,0,0,0,0,0,0,1.034482759,0.344827586,-0.344827586,70.12758621,15,5,0.263157895,0.416666667,5,Phenol,No gap,21.19998108,21.67588797,0.47590689,0.001257431,0.001960335,Upregulated,1154
Feature0252,Azobenzene,C12 H10 N2,182.08444,Biosynthesis of secondary metabolites;Other,Azobenzene,12,10,0,0,0,2,0,0,0,0.833333333,0,-0.333333333,69.8,9,9,0.7,0.7,7,UnsaturatedHC,No gap,19.79282995,20.15793797,0.365108017,0.003316184,0.00490296,Upregulated,1154
Feature0114,NP-003459,C9 H14 O4,168.07869,Metabolic pathways;Other,NP-003459,9,14,4,0,0,0,0,0,0,1.555555556,0.444444444,-0.666666667,79.3,3,-1,-0.2,0.142857143,-1,Protein,No gap,22.53335307,23.0913769,0.558023829,7.26E-04,0.001178335,Upregulated,1154
Feature0527,NA,C18 H11 F3 N2,312.08214,NA,Feature0527,18,11,0,0,3,2,0,0,0,0.611111111,0,-0.277777778,68.21666667,14.5,14.5,0.78125,0.78125,12.5,CondensedHC,No gap,25.5676573,20.94657716,-4.621080134,7.53E-09,2.05E-08,Downregulated,1154
Feature0348,[Similar to: NP-017684; ΔMass: -96.2336 Da],C25 H40 N4 O18,684.2324,NA,[Similar to: NP-017684; ΔMass: -96.2336 Da],25,40,18,0,0,4,0,0,0,1.6,0.72,0.32,51.18,8,-10,-4.666666667,-0.416666667,-14,Carbohydrate,No gap,28.02877424,21.5777908,-6.450983438,9.89E-15,7.35E-14,Downregulated,1154
Feature0388,[Similar to: Glycyl-L-leucine],C8 H16 N2 O3,188.11611,Metabolic pathways;Other,[Similar to: Glycyl-L-leucine],8,16,3,0,0,2,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.333333333,-3,Protein,No gap,23.44531057,24.0461053,0.600794735,0.005009322,0.007250334,Upregulated,1154
Feature0379,[Similar to: Leu-ala],C9 H18 N2 O3,202.1317,NA,[Similar to: Leu-ala]-peak1,9,18,3,0,0,2,0,0,0,2,0.333333333,-0.666666667,79.3,2,-1,-0.75,-0.272727273,-3,Protein,No gap,24.61237369,22.46911634,-2.143257351,3.78E-04,6.34E-04,Downregulated,1154
Feature0324,1728928,C10 H19 N3 O4,245.13751,NA,1728928,10,19,4,0,0,3,0,0,0,1.9,0.4,-0.2,66,3,-1,-1.333333333,-0.4,-4,Protein,No gap,24.55000062,22.3991922,-2.150808417,2.12E-12,9.62E-12,Downregulated,1154
Feature0156,mebutamate,C10 H20 N2 O4,232.14229,Metabolic pathways;Biosynthesis of cofactors;Other,mebutamate,10,20,4,0,0,2,0,0,0,2,0.4,-0.6,77.4,2,-2,-1,-0.333333333,-4,Protein,No gap,24.65065856,23.28877866,-1.3618799,0.002092865,0.003162297,Downregulated,1154
Feature0030,NA,NA,281.08757,NA,Feature0030,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,26.68918449,19.77220094,-6.916983546,4.30E-18,6.22E-17,Downregulated,1154
Feature0489,.alpha.-Glucoheptitol,C7 H16 O7,212.08956,NA,.alpha.-Glucoheptitol,7,16,7,0,0,0,0,0,0,2.285714286,1,-0.285714286,68.44285714,0,-7,#NAME?,-1,-7,Carbohydrate,No gap,22.42280093,24.99178782,2.568986897,9.24E-06,1.79E-05,Upregulated,1154
Feature0483,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C15 H21 N O7,327.13187,NA,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",15,21,7,0,0,1,0,0,0,1.4,0.466666667,-0.266666667,67.9,6,-1,-0.285714286,0.142857143,-2,Phenol,Missing ions,26.07598413,23.97466419,-2.101319947,2.11E-06,4.39E-06,Downregulated,1154
Feature0407,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid],C18 H28 O3,310.21441,Metabolic pathways;Biosynthesis of secondary metabolites;Other,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid]-peak2,18,28,3,0,0,0,0,0,0,1.555555556,0.166666667,-1.222222222,95.13333333,5,2,0.133333333,0.212121212,2,Lipid,Missing ions,22.31756045,25.18486942,2.867308973,3.60E-06,7.25E-06,Upregulated,1154
Feature0406,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid],C18 H28 O3,292.20382,Metabolic pathways;Biosynthesis of secondary metabolites;Other,[Similar to: 8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid]-peak1,18,28,3,0,0,0,0,0,0,1.555555556,0.166666667,-1.222222222,95.13333333,5,2,0.133333333,0.212121212,2,Lipid,No gap,21.10523423,24.6540756,3.548841363,2.21E-07,5.13E-07,Upregulated,1154
Feature0405,"[Similar to: 9-Hydroxy-10-azatricyclo[7.2.1.0~1,6~]dodecan-11-one]",C11 H17 N O2,195.12596,NA,"[Similar to: 9-Hydroxy-10-azatricyclo[7.2.1.0~1,6~]dodecan-11-one]",11,17,2,0,0,1,0,0,0,1.545454545,0.181818182,-0.909090909,86.20909091,4,2,0.125,0.222222222,1,Lipid,No gap,19.61364457,20.28483745,0.671192881,0.008556213,0.011974344,Upregulated,1154
Feature0244,Buphedrine,C11 H17 N O,179.13104,NA,Buphedrine,11,17,1,0,0,1,0,0,0,1.545454545,0.090909091,-1.090909091,91.39090909,4,3,0.222222222,0.263157895,2,Lipid,No gap,20.05729854,20.45048578,0.393187243,4.42E-04,7.29E-04,Upregulated,1154
Feature0132,"N-[5-(1,2-Dihydroxyethyl)-3-furyl]acetamide isomer",C8 H11 N O4,185.06882,NA,"N-[5-(1,2-Dihydroxyethyl)-3-furyl]acetamide isomer",8,11,4,0,0,1,0,0,0,1.375,0.5,0,60.3,4,0,-0.333333333,0.2,-1,Phenol,No gap,22.1703849,24.57235583,2.401970924,3.01E-09,8.85E-09,Upregulated,1154
Feature0520,NA,C9 H11 N O3,181.07154,NA,Feature0520,9,11,3,0,0,1,0,0,0,1.222222222,0.333333333,-0.222222222,66.63333333,5,2,0.2,0.384615385,1,Phenol,No gap,21.83167325,23.58412836,1.752455109,0.002261105,0.003388578,Upregulated,1154
Feature0410,[Similar to: 6-Aminocaproic acid],C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",[Similar to: 6-Aminocaproic acid]-peak1,6,13,2,0,0,1,0,0,0,2.166666667,0.333333333,-1,88.8,1,-1,-0.666666667,-0.25,-2,Protein,No gap,21.07737529,24.94956624,3.872190946,1.06E-21,2.91E-20,Upregulated,1154
Feature0316,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,C9 H19 O11 P,334.06664,NA,2-O-(beta-D-glucosyl)-sn-glycerol 3-phosphate,9,19,11,0,0,0,0,1,0,2.111111111,1.222222222,-0.222222222,66.63333333,1,-10,3.666666667,-2.2,-11,Carbohydrate,No gap,23.22568211,21.62131573,-1.604366379,2.48E-04,4.25E-04,Downregulated,1154
Feature0266,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.20383,Metabolic pathways;Biosynthesis of secondary metabolites;Other,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,18,28,3,0,0,0,0,0,0,1.555555556,0.166666667,-1.222222222,95.13333333,5,2,0.133333333,0.212121212,2,Lipid,No gap,22.38878452,24.36621105,1.977426539,9.96E-04,0.001582325,Upregulated,1154
Feature0241,Cafestol,C20 H28 O3,294.21942,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Cafestol,20,28,3,0,0,0,0,0,0,1.4,0.15,-1.1,91.65,7,4,0.235294118,0.297297297,4,Phenol,No gap,22.8591924,27.01352577,4.154333369,1.13E-10,3.97E-10,Upregulated,1154
Feature0128,N-Acetyl-L-histidine,C8 H11 N3 O3,197.08006,NA,N-Acetyl-L-histidine,8,11,3,0,0,3,0,0,0,1.375,0.375,0.5,46.05,5,2,-0.5,0.142857143,-1,Phenol,No gap,23.42149758,24.01473293,0.593235347,0.010900536,0.015139634,Upregulated,1154
Feature0107,NP-014287,C18 H32 O3,318.21712,NA,NP-014287,18,32,3,0,0,0,0,0,0,1.777777778,0.166666667,-1.444444444,101.4666667,3,0,0,0.090909091,0,Lipid,No gap,22.12855798,25.29044771,3.161889727,7.49E-09,2.05E-08,Upregulated,1154
Feature0047,NA,NA,332.1964,NA,Feature0047,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,22.71280958,24.17610673,1.463297159,0.004993912,0.007247102,Upregulated,1154
Feature0005,α-Eleostearic acid,C18 H30 O2,278.22457,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,2,0,0,0,0,0,0,1.666666667,0.111111111,-1.444444444,101.4666667,4,2,0.125,0.176470588,2,Lipid,No gap,22.88311124,23.89109408,1.007982836,1.39E-06,2.99E-06,Upregulated,1154
Feature0349,[Similar to: NP-017684; ΔMass: -74.2515 Da],C30 H44 O15 P2,706.21453,NA,[Similar to: NP-017684; ΔMass: -74.2515 Da],30,44,15,0,0,0,0,2,0,1.466666667,0.5,-0.8,83.1,10,-5,-0.538461538,0.024390244,-7,Phenol,No gap,26.80399122,21.52157805,-5.282413169,8.07E-11,2.94E-10,Downregulated,1154
Feature0199,Guanine,C5 H5 N5 O,151.04943,Metabolic pathways;Other,Guanine,5,5,1,0,0,5,0,0,0,1,0.2,2.4,-8.1,6,5,0,-1,0,Phenol,Missing ions,26.65112743,24.4088581,-2.242269327,2.60E-04,4.44E-04,Downregulated,1154
Feature0524,NA,C10 H7 Cl N4,218.04022,NA,Feature0524,11,7,0,0,0,4,1,0,0,0.636363636,0,0.454545455,47.34545455,10.5,10.5,0.928571429,0.928571429,6.5,CondensedHC,No gap,25.99665216,22.0188116,-3.977840561,1.60E-10,5.44E-10,Downregulated,1154
Feature0468,"[Similar to: (3R)-4,4-Dimethyl-2-oxotetrahydro-3-furanyl beta-D-glucopyranoside; ΔMass: 49.0164 Da]",C13 H19 N5 O6,341.13224,Metabolic pathways;Other,"[Similar to: (3R)-4,4-Dimethyl-2-oxotetrahydro-3-furanyl beta-D-glucopyranoside; ΔMass: 49.0164 Da]",13,19,6,0,0,5,0,0,0,1.461538462,0.461538462,0.615384615,42.76153846,7,1,-2,-0.2,-4,Phenol,No gap,29.43767592,23.14276287,-6.294913048,1.25E-23,6.24E-22,Downregulated,1154
Feature0353,[Similar to: NP-016129; ΔMass: -205.0627 Da],C6 H15 N O7,213.08483,NA,[Similar to: NP-016129; ΔMass: -205.0627 Da],6,15,7,0,0,1,0,0,0,2.5,1.166666667,0.333333333,50.8,0,-7,4,-3,-8,Carbohydrate,No gap,25.7554807,21.62599812,-4.129482582,4.02E-10,1.32E-09,Downregulated,1154
Feature0225,D-Glucono-delta-lactone,C6 H10 O6,178.04775,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,D-Glucono-delta-lactone,6,10,6,0,0,0,0,0,0,1.666666667,1,0.333333333,50.8,2,-4,#NAME?,-0.333333333,-4,Carbohydrate,No gap,25.82331043,22.75823732,-3.065073106,2.49E-07,5.70E-07,Downregulated,1154
Feature0081,propionyl adenylate,C13 H17 N5 O5,323.12166,NA,propionyl adenylate,13,17,5,0,0,5,0,0,0,1.307692308,0.384615385,0.615384615,42.76153846,8,3,-0.666666667,0.090909091,-2,Phenol,No gap,26.86138981,22.27161275,-4.589777068,3.73E-08,9.37E-08,Downregulated,1154
Feature0031,NA,NA,366.11403,NA,Feature0031,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,21.47559106,26.81272038,5.337129326,9.75E-15,7.35E-14,Upregulated,1154
Feature0436,"[Similar to: 4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid]",C22 H26 O7,370.14171,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites,"[Similar to: 4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid]-peak2",22,26,7,0,0,0,0,0,0,1.181818182,0.318181818,-0.545454545,75.84545455,10,3,0.2,0.351351351,3,Phenol,No gap,21.3471434,21.86601911,0.518875718,4.75E-04,7.75E-04,Upregulated,1154
Feature0283,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",C29 H33 N O10,555.21068,Metabolic pathways;Biosynthesis of secondary metabolites;Other,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",29,33,10,0,0,1,0,0,0,1.137931034,0.344827586,-0.344827586,70.12758621,14,4,0.166666667,0.347826087,3,Phenol,No gap,20.30417235,20.61422937,0.310057014,0.001258179,0.001960335,Upregulated,1154
Feature0145,methyl N-acetylneuraminate,C12 H21 N O9,323.12172,NA,methyl N-acetylneuraminate,12,21,9,0,0,1,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.384615385,-7,Carbohydrate,No gap,27.27851246,21.29794137,-5.980571089,2.70E-07,6.16E-07,Downregulated,1154
Feature0025,NA,NA,245.17401,NA,Feature0025,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,No gap,21.33614301,19.4455193,-1.89062371,1.56E-06,3.32E-06,Downregulated,1154
Feature0117,Nicotinamide,C6 H6 N2 O,122.04796,Metabolic pathways;Biosynthesis of cofactors;Other,Nicotinamide,6,6,1,0,0,2,0,0,0,1,0.166666667,0.333333333,50.8,5,4,0.666666667,0.714285714,2,Phenol,No gap,25.01911305,20.57579383,-4.443319219,4.65E-08,1.16E-07,Downregulated,1154
Feature0087,Pipecolic acid,C6 H11 N O2,129.07895,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid,6,11,2,0,0,1,0,0,0,1.833333333,0.333333333,-0.666666667,79.3,2,0,-0.333333333,0,-1,Protein,No gap,20.88308213,25.00814412,4.125061993,1.66E-14,1.14E-13,Upregulated,1154
Feature0412,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",C11 H14 N10 O6,382.10881,NA,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",11,14,6,0,0,10,0,0,0,1.272727273,0.545454545,2.545454545,-12.24545455,10,4,1.2,1.5,-6,Phenol,No gap,25.81997926,21.74139475,-4.078584514,4.78E-14,2.92E-13,Downregulated,1154
