FeatureID,Name,Formula,MW,KEGG Pathways,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,isolate
Feature0073,"1-(2-Furyl)-1,2-ethanediol",C6 H8 O3,128.04731,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,2545974.884,67479582.62,48424585.03,3906481.367,2260644.567,2780951.655,70391406.52,80417857.57,4045420.66,74692600.36,2385471.618,168379.4846,"1-(2-Furyl)-1,2-ethanediol",6,8,0,3,0,0,0,1.3333333333333333,0.5,-0.33333333333333304,69.79999999999998,3,0,0,0.3333333333333333,0,Phenol,20.1476433804625,25.7021657848791,1.2756909232274236,0.35127883259819265,1.81048600579075e-4,0.00941107744829734,Upregulated,1177
Feature0047,Butyl glyoxylate,C6 H10 O3,130.06295,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,1117176.432,50841393.41,43274004.33,4333239.236,779667.6719,664288.4893,45028369.28,65478042.77,3798152.193,57911674.19,3654184.187,522642.9425,Butyl glyoxylate,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,18.9200184756832,25.60237113684435,1.3531895420583013,0.43636393261482576,6.545616682506254e-4,0.012938768649742163,Upregulated,1177
Feature0040,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,385.15849,NA,59140381.44,342659.1918,465616.3851,24580494.08,56865842.11,62491250.01,792656.1154,1059496.606,9534245.925,1080723.428,3826445.602,38915.58491,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,14,27,1,11,0,0,0,1.9285714285714288,0.7857142857142857,-0.14285714285714324,64.37142857142858,2,-9,-5,-0.6,-10,Carbohydrate,26.448256444273667,20.2736953718612,0.7665418480260794,-0.38356353941340693,2.622467195884783e-4,0.00941107744829734,Downregulated,1177
Feature0039,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12725,NA,55284884.56,6236923.737,634958.5579,1711410.321,33322590.65,61220338.96,4054622.279,914517.6986,1497153.146,7586026.493,1432540.341,49015.27836,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,1,11,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate,25.9427620035847,20.1883185647749,0.7781869394625496,-0.3618113275433487,0.0013662813791847,0.018152024037739585,Downregulated,1177
Feature0031,pro-his,C11 H16 N4 O3,252.12226,NA,1494297.056,15547343.77,24868252.88,20792581.1,1197711.586,1369502.744,14464691.7,55138356.41,21721622.81,14863426.47,4925037.314,65868.74191,pro-his,11,16,4,3,0,0,0,1.4545454545454546,0.2727272727272727,0.18181818181818168,55.11818181818182,6,3,-0.25,0.09090909090909093,-1,Phenol,19.885782431418765,25.1862865825017,1.2665474275082254,0.3409011016455979,7.081264032235007e-4,0.012938768649742163,Upregulated,1177
Feature0022,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",C13 H21 N3 O3,267.15833,NA,83510.58648,13771766.54,48046659.42,1949416.039,285299.1485,88087.60116,8332636.681,48264594.56,2131208.878,17213733.94,1781800.52,68717.3189,"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",13,21,3,3,0,0,0,1.6153846153846154,0.2307692307692308,-0.4615384615384617,73.45384615384616,5,2,-0.14285714285714285,0.0588235294117647,-1,Lipid,17.869411438800366,26.65025551327545,1.4913896635346917,0.5766572476969228,0.002555602696588404,0.02513906462782588,Upregulated,1177
Feature0012,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],C17 H31 N O13 S,489.15175,NA,30678603,446672.6796,153848.1517,3222843.618,28510776.17,32209224.11,437576.1349,242545.6151,1412310.648,515071.1369,716614.2476,29151.70799,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],17,31,1,13,1,0,0,1.8235294117647056,0.7647058823529411,0,60.3,3,-10,-6,-0.6470588235294118,-12,Carbohydrate,26.508251749125833,19.53215758103775,0.7368331101534021,-0.4405902034080895,0.0017259390160750526,0.020064041061872488,Downregulated,1177
Feature0011,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,186.02937,NA,173012.2494,11138961.08,18269978.49,875483.3675,168575.571,176857.0492,20617678.41,32177215.07,741533.4057,22111880.01,203159.9619,19842.21447,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],4,11,0,6,0,1,0,2.75,1.5,-1,88.8,0,-6,2.3333333333333335,-Inf,-7,Other,18.76898485204107,26.1445558838801,1.3929659003926875,0.4781599414018303,4.0701728623557146e-4,0.00941107744829734,Upregulated,1177
Feature0278,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,817106.9296,751110.9385,2206629.964,2921797054,7378643.782,872850.1032,286793.2395,909997.4955,2675385293,1738263.012,2874776777,465876.0683,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak7",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.947475295575966,31.282303405498865,1.5682337209078676,0.649140586791874,0.00457702624448091,0.029697449353724974,Upregulated,1246
Feature0276,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,18455380.89,173889126.6,358388843.4,2281488183,18362239.37,17267620.54,388426123.5,1013034308,1617001965,273773566.5,1510370737,75097.23344,Choline O-Sulfate,5,13,1,4,1,0,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,23.437973605826034,30.270736385964668,1.2915253210473876,0.3690759285441,6.414415341172218e-5,0.0016269289819882263,Upregulated,1246
Feature0274,NA,C30 H32 O10,552.19967,NA,801339.7713,764300.7706,795643.4129,2091823089,1442045.221,802660.1892,849278.6099,828862.5083,1831460665,866730.3238,2085742045,1537081.377,Feature0274,30,32,0,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Phenol,19.4317182469726,30.705775986076866,1.5801884113290252,0.6600965861772916,9.797661229179268e-6,6.833868707352539e-4,Upregulated,1246
Feature0271,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,351486.3383,532220.9311,719590.199,1196298798,2351960.839,620492.3733,391500.384,967328.4151,1381709804,952632.6253,1661935952,664340.0482,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak6",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.6049648085063,29.952692495417633,1.527811592011714,0.6114666428306967,0.0040900594321757015,0.028613650804828156,Upregulated,1246
Feature0265,methoxyresorcinol,C7 H8 O3,140.04735,Microbial metabolism in diverse environments;Other,611513.5352,7449786.748,8153301.295,1328496974,2529981.849,1253515.598,7311472.835,4501771.277,1074872485,9697784.924,984413795.7,1434514.421,methoxyresorcinol-peak2,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,18.991504405420667,29.961450015348,1.5776238351500067,0.6577532536039119,4.833047328908409e-5,0.00144140565723791,Upregulated,1246
Feature0262,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,801393.4383,593936.1114,693410.2379,1261449757,918919.0132,610581.8145,555218.437,624575.9897,1159624125,619974.5323,1247678745,372753.6115,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.720386937112302,29.5990171745755,1.5009349090849913,0.585861413083535,3.4039962448157083e-6,6.833868707352539e-4,Upregulated,1246
Feature0252,DL-Carnitine,C7 H15 N O3,161.10522,Other,9637438.535,1060131791,756974997.9,407891999.1,12893917.96,10665770.03,846557165.4,975636374.6,382768014.7,1057461702,383521723.6,154070.1291,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,22.691249021018535,28.0994876563954,1.2383402795662461,0.3084078025872671,0.002435811929239458,0.020593682674479055,Upregulated,1246
Feature0240,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,256300.8884,262116.3609,580133.8115,633309591.3,1186209.35,262879.3887,290674.2275,292591.6259,562782673.9,255802.4188,620469719.7,480005.627,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak4",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.7939087951263,27.764233797654132,1.4026655414563851,0.4881710465878061,0.004275379618176098,0.028613650804828156,Upregulated,1246
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,NA,567923.1039,520208.4246,581831.1185,385607934.7,549929.6081,533730.0523,528235.9512,575671.6581,409161846.6,521538.4139,436526153.4,882778.6047,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206895,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,19.8261271764683,27.439110828473066,1.3839874315464213,0.4688308414370778,4.137599417587733e-5,0.00144140565723791,Upregulated,1246
Feature0222,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,607564.3405,356212.2805,560964.8759,414909789.1,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.630994418766633,26.417725629130832,1.2804872655629433,0.35669290541445664,0.006113691870177073,0.03790488959509785,Upregulated,1246
Feature0216,L-Glutamine,C5 H10 N2 O3,146.06916,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,3499119.01,177289134.2,165055291.7,103546313.5,4469540.394,1158613.246,82249105.75,360410610.1,62626715.92,182212543.5,75603346.93,80369.17828,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar,19.9238255110787,25.921135842785567,1.3010119883037545,0.3796342559732254,0.007004826896554904,0.039884626615077926,Upregulated,1246
Feature0209,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,233968332.3,6285458.659,2223056.508,2870520.684,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,27.4991293577525,20.967697520201302,0.7624858680949522,-0.39121749597138145,5.166328520565986e-5,0.00144140565723791,Downregulated,1246
Feature0207,Adenine,C5 H5 N5,135.05449,Metabolic pathways;Biosynthesis of secondary metabolites;Other,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,27.114445189086933,19.6996604888369,0.7265374729764212,-0.46089088452679117,7.960997757930863e-5,0.0018509319787189257,Downregulated,1246
Feature0198,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.575056577796065,26.378174164123035,1.3475401237942641,0.43032823070482884,0.0038057393734373503,0.028613650804828156,Upregulated,1246
Feature0197,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10012,NA,510954.4531,2603098.523,1448185.786,251875394.1,704221.1367,973737.6721,814021.3075,1302598.937,192510047.7,1920519.912,119150950.5,560088.7342,DL-α-AMINOSUBERIC ACID-peak2,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,19.846404309303267,26.5813207212883,1.3393519706150474,0.4215351388056204,2.250975867726172e-4,0.00418681511397068,Upregulated,1246
Feature0190,(+)-Piperitol,C20 H20 O6,356.12607,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,19.650923064774698,26.262493428454498,1.336450880291287,0.4184068139652556,8.726527027714373e-4,0.011066822912419592,Upregulated,1246
Feature0189,Methyl piperonyl ketone,C10 H10 O3,178.06304,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",534376.2662,623806.3878,677607.5609,198515820.7,570638.3196,587050.3085,598997.0771,584692.2241,195784285.6,941948.8297,234300687.2,1053049.291,Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,19.9497651440986,26.3932128808966,1.322983638667248,0.4037952199237848,1.2722971456463625e-4,0.002535506454538108,Upregulated,1246
Feature0188,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16787,NA,255358.1027,343325.2632,447810.9326,196713458.7,460447.72,253804.2996,248287.1997,279408.0053,231133144,402408.0854,182329160.3,671003.7208,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.646430353336832,26.108570131413,1.3289218276224215,0.4102562421472327,6.738210203618114e-4,0.009894529720049757,Upregulated,1246
Feature0186,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,503212.8934,40022618.62,40442694,33583606.62,1045111.108,913004.9954,112363598.7,222611484.4,11459969.96,79786903.71,26463451.41,148048.0151,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,2,-4,-2.5,-0.4,-5,Amino Sugar,18.355092231260866,24.300829748449434,1.3239285012723763,0.40482521153708506,0.005381750582703029,0.034125191194866934,Upregulated,1246
Feature0184,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.24278130554213,26.2215451933739,1.3626691888776914,0.4464353658904617,0.0016263910271896622,0.01745242679176599,Upregulated,1246
Feature0182,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,NA,509845.4973,3142823.599,629927.0644,215769430.6,307097.4677,414578.3584,501080.3592,488076.3512,207502586,5834775.228,174549784.7,712677.6566,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid,19.1058974462658,26.647819727710832,1.3947431573238702,0.4799994734730046,2.8545842227758772e-5,0.00144140565723791,Upregulated,1246
Feature0177,(+)-Piperitol,C20 H20 O6,356.12608,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,565180.7806,643139.6922,570840.9916,160249940.5,576850.2104,593128.3613,606515.9441,591284.3813,173437869.4,1255029.079,205555662.7,1149032.519,(+)-Piperitol-peak1,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.008967084093435,26.153687616422566,1.3070983377854628,0.3863676844375023,1.0743028645664505e-4,0.002305619224723382,Upregulated,1246
Feature0171,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,777121.2662,757096.5716,1181498.064,165804598.9,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,1068954.92,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.359407120204633,26.4058677528126,1.2969860859360425,0.37516300244331685,9.500896083262351e-4,0.011525000031435634,Upregulated,1246
Feature0137,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,388.15229,NA,410573.1469,423094.8256,450272.1992,106160839.2,397051.7963,402904.7674,402537.5212,386224.392,110694584.6,368422.7748,131196227.6,786303.6538,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.1428571428571428,0.3333333333333333,-0.4761904761904763,73.87142857142857,10,3,0.21428571428571427,0.37142857142857144,3,Phenol,19.9945307879311,25.300117945362732,1.2653519211680695,0.3395386847727671,0.0017776448992133443,0.017712961674304393,Upregulated,1246
Feature0117,Acetyl-L-carnitine,C9 H17 N O4,203.11569,NA,311663.7745,154232.112,303240.8219,10932084.58,172860.6007,198158.3487,279757.4224,715264.6552,114177624.4,671794.8185,88602966.44,476940.0008,Acetyl-L-carnitine-peak1,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein,19.489324018909368,24.045934968612265,1.233800358867341,0.30310897100828965,0.009940652644225785,0.049525751566767744,Upregulated,1246
Feature0106,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21536,Biosynthesis of secondary metabolites;Other,365270.9258,365749.792,368929.066,90095926.67,399572.7327,415001.4904,406854.2419,406550.389,83013882.61,683992.2744,105228275.9,690394.1291,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",31,34,0,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Phenol,19.9804767424627,24.976265868055666,1.2500335297293417,0.3219667929077459,0.002537537600646765,0.02082273501707198,Upregulated,1246
Feature0085,"1-Ethoxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-11(1H)-one",C19 H18 O6,342.11042,Biosynthesis of secondary metabolites;Other,212928.4456,203086.6068,211414.8346,89136420.13,221525.3706,246237.2932,215488.481,218023.4891,81184649.11,198605.3217,88911481.06,408426.438,"1-Ethoxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-11(1H)-one",19,18,0,6,0,0,0,0.9473684210526316,0.3157894736842105,-0.3157894736842106,69.3,11,5,0.38461538461538464,0.5,5,Phenol,19.563311951963968,24.893415324126334,1.272454039747972,0.3476135479904468,0.00415631179253832,0.028613650804828156,Upregulated,1246
Feature0082,Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,348.04714,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,87302479.28,61359.36297,69422.975,98227.38992,4995440.184,1001125.568,63294.10071,69999.72446,89175.30739,66056.5717,175162.9159,69649.99014,Inosine-5'-monophosphate (IMP)-peak1,10,13,4,8,0,1,0,1.3,0.8,1,31.799999999999997,7,-1,2,-2,-6,Other,25.336730909376666,15.659008308803566,0.6180358612487158,-0.6942375426077936,0.009409969601580295,0.047734209433470946,Downregulated,1246
Feature0077,NP-016455,C11 H18 N2 O4,242.12666,NA,76799129.89,496150.0035,764392.4907,718912.7536,70991594.91,86309584.79,280912.7456,1185672.425,498098.3006,502752.911,197645.5474,166390.43,NP-016455,11,18,2,4,0,0,0,1.6363636363636365,0.3636363636363637,-0.3636363636363633,70.66363636363636,4,0,-0.4,0,-2,Protein,27.5182541473007,17.179535502374065,0.6242959822383656,-0.6796979137692957,0.004307431303952626,0.028613650804828156,Downregulated,1246
Feature0075,NP-007065,C8 H10 O3,154.06301,Microbial metabolism in diverse environments;Other,614447.5442,1636853.181,5526410.209,83377054.84,173707.8544,498206.5795,1491601.861,2879562.163,61864926.18,2065839.634,62119906.6,770272.1748,NP-007065,8,10,0,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.38461538461538464,1,Phenol,19.147227386606033,24.973055397980435,1.3042648365606038,0.38323684472134967,7.740499937161202e-4,0.010797997412339876,Upregulated,1246
Feature0039,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12725,NA,55284884.56,6236923.737,634958.5579,1711410.321,33322590.65,61220338.96,4054622.279,914517.6986,1497153.146,7586026.493,1432540.341,49015.27836,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,1,11,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate,25.9427620035847,19.7219879397233,0.7602115741183675,-0.3955271046834598,4.7902358257754676e-5,0.00144140565723791,Downregulated,1246
Feature0035,Pipecolic acid,C6 H11 N O2,129.07899,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",48046066.13,6597067.514,4327753.685,1616426.547,48973847.23,59067176.44,4455180.545,10636607.81,1406850.859,11512394.13,1296850.882,342471.1388,Pipecolic acid,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,25.322680850418433,20.201577334430667,0.7977661391288614,-0.3259622047884155,8.274446686295658e-6,6.833868707352539e-4,Downregulated,1246
