Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2
FALSE,,Biotin,Carbamazepine-o-quinone,C16606,C10 H16 N2 O3 S,No match,Invalid mass,No results,No match,90057.31,266.07009,7.361,49635014.96,21,12,94.5,9.7,,Other,DDA for preferred ion,30431538.79,42624153.41,30537757.31,31553370.86,40502071.63,38428191.51,27570995.48,42427501.64,34718757.29,39557018.92,29462040.41,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"Benzo[E]pyrazolo[5,1-c][1,2,4]triazin-8-yl N,N-dimethylcarbamate",NA,NA,C12 H11 N5 O2,No match,Invalid mass,No results,No results,-5.14,257.08995,1.408,20908979.68,0,1,74.9,8.7,,,DDA for preferred ion,15954379.36,18294595.91,18067649.09,7258281.736,15983690.78,6458054.772,6026315.321,17843214.38,14963664.18,17375503.41,5703178.205,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Beauvericin,NA,NA,C45 H57 N3 O9,No match,Invalid mass,No results,No results,28059.55,805.39159,20.707,350724500.1,0,2,91.6,77.9,,,DDA for preferred ion,241801.2419,609855.8159,242544.3115,202242948.7,521975.3896,229948.5005,225131.2505,225292.1952,71187231.49,282115.832,226971.643,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Beauvericin,NA,NA,C45 H57 N3 O9,No match,Invalid mass,No results,No results,21734.19,800.43625,20.708,300596370.6,0,2,97.1,89,,,DDA for preferred ion,239302.124,550011.1519,240037.5136,165638692.1,461585.7031,227571.8856,222804.4239,222963.7053,65297444.89,364260.5302,504459.1051,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,AUDA,NA,NA,C23 H40 N2 O3,No match,Invalid mass,No results,No match,-56038.88,370.31962,19.563,148072315.9,2,12,79.6,49.8,83.7,,DDA for preferred ion,87005694.61,92177850.73,95973924.26,148072315.9,138694169.1,140042986.1,137821487.9,125102827.7,132122819.9,130051483.2,129141740.3,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,AUDA,NA,NA,C23 H40 N2 O3,No match,Invalid mass,No results,No results,-5.79,392.30162,19.568,84275805.76,0,3,78.9,49.4,82.5,,DDA for preferred ion,48025688.58,53664955.65,53018540.33,84275805.76,76376116.34,76876423.67,79223898.41,64139422.3,73013195.07,72848062.86,3852363.203,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.72,332.19641,19.122,206777624.7,1,18,92.6,9.6,,,DDA for preferred ion,1528580.476,2538987.55,3174112.117,17550132.91,5815654.933,1797222.026,946242.1667,3769670.364,28746086.05,2508662.627,2010826.343,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.74,332.1964,18.538,89042990.64,1,18,92.1,9.6,,,DDA for preferred ion,690430.4845,622040.4519,1527888.005,5835408.77,2523130.565,2353186.581,2657046.121,1679455.461,9111294.553,3058819.294,2350101.121,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.57,332.19646,19.393,49775603.36,1,12,91.8,9.6,,,DDA for preferred ion,1005834.291,454110.0665,1020538.814,2071650.711,967410.9973,1076210.138,922438.9559,988676.3687,5288763.811,1454905.145,753449.9034,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Amitriptyline-d3,NA,NA,C20 H20 H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.797,260094954.2,31,4,65.6,43.5,94.1,,DDA for preferred ion,4381605.458,118027217,3673571.371,30766022.26,211967219.7,3567377.741,4275939.549,5233177.289,27206582,79925425.87,4816946.534,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap
FALSE,,Amitriptyline-d3,NA,NA,C20 H20 H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.827,199704389.7,31,2,65.5,43.5,90.1,,DDA for preferred ion,2939552.461,73817.97972,4764454.748,1554035.069,87810813.35,3192936.804,3367107.014,5233177.199,20785106.23,655574.1994,5129849.401,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,AMIDINOPROLINE,NA,NA,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.14,157.08515,3.08,247373263.9,5,46,,,87.9,,DDA for preferred ion,177143500.1,184398284.7,190878023.8,4692533.564,10084664.53,371654.4165,738635.4388,467847.986,644434.3769,6672391.674,132134939.5,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Albendazole sulfone,NA,NA,C12 H15 N3 O4 S,No match,Invalid mass,No results,No match,13.94,297.08247,4.725,100019069.3,7,5,69.2,8.5,99.2,,DDA for preferred ion,11678155.16,67862.58111,13077003.32,99705.22191,92408.4516,95765513.93,82103182.99,35956651.42,133152.623,150845.1562,81269670.67,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Albendazole sulfone,NA,NA,C12 H15 N3 O4 S,No match,Invalid mass,No results,No results,13.97,297.08248,4.766,94787660.56,0,7,69.2,8.5,99.7,,DDA for preferred ion,2146317.822,78589.847,2763497.99,75773.58363,82621.50241,6055640.265,6692133.166,35843672.46,119019.6394,134869.1945,3735301.509,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Adenosine,Adenosine; Deoxyguanosine,C00212; C00330,C10 H13 N5 O4,Full match,Full match,Full match,Full match,-0.03,267.09675,6.087,1541507124,17,32,99.9,10,96.7,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,774549263.6,924355302.4,845629748.1,68078798.2,29267945.96,981909.6699,10300446.98,85563286.11,32952728.56,62940976.41,8453456.883,Full gap,Missing ions,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Aceanthrenequinone,NA,NA,C16 H8 O2,No match,Invalid mass,No results,No results,14.91,232.05589,1.757,309990927.2,0,7,82.9,9.1,99,,DDA for preferred ion,1060752.127,337412.5017,1024509.986,218516.4682,146628.2861,4658933.725,3972921.41,1474280.607,608515.6401,166764.3934,3674456.439,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,AC-LYS-OH,N6-Acetyl-L-lysine,C02727,C8 H16 N2 O3,Full match,Invalid mass,Partial match,Full match,0.03,188.1161,1.285,83941257.48,27,23,,,98.2,Metabolic pathways;Other,DDA for preferred ion,41581570.39,78579355.32,41052050.12,47102628.39,44092924.6,24620903.15,23456794.27,45222405.31,37739218.2,70335993.7,22346588.88,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap
FALSE,,AB-CHMINACA metabolite M7,NA,NA,C20 H25 N3 O5,No match,Invalid mass,No results,No match,56767.35,409.15857,1.163,23792187.76,8,1,69,44,,,DDA for preferred ion,14470953.06,15939616.95,12923783.52,13547850.43,23645460.27,16441425.38,14748387,14683941.3,13195578.54,12023828.05,14876965.95,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,a-Pyrrolidinohexanophenone,NA,NA,C16 H23 N O,No match,Invalid mass,No results,No match,-16.12,245.17401,1.005,23969599.86,4,3,63.3,43.1,72.6,,DDA for preferred ion,17920028.96,113929.21,14837501.52,169553.9326,53011.18425,303097.8114,323750.497,23454811.17,101008.1555,81131.72477,408362.2422,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,[Similar to: Scutellarioside II; ΔMass: -306.1127 Da],NA,NA,,No results,Invalid mass,No results,No results,,202.04538,1.17,1477300137,0,44,,,98.8,,DDA for preferred ion,907039061.3,32461950.77,968842564.9,113751663.8,45069567.9,1209235012,1031724613,1161465094,55815937.79,31854834.33,934009996.8,Full gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap
FALSE,,[Similar to: Scutellarioside II; ΔMass: -306.1127 Da],NA,NA,,No results,Invalid mass,No results,No results,,202.04537,1.258,192644535.9,0,44,,,86.8,,DDA for preferred ion,42506822.45,117405460.9,46228293.05,106352678.9,121668721.2,2465303.734,174500850.4,76530545.76,136768814.6,115346662,163233156.5,Full gap,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Full gap,No gap,Missing ions,Full gap,Missing ions
FALSE,,[Similar to: NP-022075; ΔMass: 142.0631 Da],NA,NA,C30 H32 O10,Full match,Invalid mass,No results,No match,0.24,552.19968,19.377,2752165841,1,18,,,93.7,,DDA for preferred ion,2533658973,4013048.325,2301176667,1867371.606,1835200.355,1871950.207,1783538.346,2164241736,2025081.279,1756645.541,1725494.384,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
FALSE,,[Similar to: NP-016381; ΔMass: -68.0626 Da],NA,NA,C22 H33 N O6,Full match,Invalid mass,No results,No match,0.05,407.23081,18.841,263146045.2,1,5,,,63.8,,DDA for preferred ion,637701.1887,399339.3699,684788.4761,467794.5478,485700.011,430166.4314,425190.3371,613965.7455,465469.4342,592073.1188,433981.4339,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,[Similar to: NP-013538; ΔMass: 86.0004 Da],NA,NA,C15 H18 O11,Full match,Invalid mass,No results,No match,0.05,374.08493,9.282,129164325.9,3,72,,,94.7,,DDA for preferred ion,120501.4578,133534.0259,121316.365,154134.9044,130760.8032,155192.0126,138998.8018,133093.638,143712.3146,129646.9386,145757.2608,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,[Similar to: Muramic acid; ΔMass: 144.0422 Da],NA,NA,C16 H21 N5 O7,Full match,Invalid mass,No results,No match,-3.43,395.14274,1.293,186525125.5,2,3,,,71.8,,DDA for preferred ion,3360104.127,14517108.25,22817773.13,6832023.123,12159493.82,168601310,161595175.6,16151987.95,7504196.425,12337570.56,148560488.4,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,[Similar to: Maltitol; ΔMass: -198.0740 Da],2-Dehydropantoate; (S)-2-Aceto-2-hydroxybutanoate; Adipate; 4-Hydroxy-2-oxohexanoic acid,C00966; C06006; C06104; C06762,,No results,Invalid mass,No results,No results,,146.0579,1.174,153894585.8,0,76,,,87.4,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,DDA for preferred ion,3325870.674,121011139.2,4267118.99,133560295,114312963.6,3687269.618,2753030.252,3466562.318,79311056.96,111176927.2,3241529.893,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap
FALSE,,[Similar to: Maduramicin; ΔMass: -542.2962 Da],NA,NA,C18 H34 N2 O6,Full match,Invalid mass,No results,No match,4.56,374.24339,20.592,54427743.3,2,15,,,98.9,,DDA for preferred ion,3065031.446,41672159.79,1463030.713,11277691.95,21498011.47,832326.3108,834624.0994,1742211.781,1571978.097,26471244.04,647703.0465,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: [(1S,3R,13S,14S,17S,18R,19R,20S,21S,23R,24R,25S)-18,19,21-tris(acetyloxy)-24,25-dihydroxy-3,13,14,25-tetramethyl-6,15,22-trioxo-2,5,16-trioxa-11-azapentacyclo[15.7.1.0Âa,Â?â°.0Âl,Â?Âl.0â·,ÂaÂ?]pentacosa-7(12),8,10-trien-20-yl]methyl acetate; ΔMass: -36.0466 Da]",NA,NA,,No results,Invalid mass,No results,No results,,683.19594,20.791,1078592189,0,54,,,69,,DDA for preferred ion,21091823.05,9716387.032,28721310.36,27471389.83,755405430.6,51490327.99,17093775.79,15730837.32,5760607.406,8376798.813,8865658.485,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: 4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid; ΔMass: -46.0418 Da]",Norsolorinic acid anthrone; Pluviatolide,C20453; C21191,C14 H21 N4 O5 P,Full match,Invalid mass,No match,No match,3.2,356.1261,19.62,300566396,53,75,,,97.2,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,DDA for preferred ion,236433508.8,249709.6565,210697309.6,285622.6096,283750.8803,255022.9554,423517.6829,228469398.6,258981.1952,255873.2118,250196.2535,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap
FALSE,,[Similar to: 2-Iodoamphetamine; ΔMass: -45.0581 Da],NA,NA,,No results,Invalid mass,No results,No results,,215.94331,0.849,85301242.64,0,3,,,62,,DDA for preferred ion,49756271.9,43835968.72,57822945.09,24243893.78,43664266.08,78313814.29,70884058.56,61936183.3,31542150.93,43816445.07,63518093.69,Full gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap,No gap
FALSE,,[Similar to: 2-Iodoamphetamine; ΔMass: -27.0476 Da],NA,NA,,No results,Invalid mass,No results,No results,,233.95388,0.851,120028807.3,0,3,,,62.5,,DDA for preferred ion,66018060.21,58345005.69,76784135.85,35949025.99,59675908.5,107457238.7,96511500.5,84772137.03,43621815.46,60744135.52,88499261.13,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 291.8420 Da]",NA,NA,,No results,Invalid mass,No results,No results,,701.85643,0.966,31610529.35,0,2,,,67.7,,DDA for preferred ion,12273231.72,18895491.38,17233711.95,11622464.27,21610200.19,11620145.4,11175073.38,14331954.34,22876656.24,19846482.7,10549149.09,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
FALSE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 223.8546 Da]",NA,NA,,No results,Invalid mass,No results,No results,,633.86902,0.965,33401833.93,0,2,,,78.1,,DDA for preferred ion,13174504.99,20658881.71,18131139.85,12552232.22,22800655.3,14014224.09,12801295.91,15420122.21,23082386.46,20535969.08,11573882.96,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap
FALSE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 155.8671 Da]",NA,NA,,No results,Invalid mass,No results,No results,,565.88152,0.965,42480310.7,0,3,,,85.3,,DDA for preferred ion,19787867.25,28427721.2,24356783.43,16942693.22,31099540.21,20290041.91,19588089.06,20619702.46,32184441.18,27772865.41,17809718.55,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap
FALSE,,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -252.0576 Da]",NA,NA,,No results,Invalid mass,No results,No results,,157.9568,0.966,65247734.16,0,6,,,98.3,,DDA for preferred ion,40824897.03,54526788.7,45605476.21,45423064.91,50469383.75,43355249.07,41313277.31,46561775.57,54196548.06,51114596.07,42149208.82,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",NA,NA,,No results,Invalid mass,No results,No results,,172.07118,1.878,347262916.4,0,18,,,98.8,,DDA for preferred ion,48878481.09,280839927.6,49865077.22,139898940.2,280495509.9,432471.9306,785782.5927,79156627.35,123205740.4,288515534.2,274885.5787,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap
FALSE,,"[Similar to: 2-(2-thienyl)-1,3-thiazole-4-carboxylic acid; ΔMass: -38.9050 Da]",NA,NA,,No results,Invalid mass,No results,No results,,172.07118,2.079,213041330.8,0,10,,,97,,DDA for preferred ion,6457273.53,179679862.3,6381552.017,40307130.1,153153450.6,366445.2433,613623.3028,12034757.72,102472537.5,213041330.8,184391.5193,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap
FALSE,,[Similar to: 1-methyl-3-phenyl-1H-pyrazol-5-amine; ΔMass: 115.9834 Da],N-Succinyl-2-L-amino-6-oxoheptanedioate,C04462,C9 H18 N5 P3,Full match,Invalid mass,No match,No match,4.2,289.07872,6.598,61262253.73,2,4,,,80.8,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,DDA for preferred ion,18776429.75,51782301.68,25152087.11,61262253.73,47119036.41,4998452.987,4754632.122,31632519.98,38804809.63,57249919.47,4869318.916,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap
FALSE,,"[Similar to: 1,4:3,6-Dianhydro-2,5-dideoxy-2-{5-[3-(dimethylamino)phenoxy]-1H-tetrazol-1-yl}-5-[(1-naphthylcarbamoyl)amino]-L-iditol; ΔMass: -343.1569 Da]",NA,NA,,No results,Invalid mass,No results,No results,,158.05552,1.387,36586923.69,0,4,,,94.2,,DDA for preferred ion,3056286.348,17568562.43,2855118.486,19852010.04,26687637.51,225497.2735,209304.6939,3330387.227,26742761.07,25176545.34,198069.7381,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap
FALSE,,"[Similar to: 1,2,3-Tris({4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxyphenyl}methyl) 2-hydroxypropane-1,2,3-tricarboxylate; ΔMass: -782.3022 Da]",NA,NA,,No results,Invalid mass,No results,No results,,214.00891,2.72,643039029.2,0,3,,,99.8,,DDA for preferred ion,470817976.3,216278203.4,512338638.5,184459570.2,176624520.1,593877009.9,538599174.2,595290360.9,94850099.52,264021112.1,530619372.5,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,No gap,No gap,Full gap,No gap
FALSE,,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],NA,NA,,No results,Invalid mass,No results,No results,,172.07118,2.294,134446160.2,0,21,,,97.5,,DDA for preferred ion,13258269.23,105184421.8,13208777.07,31366289.87,118039972.8,448799.3979,444689.9794,21542909.19,29293415.26,100506069.7,365951.212,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap
FALSE,,"[Similar to: (3R)-4,4-Dimethyl-2-oxotetrahydro-3-furanyl beta-D-glucopyranoside; ΔMass: 49.0164 Da]",6-(alpha-D-Glucosaminyl)-1D-myo-inositol,C15658,C13 H19 N5 O6,Full match,Invalid mass,No results,No match,-3.78,341.13224,1.296,1323754495,10,103,,,98.3,Metabolic pathways;Other,DDA for preferred ion,164886528.2,17543997.36,223643180.1,34182420.8,8286443.049,1217560644,1199797842,241391854.1,30411318.96,22145188.61,1238036749,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: (2S,3R,3aS,7aR)-2-(3,4-dimethoxyphenyl)-3a,7a-dimethoxy-3-methyl-5-(prop-2-en-1-yl)-2,3,3a,6,7,7a-hexahydro-1-benzofuran-6-one; ΔMass: 209.0692 Da]",NA,NA,C36 H41 N O3 P2,Full match,Invalid mass,No results,No match,2.66,597.25775,20.081,179982163.5,1,97,,,87.7,,DDA for preferred ion,43106923.96,302248.8136,41891905.29,351140.1734,316848.091,308366.4126,273248.0427,82403989,314126.3564,369674.6933,290202.914,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"[Similar to: (2R,3R,4S,5S,6R)-2-[2-(4-methoxyphenyl)ethoxy]-6-({[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxane-3,4,5-triol; ΔMass: -117.0465 Da]",NA,NA,C6 H20 N9 O5 P,Full match,Invalid mass,No results,No match,-0.67,329.13228,1.39,54274784.39,1,45,,,92.7,,DDA for preferred ion,21118138.28,13458271.43,18584282.98,11280708.38,7931125.731,16824498.81,17187482.01,27971231.22,14573334.37,11642848.48,19337445.78,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,[4-(tert-butyl)phenyl](1H-imidazol-2-yl)methanone,Deoxyguanidinoproclavaminic acid,C06656,C14 H16 N2 O,No match,Invalid mass,No results,No match,-17.76,228.12221,1.313,63096189.12,2,2,62.3,42.9,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,28585435.16,35969812.86,15931132.57,48835536.05,19782442.13,17271617.48,17292603.84,18818041.26,36309296.23,33837166.2,19202003.22,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap
FALSE,,"9-Hydroxy-10-azatricyclo[7.2.1.0~1,6~]dodecan-11-one",NA,NA,C11 H17 N O2,Full match,Invalid mass,No results,Full match,0.18,195.12596,7.066,93074610.5,41,15,,,76.2,,DDA for preferred ion,45065.04822,92140.17638,57810.27759,153095.6577,73053.54238,77633.00001,127030.3541,62629.09544,3932091.93,119109.2883,207472.2595,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,13(S)-HPOT,C04785,C18 H28 O3,No match,Invalid mass,No match,No match,61636.99,310.21441,18.798,696991605.9,34,12,87.7,9.4,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,11430340.47,7022488.933,6326679.782,32359857.43,13003396.41,5369753.687,7950251.283,7787579.029,52828921.15,10950691.68,2552108.105,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,13(S)-HPOT,C04785,C18 H28 O3,No match,Invalid mass,No match,No match,61637.01,310.21442,18.727,161788695.6,34,8,87.7,9.4,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,5257913.668,3245474.24,10293554.04,8598199.023,4009623.185,1795689.632,938042.6856,9486917.677,10064382.84,2002229.907,1190573.796,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,13(S)-HPOT,C04785,C18 H28 O3,Full match,Full match,Partial match,Not the top hit,-0.05,292.20383,18.538,137493152.6,34,17,88.9,9.4,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,596985.435,1358612.638,3473682.042,3481114.149,2801423.594,1234344.92,1477345.953,1365370.486,11702931.29,7210661.814,2339923.889,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,13(S)-HPOT,C04785,C18 H28 O3,Not the top hit,Full match,Partial match,Not the top hit,-0.1,292.20382,19.123,99420811.98,34,15,84.5,78.5,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,1721505.608,5266895.297,1252795.387,18741195.28,3884627.484,776097.524,754341.7236,1251221.572,21410946.67,388055.5632,639625.8539,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,13(S)-HPOT,C04785,C18 H28 O3,Full match,Full match,Partial match,Not the top hit,-0.21,292.20378,18.841,91054489.12,34,8,87.6,9.4,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,1357805.295,1725304.055,1857085.706,2338434.821,2309603.498,1311804.352,1838467.476,2206712.714,10736957.43,1851338.287,1435430.584,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,"7H-naphtho[1,8-bc]acridin-7-one",NA,NA,C20 H11 N O,No match,Invalid mass,No results,No results,12.48,281.08757,7.258,44803151.37,0,9,99.6,10,98.8,,DDA for preferred ion,19050794.78,182066.1852,21805513.31,234763.929,130163.2763,31720994.11,24887560.45,30420723.86,820715.6635,353030.8566,27730475.93,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,7-Oxobenz[de]anthracene,NA,NA,C17 H10 O,No results,Invalid mass,No results,No results,14.99,230.07661,4.192,643313290.4,0,9,99.5,10,,,DDA for preferred ion,51999693.21,122951944.4,55266174.72,73277451.04,674580.8946,76316470.25,68989513.38,95941628.53,379750556.1,200471684.9,65247051.2,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap
