Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193)
FALSE,,AUDA,NA,NA,C23 H40 N2 O3,No match,Invalid mass,No results,No match,-56038.88,370.31962,19.563,148072315.9,2,12,79.6,49.8,83.7,,DDA for preferred ion,87005694.61,92177850.73,94217337.62,95973924.26,123691443.6,145440058.9,141417807.1,145619614.1,144776142.2,121310831.1,138045382.8,138344312.9,139189536.5,148072315.9,138694169.1,138328919.6,127492722.8,139845748.5,133434945.6,140042986.1,137821487.9,133984675.3,135918753.5,121110069.7,135196449,128122244.9,136330893.1,135832253.2,132039253.2,134290758.8,137717780.5,119129822.3,141527174.5,138460587.6,127894603.3,144241468.1,138722313.6,141522850.8,144409519.1,134828919.7,125102827.7,134253547.1,126919457.4,142825326.2,132780832.4,132122819.9,135608605.3,137967231.9,126154968.3,130051483.2,120609406.9,128286233.6,132620359.3,129655300.5,126063736.2,125841601.6,130764408.8,129141740.3,70937864.58,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,AUDA,NA,NA,C23 H40 N2 O3,No match,Invalid mass,No results,No results,-5.79,392.30162,19.568,84275805.76,0,3,78.9,49.4,82.5,,DDA for preferred ion,48025688.58,53664955.65,54457916.52,53018540.33,65159505.3,81892428.36,78191982.25,81770406.62,70656270.46,60933843.37,75852287.3,70497573.87,79798859.08,84275805.76,76376116.34,76262203.59,71397616.89,80721919.86,72906037.81,76876423.67,79223898.41,75078749.14,74515998.06,59703414.24,75313274.03,65573206.48,73908315.79,74581592.45,73547768.07,74870698.68,77768686.13,60131360.77,77774577.26,76976844.09,69464130.03,79195986.4,77394740.7,78155219.71,80348272.6,74179774.89,64139422.3,73841856.98,70179468.34,80626840.95,72380730.71,73013195.07,69661546.5,77097237.53,66943644.22,72848062.86,63369437.16,68282118.82,70475885.28,72187965.38,70422552.9,67043037.65,205807.3791,3852363.203,375301.7732,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Asparagine,L-Asparagine; N-Carbamoylsarcosine; 3-Ureidopropionate,C00152; C01043; C02642,C4 H8 N2 O3,Full match,Full match,Full match,Full match,-0.2,132.05347,1.065,76779588.92,15,2,97,79.3,62.4,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Cyanoamino acid metabolism;Other,DDA for preferred ion,23900029.36,4663465.322,3176052.306,32892080.93,67094728.98,69538774.92,42166979.52,4380656.992,57000562.15,26961035.88,23413419.09,54732454.92,2496683.144,5479024.168,3991033.129,6256083.905,5064708.002,2770617.002,2449275.581,72477746.95,61007295.79,2062900.446,5368864.634,38238935.35,66254429.27,52531155.76,4619442.356,14904956.08,73426817.12,37518575.51,2431323.708,57350243.61,48249371.78,5826682.141,51572769.19,73669925.57,1933312.415,17135853.42,4211723.488,2658974.153,38315106.14,1771561.217,19259710.4,76779588.92,4051226.593,2117250.767,18620322.93,3745490.17,39192259.62,2829231.197,1248974.518,34353246.7,3636207.972,5221112.459,4630088.333,28610676.84,4968867.188,61943609.1,2092780.461,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,arg-val,NA,NA,C11 H23 N5 O3,Full match,Invalid mass,No results,Full match,0.1,273.18012,1.692,44693896.34,4,1,,,68.2,,DDA for preferred ion,7216484.818,15341270.43,9193303.615,21523587.81,44693896.34,5795352.301,3980423.25,2070047.963,43957261.74,16193658.42,23259998.78,29934093.73,2508935.406,3867174.154,7917530.982,9350528.358,14276099.9,6984564.088,4984117.465,5043239.086,4483695.42,4452622.325,5748555.349,29113448.72,5073536.58,37174720.09,1273582.14,5710723.357,4880589.069,2780900.276,4822244.176,28284225.39,4219223.937,7394372.174,20632986.81,4145775.881,1357136.673,2962535.832,832072.7513,5861492.923,20815473.69,3790668.847,2965912.731,4091672.669,9861666.01,7652570.689,13266188.93,2788907.421,11826056.7,6847134.754,2292774.559,16023091.35,7738480.45,3945961.239,4726496.452,12214566.3,82616.14517,2076530.732,378383.7042,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,ARG-PHE,NA,NA,C15 H23 N5 O3,Full match,Invalid mass,No results,Full match,0.32,321.18019,6.311,57009823.53,5,12,,,93.3,,DDA for preferred ion,9653059.648,3929192.873,1702917.753,17264326.91,46862374.56,450628.0416,225856.6098,618706.5577,130345.3407,454913.7945,508014.3417,159294.2479,147885.2932,7765884.508,100146.2386,111728.918,119917.1269,152668.4346,79905.79931,8875796.203,7118895.082,8146237.365,12708739.85,312366.4602,8043220.57,57009823.53,2681907.726,11075533.05,8178920.987,3559013.792,1221587.191,28692388.55,5398970.015,14047443.05,15331236.05,7344446.566,2764971.076,1978681.702,1817304.441,2733224,26270361.95,7075921.138,3073639.105,8792327.678,6445118.523,15524400.75,18771117.49,6483594.63,18695746.76,5780302.092,1102084.302,25721441.75,689480.8976,97680.42471,105568.0774,111429.2089,103028.4801,171243.6982,287828.9895,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Anhydroecgonine,3-Methoxytyramine,C05587,C9 H13 N O2,Full match,Full match,Partial match,Partial match,0.23,167.09467,7.295,176388243.3,58,9,89.6,55.7,,Metabolic pathways;Other,DDA for preferred ion,241083.4327,405991.3344,246759.8722,383364.1891,172291.9355,1406157.752,630812.5025,151502581.3,268250.0898,245903.2875,278335.4563,372308.195,522859.1103,12116298.08,2586388.663,2905099.135,771858.9463,321221.8658,292658.93,1633279.445,1515770.558,176388243.3,2611898.065,431063.8951,1262740.271,442725.1927,138976603.8,570821.9763,1320806.774,225232.9434,393345.723,386803.2091,881910.9745,2113524.877,326352.5878,976605.6483,42282108.54,893997.35,3626677.355,621231.0244,436104.199,4133810.223,1232421.995,1249780.488,1672182.47,6706403.173,250097.77,57564651.3,326634.9387,3371882.218,313834.2938,423099.4692,3075192.499,1198457.787,3559254.561,303039.6478,2912030.76,1551102.32,727277.4196,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.72,332.19641,19.122,206777624.7,1,18,92.6,9.6,,,DDA for preferred ion,1528580.476,2538987.55,16046671.23,3174112.117,1201421.257,2436530.71,2166287.498,9580354.886,1237669.311,1138153.459,1486677.518,9966668.724,2026675.649,17550132.91,5815654.933,4688884.983,4709626.692,18776678.28,20275007.05,1797222.026,946242.1667,12031733.98,113385018.6,1590285.218,2233355.209,4725458.192,157735037.7,206777624.7,1982329.773,1902546.226,18695686.46,1928150.829,2104026.925,154624872,2206326.077,1776680.937,11920925.67,1595305.917,7969078.662,15268814.83,3769670.364,21931922.27,2114545.057,1685849.15,13541639.01,28746086.05,1795155.753,16148989.59,1588021.808,2508662.627,13165281.28,1265650.436,3815030.327,7538381.203,3630441.016,2896234.036,4065328.617,2010826.343,10476760.42,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.74,332.1964,18.538,89042990.64,1,18,92.1,9.6,,,DDA for preferred ion,690430.4845,622040.4519,6638679.142,1527888.005,3421124.367,2665088.165,2422734.457,3009223.298,3685978.549,2250732.944,3580034.799,4592704.348,2506675.315,5835408.77,2523130.565,3812506.416,1304414.123,9160991.111,11448159.75,2353186.581,2657046.121,3881227.864,52393415.84,1480149.939,319224.8726,7243670.462,51342155.23,89042990.64,2141558.943,2384556.883,12688968.96,14833855.67,2161732.827,70828585.54,5531737.467,2270610.399,5550199.995,2800296.978,2132541.718,7491668.255,1679455.461,10502750.52,1753684.808,2787944.997,4044398.09,9111294.553,1704350.313,5365720.945,3098637.53,3058819.294,8154165.355,512813.6829,1805964.422,2029599.731,3313995.652,1843080.532,1399717.734,2350101.121,3115128.04,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Andrographolide,NA,NA,C20 H30 O5,No match,Invalid mass,No results,No match,-51434.57,332.19646,19.393,49775603.36,1,12,91.8,9.6,,,DDA for preferred ion,1005834.291,454110.0665,1637383.227,1020538.814,866168.7215,1058478.824,1027561.641,2132879.329,1293916.432,860298.4285,1579710.13,1287512.855,1056055.614,2071650.711,967410.9973,1284202.943,1631186.002,2023958.266,4070112.405,1076210.138,922438.9559,1304522.987,25240615.8,1658120.026,1000462.83,1152234.246,49775603.36,36534183.13,939069.5187,1273962.429,3375118.09,1625348.448,1032115.889,29365689.89,1829118.357,1203944.836,1990540.479,1686656.624,1552808.302,4343743.203,988676.3687,4015987.933,949102.6497,1302811.746,3638358.714,5288763.811,1720413.201,3185871.763,989618.0541,1454905.145,2642915.854,1106128.472,1510957.876,800559.3115,1056155.6,1034795.525,1303297.105,753449.9034,2416112.556,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Amitriptyline-d3,NA,NA,C20 H20 H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.797,260094954.2,31,4,65.6,43.5,94.1,,DDA for preferred ion,4381605.458,118027217,260094954.2,3673571.371,4683650.524,3150206.655,3308432.263,20111853.68,3264555.621,4244193.712,4165971.002,3944535.637,4266303.998,30766022.26,211967219.7,133225102.5,211565093.1,137522671,95728601.63,3567377.741,4275939.549,41793152.49,12468052.27,3564379.293,3887196.535,4485823.509,8878490.805,15283122.6,2956423.542,3611507.053,212742059.1,4613725.565,2660625.165,14216961.86,4011586.628,3396010.81,37419239.68,3095458.686,31842177.65,199704389.7,5233177.289,54344287.27,4383866.217,2974710.162,21878391.88,27206582,2767712.995,32991671.66,3480533.868,79925425.87,103898601.1,4822396.258,213841188.8,20500036.95,156150686.7,2700197.372,172155979.4,4816946.534,19681331.7,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap
FALSE,,Amitriptyline-d3,NA,NA,C20 H20 H3 N,No match,Invalid mass,No results,No match,7.01,280.20384,19.827,199704389.7,31,2,65.5,43.5,90.1,,DDA for preferred ion,2939552.461,73817.97972,4537462.669,4764454.748,553619.216,359794.9431,3384063.886,19737266.31,369732.0379,4117411.687,3851057.099,3537549.736,3626118.235,1554035.069,87810813.35,4676055.274,8415388.504,27350384.19,73437.51057,3192936.804,3367107.014,681561.7346,1108500.997,3923607.51,3742807.17,3830988.252,8792988.937,12951623.09,272883.1052,461942.3998,5303951.976,5060089.581,454737.7654,1149493.285,4645078.662,3451068.441,477890.8067,1951645.25,26451049.97,199704389.7,5233177.199,3205895.02,332106.2937,3784464.693,20099851.16,20785106.23,2810948.165,1148825.103,873805.2787,655574.1994,274982.0473,4484292.677,1814026.911,17649952.44,3542361.71,4580406.266,10490822.47,5129849.401,1035892.272,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,AMIDINOPROLINE,NA,NA,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.16,157.08515,3.126,251227367.8,5,66,,,88.5,,DDA for preferred ion,4602528.305,6307970.884,5036835.804,123036.9446,9005819.875,143268884.6,78474580.08,114011445.9,228273266.8,108816173.8,136805064.5,110384469.2,67983468.77,200883380.2,149046031,163477648.2,184046192.1,108129607.8,75162869.39,141741082.6,118836692.8,131571727.7,153029939.7,146273652.1,154032841.5,251227367.8,93557205.87,143039225.4,155652037,91017786.03,107379557.4,230426005.4,105329193.6,147981018.3,183467979,147110542.9,113806082.8,71895741.57,196340496.5,117761163.2,205999440.4,162344709.6,111943817.3,150923932.7,162796812.2,164401320.6,137475635.9,102709970.1,127685218.9,166600112.9,75564654.54,145445008.6,191674233.4,137244574.3,188426380.1,192156456,190243076.3,132134939.5,64656161.92,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap
FALSE,,AMIDINOPROLINE,NA,NA,C6 H11 N3 O2,Full match,Not the top hit,No results,Full match,0.14,157.08515,3.08,247373263.9,5,46,,,87.9,,DDA for preferred ion,177143500.1,184398284.7,123920692,190878023.8,247373263.9,6589400.324,357975.8804,4350451.412,1566828.876,1402684.493,1995422.155,436139.9788,1425477.394,4692533.564,10084664.53,3073361.209,1877438.066,2026298.016,3270182.594,371654.4165,738635.4388,1383556.645,4615475.885,7379825.545,6166741.458,373858.9032,5762233.322,1558016.172,7032748.813,3846366.325,2658592.045,3632529.57,2750655.924,8485001.594,2997457.78,747503.491,5003611.736,217955.3228,224066.3966,5831781.7,467847.986,383868.726,3201469.926,3115713.666,924374.9251,644434.3769,5387697.023,4957787.419,2087256.238,6672391.674,2448168.579,3864663.477,4923140.133,3856985.865,14936702.83,2113717.432,6142162.945,132134939.5,3101975.605,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Albendazole sulfone,NA,NA,C12 H15 N3 O4 S,No match,Invalid mass,No results,No match,13.94,297.08247,4.725,100019069.3,7,5,69.2,8.5,99.2,,DDA for preferred ion,11678155.16,67862.58111,64924.14555,13077003.32,49699803.51,100019069.3,58835332.84,98582.04208,54683270.51,1309451.205,38562621.02,84728.88286,36502666.75,99705.22191,92408.4516,119932.9417,147681.732,64720.33089,51616.31931,95765513.93,82103182.99,81618.07037,198339.4754,4737102.247,99144298.25,70379431.36,75267.22685,234805.4829,83235142,57792471.04,74597.69934,74601985.43,69570825.42,200816.6169,36976101.53,92094390.22,87473.58873,40604371.54,213335.2464,51361.0739,35956651.42,166843.6356,5729578.654,7106800.627,80083.04392,133152.623,21369718.4,71071.24998,1490972.473,150845.1562,48421.16906,24544239.61,59655.91245,150036.2881,93944.95992,35991873.27,119127.8779,81269670.67,147748.8674,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Albendazole sulfone,NA,NA,C12 H15 N3 O4 S,No match,Invalid mass,No results,No results,13.97,297.08248,4.766,94787660.56,0,7,69.2,8.5,99.7,,DDA for preferred ion,2146317.822,78589.847,44915.88446,2763497.99,2680151.795,6210470.176,58835332.84,88141.24992,7278794.47,1360857.104,3972166.767,108842.9943,165550.4079,75773.58363,82621.50241,107230.8827,98699.54685,57865.82159,43448.12296,6055640.265,6692133.166,72973.92695,183339.9698,2555082.488,4560823.698,5872107.669,89533.19611,274213.9657,4545966.695,4367871.856,65236.54746,4995452.243,6772311.051,167301.9269,36999697.61,92003703.88,78209.28926,40669149.03,124151.4454,45921.43919,35843672.46,149173.2802,65843390.02,94787660.56,97420.73413,119019.6394,3349369.463,63544.1169,2102159.068,134869.1945,43084.9783,3182787.385,94076.57287,91757.4451,83995.27962,5003098.083,106511.0829,3735301.509,71853.61308,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
