FeatureID,Name,Formula,MW,KEGG Pathways,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0237,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08488,NA,15193439.32,513657587.3,588948954.2,572112901.2,211992360.4,256911602.2,488385015.8,591610130.9,29026333.21,40271221.98,12586109.72,429175.9322,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak2",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,25.6451372295348,28.28625344928455,1.1029870184008237,0.14141581123848282,0.14404434583936104,0.3189397646369776,Upregulated
Feature0236,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,NA,13710040.44,513657587.3,588948954.2,572112901.2,211992360.4,256911602.2,488385015.8,33214731.24,25869637.49,35740653.52,12080517.7,347185.7544,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak1",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,25.47844389629333,26.248493053826152,1.0302235552794041,0.042957431677705625,0.7945387893092248,0.8774615354025287,Upregulated
Feature0235,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14749,NA,491646150.8,103939021.9,4538185.351,84647912.58,455884089.6,577869652.7,12599402.94,10363606.26,4527814.953,4703081.141,13016415.43,263840.1536,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar,27.5602554499871,22.24190033390805,0.8070280906601125,-0.3093092038493354,0.024294904677072505,0.109417571287285,Downregulated
Feature0234,Isoleucine,C6 H13 N O2,131.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",262487841.5,224127603.6,134631419.2,95542487.67,256959057.3,325628227.3,209857723.4,555798124.3,1061712.049,1303466.67,386820.4444,53079.8121,Isoleucine-peak3,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,26.66868903490487,27.48163464321295,1.0304831485058779,0.043320912673594225,0.5276001020496217,0.7220838279048074,Upregulated
Feature0233,DL-Stachydrine,C7 H13 N O2,143.09464,ABC transporters,2953497.736,65203253.84,132332103.5,4632637.237,3510198.058,4009808.443,105374261.1,549446801.7,3969688.1,103333771.8,4131250.19,65861.81652,DL-Stachydrine,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,20.503490593813765,27.7429220232756,1.353082876124814,0.43625020687729854,0.0686836985288767,0.19576816644791595,Upregulated
Feature0232,L-Tyrosine,C9 H11 N O3,181.07392,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",4686035.809,270127508.6,189117348.4,7376551.601,348656323.8,445441513.2,214830217.5,547800984.8,2099826.276,1498551.186,778008.9444,64421.49027,L-Tyrosine-peak4,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.075783259354633,27.7955866061325,1.1084633456369994,0.14856106434861516,0.29499656227336585,0.5080496350263524,Upregulated
Feature0231,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,NA,539870182.4,2052936.064,1329564.612,178746879.1,34395714.15,32405052.95,1280639.014,1608761.985,68148121.98,1448806.63,13893241.94,260382.6485,methyl N-acetylneuraminate-peak2,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,25.317580356150835,20.327849205606448,0.8029143748986998,-0.316681952095748,0.07553683242351976,0.20264207929001934,Downregulated
Feature0230,L-Pyroglutamic acid,C5 H7 N O3,129.04256,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,466695090.1,518740.1257,517727.4775,18561659.55,18237395.63,15829918.61,1048045.284,15196486.54,529958851.6,9584111.938,464542815.6,139770.5054,L-Pyroglutamic acid-peak1,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,24.390587031236098,21.15568685937205,0.8673709588161518,-0.20527895497585025,0.3672023222147787,0.5788104401012614,Downregulated
Feature0229,L-Saccharopine,C11 H20 N2 O6,276.13216,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,4646747.079,521488308.2,363788501.2,32226366.04,6649745.741,6156437.36,199916067.8,90744102.83,17297842.19,524871677.7,35879668.63,62587.03754,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,21.089489654092933,26.8691844931889,1.2740556994926748,0.3494283510834552,0.1199725488372993,0.27436345184923366,Upregulated
Feature0228,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,NA,5107038.521,84566.9988,88463.79228,332720.1237,337373.6463,90807.28879,79123.59428,99532.74814,504586564.4,141887.4136,478639900.5,59917.69005,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,21.083304290744568,19.10039704863965,0.9059489340589083,-0.1424983632210356,0.28758613171782804,0.5024440670096069,Downregulated
Feature0227,Valine,C5 H11 N O2,117.07893,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Cyanoamino acid metabolism;Other,342528852,250672733.5,145530791.4,138910573,334655086.3,382825729.4,192643993.6,463680664.6,66700738.08,342355863.7,29566812.7,377387.8086,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,27.60633524733357,27.08952711896275,0.9812793649087944,-0.0272641725186353,0.5905609853141779,0.7558097013883286,Downregulated
Feature0226,L-Tyrosine,C9 H11 N O3,181.07392,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",3393826.723,270127508.6,189117348.4,169164808.8,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,58908.07059,L-Tyrosine-peak3,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,24.8919378468173,25.2707462434989,1.0152181159623952,0.021789718554775243,0.9032173214366748,0.9581659037294002,Upregulated
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,NA,567923.1039,520208.4246,581831.1185,385607934.7,549929.6081,533730.0523,528235.9512,575671.6581,409161846.6,521538.4139,436526153.4,882778.6047,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206895,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,19.8261271764683,20.1275997186758,1.0152058210624875,0.021772246547277822,0.6855152278241254,0.8298648760100867,Upregulated
Feature0224,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,NA,127396.3128,100662.9339,1046830.038,434715633.7,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,65420.26728,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,22.1766009710458,20.91558703700415,0.9431376370216493,-0.0844597685693676,0.671256931307868,0.8214065080477858,Downregulated
Feature0223,Tetrolic Acid,C4 H4 O2,84.02114,Metabolic pathways;Other,403014788.5,5217452.867,6415165.758,50573089.02,278883550.8,427389489.4,2101465.91,7474127.491,46646502.77,3827930.688,42900087.88,155203.7682,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,27.1799058404099,22.276695304580052,0.8196016364214195,-0.2870052300419731,0.00268284588104152,0.02513906462782588,Downregulated
Feature0222,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,607564.3405,356212.2805,560964.8759,414909789.1,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.630994418766633,19.669658200540802,0.9534033019100927,-0.06884147300288378,0.5613570143220248,0.7422682796011607,Downregulated
Feature0221,L-Tyrosine,C9 H11 N O3,181.0739,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",3154325.109,2053801.3,205252.0415,246914.2441,305600.9188,227291.9456,520652.0104,1243082.458,86158919.38,396991002.6,65254518.14,90216.67019,L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,20.474871652459665,20.4492540778718,0.9987488285629967,-0.0018061889892725107,0.98375541517544,0.9872941037192365,Downregulated
Feature0220,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,1432436.011,2808769.506,387398905.3,1698915.025,3577097.042,2032089.282,1825079.52,279839266.9,1654969.391,2340674.149,1448580.17,538885.1773,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak1",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,20.9552590769734,28.52818930772825,1.361385664712508,0.445075823454988,0.01895793063836057,0.09279408154565963,Upregulated
Feature0219,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],C9 H19 N O7,253.1162,NA,304254795.5,109855086.2,205187050.7,373238496.3,284039762.4,331571967.5,741801.3449,18925366.28,312434966.1,95357139.22,279326087.7,75098.21023,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,27.180298406892668,25.10585036141535,0.9236782461170016,-0.11453770382005672,0.46390005890218,0.6671552393490114,Downregulated
Feature0218,L-Tyrosine,C9 H11 N O3,181.0739,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",373109698.7,7182370.657,2556935.041,7122795.359,4528615.244,28851858.38,581397.373,16950425.3,3638644.715,1439543.242,751957.5898,64421.49027,L-Tyrosine-peak1,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.402181704830433,23.1706991150917,0.9121539001780151,-0.13265083596682745,0.33661315605912984,0.5492109388333171,Downregulated
Feature0217,muramic acid,C9 H17 N O7,251.10052,Metabolic pathways;ABC transporters;Other,301796944.1,36492128.48,11083014.8,52269906.02,310005161.4,362707712.6,14306472.85,20536858.8,19749673.59,44039382.33,8473232.374,97079.37707,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate,26.8451456645831,23.3427711068325,0.8695341570684306,-0.2016853942498657,0.025287523908594026,0.109417571287285,Downregulated
Feature0216,L-Glutamine,C5 H10 N2 O3,146.06916,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,3499119.01,177289134.2,165055291.7,103546313.5,4469540.394,1158613.246,82249105.75,360410610.1,62626715.92,182212543.5,75603346.93,80369.17828,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar,19.9238255110787,27.3234412598778,1.3713953299121457,0.4556445144361035,0.0036484893389236504,0.0299390742811676,Upregulated
Feature0215,Isoleucine,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",9803000.939,752049.8923,116338.5442,662905.1376,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,193603.7946,Isoleucine-peak2,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,22.392098660325,20.24513243438495,0.9041194727431193,-0.1454146681038863,0.4582283854652579,0.6658631226292029,Downregulated
Feature0214,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,Metabolic pathways;ABC transporters;Other,202943454.2,193905197.8,211429320.4,151778788.3,209094352.1,243495209.6,152040960.1,344067311.5,113768181.9,226050700.8,90981929.18,141465.4855,8-hydroxy-deoxyguanosine-peak2,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,26.919570987684967,27.1417856263003,1.0082547615159614,0.011860218934212165,0.4694824625510804,0.6717210618038535,Upregulated
Feature0213,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,471493.5472,10784027.44,28887922.65,533166.5114,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,193446.4559,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,19.201015602965168,27.04379396230895,1.4084564338426266,0.4941149391823092,0.002270654029934047,0.024365864398138426,Upregulated
Feature0212,Isoleucine,C6 H13 N O2,131.09461,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",10115423.67,224127603.6,134631419.2,95542487.67,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,52335.70885,Isoleucine-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,25.249597731947834,21.662406097643952,0.8579307412186976,-0.22106690792401282,0.6089828728076185,0.7721069349729064,Downregulated
Feature0211,Leucylproline,C11 H20 N2 O3,228.1474,NA,100399742.7,62787279.11,7107669.736,111103541.7,99070382.49,115071882.3,63704203.22,320620988.5,107957468.6,110146013.5,21192734.26,886787.3911,Leucylproline,11,20,2,3,0,0,0,1.818181818181818,0.2727272727272727,-0.7272727272727275,81.02727272727273,3,0,-0.3333333333333333,-0.06666666666666667,-2,Lipid,25.299204749191333,24.92101262717745,0.9850512248996297,-0.021729344950735224,0.9090052017855754,0.959002548441105,Downregulated
Feature0210,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,683.24856,NA,279559182.5,1665156.19,1133602.263,68304357.36,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,106288.6858,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.4827586206896552,0.3448275862068966,-0.6206896551724137,77.98965517241379,12,2,-0.4166666666666667,0,-5,Phenol,26.782160412443467,19.93707986472195,0.7444164159161272,-0.4258182247406268,8.691494560540452e-4,0.014264276367004622,Downregulated
Feature0209,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,233968332.3,6285458.659,2223056.508,2870520.684,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,27.4991293577525,20.456771462250202,0.7439061504862905,-0.4268074692103729,0.09698589745603793,0.23747523839042062,Downregulated
Feature0208,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,NA,208248642,248248156,252135006.7,210491743.5,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,2204426.16,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,26.9467775152459,27.0029835436014,1.002085816321588,0.003006062904545684,0.8140098467991229,0.8906225382625699,Upregulated
Feature0207,Adenine,C5 H5 N5,135.05449,Metabolic pathways;Biosynthesis of secondary metabolites;Other,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,27.114445189086933,22.6372774920388,0.8348788748644537,-0.26036118988508267,0.11122757427105187,0.25860411018019563,Downregulated
Feature0206,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.11649,NA,11091725.31,149096023.5,281542463.3,17386098.25,13198526.41,11562059.49,11356965.1,155548996.9,13481167.32,139920721,12058633.8,84672.21784,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid,22.091723252496536,27.15890624163205,1.2293702003786817,0.2979194200455313,0.05476278476598362,0.1716721005585329,Upregulated
Feature0205,2'-Deoxyadenosine,C10 H13 N5 O3,251.10188,Metabolic pathways;ABC transporters;Other,285740.692,232142211.1,166600307.6,142883605.4,74600125.5,92947028.69,205099485.8,256667910.2,93386784.03,280463620.9,72729124.24,327469.2848,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,22.350933326893767,26.9608536661229,1.2062518048712645,0.27053110103512196,0.20799552916459935,0.4002120871511946,Upregulated
Feature0204,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15343,NA,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,26.452591013938733,23.431313605319552,0.8857851993769846,-0.17497120351626408,7.819404744748674e-5,0.00941107744829734,Downregulated
Feature0203,Linamarin,C10 H17 N O6,247.10556,Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,25.259799012500366,22.61363078581195,0.8952419128363254,-0.15965051386167023,0.09788405883476117,0.23747523839042062,Downregulated
Feature0202,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14158,NA,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,20.863166032532966,21.423705247452148,1.026867409004228,0.03824991026244953,0.5104077220599821,0.7049690814590841,Upregulated
Feature0201,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06332,Metabolic pathways;Microbial metabolism in diverse environments;Other,246451385.3,113441618.7,172909432.2,164929060.6,235492276.8,264940751.8,37593447.53,114133245.6,119459976.6,106522609.8,77911574.62,690992.0418,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,27.014716018952434,26.225463787502648,0.9707843594988717,-0.04277722975965091,0.3003061166731303,0.510886625315874,Downregulated
Feature0200,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,Metabolic pathways;ABC transporters;Other,4844828.107,166253839.6,256087552.6,4536732.158,3348472.981,4670843.224,166626695.7,262367675.3,4288420.686,233632911.1,4234659.766,150959.6806,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.4000000000000003,71.7,0,-5,-Inf,-1,-5,Carbohydrate,20.726758890403367,27.492402098849,1.3264207030255064,0.407538429979424,4.2704140612223265e-4,0.00941107744829734,Upregulated
Feature0199,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,256843719.9,9840488.763,10754373.64,91894202.92,228331384.2,235526684.9,6210229.663,12750150.52,84201454.04,9520359.709,72467951.41,74298.98628,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,26.48640940888283,23.0142781487497,0.8689089484900633,-0.20272308751867046,0.00328335697834749,0.028626768654967178,Downregulated
Feature0198,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.575056577796065,19.7549971552299,1.0091923400945846,0.013201161219265489,0.9257376737187253,0.9637343692818073,Upregulated
Feature0197,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10012,NA,510954.4531,2603098.523,1448185.786,251875394.1,704221.1367,973737.6721,814021.3075,1302598.937,192510047.7,1920519.912,119150950.5,560088.7342,DL-α-AMINOSUBERIC ACID-peak2,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,19.846404309303267,21.0406138105423,1.0601725875693881,0.08429914305497521,0.24774322716366318,0.4631316962943956,Upregulated
Feature0196,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,NA,148619730.3,8691371.065,6003059.265,159721711.1,99799389.94,143461123.1,10251867.22,6531321.113,251003372.1,10883050.4,222502351.7,66193.3195,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak1,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,25.525448989616567,22.09733392979985,0.8656981484944208,-0.20806402095482596,0.004396570664706418,0.03504694901294545,Downregulated
Feature0195,Tetrolic Acid,C4 H4 O2,84.02114,Metabolic pathways;Other,206276175.5,15939371.68,17989441.02,134724750.8,166631497.5,246608510.8,17586449.41,1275477.348,121185912.7,2759229.838,100680648.4,90268.72235,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,26.256496146868233,21.7253315949317,0.827426914597019,-0.2732962084720179,0.2721650685014384,0.4812951245615038,Downregulated
Feature0194,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",C6 H8 O4,144.04224,Microbial metabolism in diverse environments;Other,242118330.8,4964748.762,3458499.689,168635479.2,217118161,239518460.1,5526883.574,4064938.711,154254175.9,5076142.158,126311248,932524.1195,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,26.4212529814231,21.367112211486003,0.8087092700149124,-0.3063069461156949,9.892176720944204e-4,0.015332873917463517,Downregulated
