FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0227,Valine,C5 H11 N O2,117.07893,342528852,250672733.5,145530791.4,138910573,334655086.3,382825729.4,192643993.6,463680664.6,66700738.08,342355863.7,29566812.7,377387.8086,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,27.916561977844466,25.843971589200933,0.9257576778154698,-0.11129348538068645,0.005196215460599393,0.03442048847534273,Downregulated
Feature0226,L-Tyrosine,C9 H11 N O3,181.07392,3393826.723,270127508.6,189117348.4,169164808.8,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,58908.07059,L-Tyrosine-peak3,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.363079190408467,22.7321748983064,0.8962703119620825,-0.15799418524586295,0.41934551102130735,0.565857837118416,Downregulated
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,567923.1039,520208.4246,581831.1185,385607934.7,549929.6081,533730.0523,528235.9512,575671.6581,409161846.6,521538.4139,436526153.4,882778.6047,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206895,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,20.351302898099465,27.6571754017515,1.3589879498247899,0.44253266375424266,1.7493373049181659e-4,0.0048806510807216825,Upregulated
Feature0224,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,127396.3128,100662.9339,1046830.038,434715633.7,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,65420.26728,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,22.773567766638166,23.4396100586665,1.0292462866975127,0.04158824373059595,0.8536939525012034,0.9021992907114991,Upregulated
Feature0223,Tetrolic Acid,C4 H4 O2,84.02114,403014788.5,5217452.867,6415165.758,50573089.02,278883550.8,427389489.4,2101465.91,7474127.491,46646502.77,3827930.688,42900087.88,155203.7682,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,27.5528124741666,25.665364277411335,0.9314970768038678,-0.10237685313556558,0.014531100951480719,0.060510106947210755,Downregulated
Feature0222,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,607564.3405,356212.2805,560964.8759,414909789.1,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,21.118041750563332,26.66314695168497,1.262576675745691,0.336371004782494,0.009102539407007145,0.045082907638989894,Upregulated
Feature0221,L-Tyrosine,C9 H11 N O3,181.0739,3154325.109,2053801.3,205252.0415,246914.2441,305600.9188,227291.9456,520652.0104,1243082.458,86158919.38,396991002.6,65254518.14,90216.67019,L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,20.810738877911465,22.265597091854534,1.06990901296096,0.0974881123914458,0.6070351834235476,0.7395756164854576,Upregulated
Feature0220,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,1432436.011,2808769.506,387398905.3,1698915.025,3577097.042,2032089.282,1825079.52,279839266.9,1654969.391,2340674.149,1448580.17,538885.1773,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak1",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,21.6492042565397,20.3251912848228,0.9388424185929629,-0.09104506799092468,0.1058883174882941,0.21722676896495624,Downregulated
Feature0219,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],C9 H19 N O7,253.1162,304254795.5,109855086.2,205187050.7,373238496.3,284039762.4,331571967.5,741801.3449,18925366.28,312434966.1,95357139.22,279326087.7,75098.21023,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,27.513871798601734,28.188357974827035,1.0245144042671441,0.0349402682131808,0.15307352676608166,0.275532348178947,Upregulated
Feature0218,L-Tyrosine,C9 H11 N O3,181.0739,373109698.7,7182370.657,2556935.041,7122795.359,4528615.244,28851858.38,581397.373,16950425.3,3638644.715,1439543.242,751957.5898,64421.49027,L-Tyrosine-peak1,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.4747008888803,21.287636117633234,0.8356383146749834,-0.2590494522617339,0.1252265458146982,0.24095314677448826,Downregulated
Feature0217,muramic acid,C9 H17 N O7,251.10052,301796944.1,36492128.48,11083014.8,52269906.02,310005161.4,362707712.6,14306472.85,20536858.8,19749673.59,44039382.33,8473232.374,97079.37707,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate,27.3022696593765,24.4105928836589,0.89408657918209,-0.16151355284260957,0.009974146857806373,0.047979085747034106,Downregulated
Feature0216,L-Glutamine,C5 H10 N2 O3,146.06916,3499119.01,177289134.2,165055291.7,103546313.5,4469540.394,1158613.246,82249105.75,360410610.1,62626715.92,182212543.5,75603346.93,80369.17828,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar,20.356329187483833,26.348448728694866,1.2943614974007842,0.3722405985301643,0.0068763473636304865,0.0399687690511022,Upregulated
Feature0215,Isoleucine,C6 H13 N O2,131.09459,9803000.939,752049.8923,116338.5442,662905.1376,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,193603.7946,Isoleucine-peak2,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,22.764920136898134,22.328035644902798,0.9808088721872027,-0.02795606548898335,0.8259308354747983,0.8868343161762542,Downregulated
Feature0214,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,202943454.2,193905197.8,211429320.4,151778788.3,209094352.1,243495209.6,152040960.1,344067311.5,113768181.9,226050700.8,90981929.18,141465.4855,8-hydroxy-deoxyguanosine-peak2,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,27.2071564928907,26.688553622498066,0.9809387331407402,-0.027765062575623337,0.11452258960469268,0.22699809870891666,Downregulated
Feature0213,NP-019445,C10 H10 O4,194.05792,471493.5472,10784027.44,28887922.65,533166.5114,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,193446.4559,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,19.5855013437209,17.1708952891358,0.876714615969776,-0.18982079512363784,0.06983179248297802,0.16652196669017835,Downregulated
Feature0212,Isoleucine,C6 H13 N O2,131.09461,10115423.67,224127603.6,134631419.2,95542487.67,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,52335.70885,Isoleucine-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,25.597604365227767,22.113354191230968,0.8638837398889615,-0.2110909250581316,0.22557231207947698,0.37239452704245013,Downregulated
Feature0211,Leucylproline,C11 H20 N2 O3,228.1474,100399742.7,62787279.11,7107669.736,111103541.7,99070382.49,115071882.3,63704203.22,320620988.5,107957468.6,110146013.5,21192734.26,886787.3911,Leucylproline,11,20,2,3,0,0,0,1.818181818181818,0.2727272727272727,-0.7272727272727275,81.02727272727273,3,0,-0.3333333333333333,-0.06666666666666667,-2,Lipid,25.77189766006393,25.912424003511735,1.0054526967824167,0.007845209218868837,0.8122295519156412,0.8852033007205621,Upregulated
Feature0210,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,683.24856,279559182.5,1665156.19,1133602.263,68304357.36,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,106288.6858,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.4827586206896552,0.3448275862068966,-0.6206896551724137,77.98965517241379,12,2,-0.4166666666666667,0,-5,Phenol,27.126408880027768,26.181254140550266,0.9651573953759361,-0.0511638623387344,0.10698938920217384,0.21788350063800363,Downregulated
Feature0209,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,233968332.3,6285458.659,2223056.508,2870520.684,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,27.6759585722784,21.4941042321531,0.7766344994345615,-0.36469229923296687,4.053968134613584e-4,0.00704498492088334,Downregulated
Feature0208,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,208248642,248248156,252135006.7,210491743.5,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,2204426.16,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,27.233771502617,27.478072870751635,1.0089705301416354,0.012884037041482313,0.5643582522709859,0.6967077539097569,Upregulated
Feature0207,Adenine,C5 H5 N5,135.05449,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,27.38252938939,20.246022600429132,0.7393773713349477,-0.43561720440848384,1.396738597777551e-4,0.004329889653110409,Downregulated
Feature0206,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.11649,11091725.31,149096023.5,281542463.3,17386098.25,13198526.41,11562059.49,11356965.1,155548996.9,13481167.32,139920721,12058633.8,84672.21784,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid,22.581460460533034,23.910580519783167,1.0588589060292675,0.08251036163123056,0.014430770482186796,0.060510106947210755,Upregulated
Feature0205,2'-Deoxyadenosine,C10 H13 N5 O3,251.10188,285740.692,232142211.1,166600307.6,142883605.4,74600125.5,92947028.69,205099485.8,256667910.2,93386784.03,280463620.9,72729124.24,327469.2848,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,22.765555980255133,26.53272147616977,1.1654765426850084,0.22091996792231614,0.2792405716203953,0.43282288601161273,Upregulated
Feature0204,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15343,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,26.802027209904367,24.222416325055,0.9037531428258493,-0.1459993358040956,0.002591569229185862,0.024101593831428517,Downregulated
Feature0203,Linamarin,C10 H17 N O6,247.10556,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,25.6391262085867,27.759148025633202,1.082686976139479,0.11461619470300481,0.0024347533434095734,0.024101593831428517,Upregulated
Feature0202,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14158,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,21.1966705514271,26.689730346949766,1.2591472930711203,0.3324470571267304,0.11526899707559121,0.22699809870891666,Upregulated
Feature0201,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06332,246451385.3,113441618.7,172909432.2,164929060.6,235492276.8,264940751.8,37593447.53,114133245.6,119459976.6,106522609.8,77911574.62,690992.0418,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,27.291738278468966,26.705102569325,0.97850500751699,-0.03134886099855011,0.03777663219458945,0.11456174328576584,Downregulated
Feature0200,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,4844828.107,166253839.6,256087552.6,4536732.158,3348472.981,4670843.224,166626695.7,262367675.3,4288420.686,233632911.1,4234659.766,150959.6806,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.4000000000000003,71.7,0,-5,-Inf,-1,-5,Carbohydrate,21.141070923762168,22.291885027735432,1.0544349956595516,0.0764701578814531,0.09063934116157912,0.19616172267030751,Upregulated
Feature0199,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,256843719.9,9840488.763,10754373.64,91894202.92,228331384.2,235526684.9,6210229.663,12750150.52,84201454.04,9520359.709,72467951.41,74298.98628,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,26.869488334042032,26.4255812086708,0.9834791373824253,-0.024033646058343284,0.30565338996561403,0.4538749789496047,Downregulated
Feature0198,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.034192730565934,26.6898681000228,1.3322158002055347,0.4138277976262416,0.0033333980310539285,0.027890974368243202,Upregulated
Feature0197,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10012,510954.4531,2603098.523,1448185.786,251875394.1,704221.1367,973737.6721,814021.3075,1302598.937,192510047.7,1920519.912,119150950.5,560088.7342,DL-α-AMINOSUBERIC ACID-peak2,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.2160548548489,26.943919685661132,1.332798109181947,0.41445825909058553,2.2611909927503212e-4,0.005735202608884905,Upregulated
Feature0196,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,148619730.3,8691371.065,6003059.265,159721711.1,99799389.94,143461123.1,10251867.22,6531321.113,251003372.1,10883050.4,222502351.7,66193.3195,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak1,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,25.969559509988333,27.753744046087466,1.068702918715772,0.09586086403929941,0.06838341770437927,0.16457965395446214,Upregulated
Feature0195,Tetrolic Acid,C4 H4 O2,84.02114,206276175.5,15939371.68,17989441.02,134724750.8,166631497.5,246608510.8,17586449.41,1275477.348,121185912.7,2759229.838,100680648.4,90268.72235,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,26.644360099813134,26.95294989972213,1.0115818056336494,0.016612993954277427,0.4279496509850679,0.5740286183886246,Upregulated
Feature0194,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",C6 H8 O4,144.04224,242118330.8,4964748.762,3458499.689,168635479.2,217118161,239518460.1,5526883.574,4064938.711,154254175.9,5076142.158,126311248,932524.1195,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,26.8564278213052,27.2972369956745,1.016413544545176,0.02348750572818566,0.2809278869123465,0.43303248866599264,Upregulated
Feature0193,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,636593.3834,8079928.77,1209554.527,3343285.572,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,3047993.997,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,19.5302972500608,26.098610423005233,1.3363140401216362,0.418259087816342,0.11553308249701134,0.22699809870891666,Upregulated
Feature0192,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,199347305,151106451.7,168473629.2,176647985.7,188540167.5,240466939,105525782.4,189083024.9,146173226.7,160827891,108707895.3,321783.1796,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,27.1065931694332,26.978582993966565,0.9952775262215178,-0.006829227647231049,0.6457845932749235,0.7687668045932263,Downregulated
Feature0191,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04224,203370778.6,13755970.78,14573353.85,33951150.62,236640525.3,223471354,6285227.972,11196432.53,34401385.47,12175844.15,32070133.39,1411403.301,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-peak2",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,26.784474569304,25.148102565341265,0.9389059509183698,-0.0909474428007513,0.03633089303032121,0.11138812258746833,Downregulated
Feature0190,(+)-Piperitol,C20 H20 O6,356.12607,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.1579186065173,26.635639609689502,1.3213487031879312,0.40201124324929205,0.0011763306676544248,0.014265901689068123,Upregulated
Feature0189,Methyl piperonyl ketone,C10 H10 O3,178.06304,534376.2662,623806.3878,677607.5609,198515820.7,570638.3196,587050.3085,598997.0771,584692.2241,195784285.6,941948.8297,234300687.2,1053049.291,Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,20.502255631060535,26.592431438856465,1.2970490621807207,0.37523305200758345,4.292643141756874e-4,0.00704498492088334,Upregulated
Feature0188,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16787,255358.1027,343325.2632,447810.9326,196713458.7,460447.72,253804.2996,248287.1997,279408.0053,231133144,402408.0854,182329160.3,671003.7208,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,20.1435340046377,26.463284213227666,1.3137359217670024,0.39367530408792506,7.611413152537821e-4,0.010617921347790259,Upregulated
Feature0187,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29263,637165.3573,8087188.518,1210641.302,335459.58,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,554053.8385,"2-Hexyl-3,5-dipentylpyridine-peak1",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,19.7598017010793,24.314137334871035,1.2304848855615271,0.2992269368213859,0.275273265328029,0.42905721243865974,Upregulated
Feature0186,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,503212.8934,40022618.62,40442694,33583606.62,1045111.108,913004.9954,112363598.7,222611484.4,11459969.96,79786903.71,26463451.41,148048.0151,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,2,-4,-2.5,-0.4,-5,Amino Sugar,18.715123582243567,24.81312239832407,1.32583267694081,0.40689871558666446,0.005708431485925641,0.03587832999570192,Upregulated
Feature0185,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,341.13224,217074903.5,20230391.55,21115499.3,74932080.44,217246359.9,221672664.5,13872100.56,19511969.14,60916083.68,21325375.67,46933391.67,143705.7262,6-(alpha-D-glucosaminyl)-1D-myo-inositol,12,23,1,10,0,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate,26.747255131512432,25.9228137338757,0.9691765979879777,-0.045168525399692995,0.042782619304107906,0.11936350785846106,Downregulated
Feature0184,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.759559578526133,26.63592575035147,1.3480019959199032,0.43082263264856563,0.003232421989393286,0.027890974368243202,Upregulated
Feature0183,benzylidenemethylamine,C8 H9 N,119.07346,127814768.9,98204792.99,73029797.87,49024505.79,129979318.5,162604828.1,84725824.4,218477175.5,131874.3669,6997303.835,120811.3208,56576.22416,benzylidenemethylamine-peak2,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC,26.1819807625242,20.064938973477567,0.7663644380259299,-0.38389747832525223,0.1309281294487301,0.2468172170013223,Downregulated
Feature0182,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,509845.4973,3142823.599,629927.0644,215769430.6,307097.4677,414578.3584,501080.3592,488076.3512,207502586,5834775.228,174549784.7,712677.6566,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid,19.76404419427387,26.732681158935033,1.3525916505833433,0.4357263532848367,7.226923954973032e-4,0.010612167281249875,Upregulated
Feature0181,Dipropylene glycol dimethyl ether,C8 H18 O3,162.1256,173391341.8,177663966.7,168576426,197955612.1,187845703.3,193060008.4,195221731.6,183337504.2,115880236.3,108471563.7,112674824.8,27083362.06,Dipropylene glycol dimethyl ether,8,18,0,3,0,0,0,2.25,0.375,-1.5,103.05,0,-3,-0.6,-0.2307692307692308,-3,Protein,26.929570486691702,26.939633912910132,1.0003736942712622,5.390261627357039e-4,0.9693427169963592,0.9755708226027084,Upregulated
Feature0180,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,142749455.6,171579988.2,189331150.6,189013096.3,141376156.8,168630442.3,159291251.6,183190940.6,164077740.6,210619493.8,146221314.2,534627.6942,Cyclo(phenylalanyl-prolyl),14,16,2,2,0,0,0,1.1428571428571428,0.14285714285714285,-0.4285714285714288,72.51428571428572,8,6,0.4,0.4545454545454546,4,Phenol,26.647925089938365,27.206115909836868,1.0209468774028212,0.029907800886273775,0.2132991567717367,0.36286868743484474,Upregulated
Feature0179,2'-Deoxyadenosine,C10 H13 N5 O3,251.10182,92761423.95,1224261.162,2188624.219,2700611.339,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,101040.4297,2'-Deoxyadenosine-peak1,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,23.403239391603535,19.998976774832368,0.8545388285865876,-0.22678204823272935,0.21990732735043436,0.3673900858130011,Downregulated
Feature0178,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,3268597.179,168206411.2,165700537.1,207382568.3,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,405019.8987,AMIDINOPROLINE-peak3,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,24.2222064998855,23.619132603254965,0.9751024376481398,-0.036374308308204005,0.8156400254642983,0.8854613506013198,Downregulated
Feature0177,(+)-Piperitol,C20 H20 O6,356.12608,565180.7806,643139.6922,570840.9916,160249940.5,576850.2104,593128.3613,606515.9441,591284.3813,173437869.4,1255029.079,205555662.7,1149032.519,(+)-Piperitol-peak1,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.567185101295333,26.348433777565834,1.2810909051383212,0.35737285174438954,3.968673928048797e-4,0.00704498492088334,Upregulated
Feature0176,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,236.11602,123294.9875,129460.0714,204233914.8,197265.2551,178468.8985,132022.4003,128625.1012,81887191.23,118805.7183,119019.4446,116761.5111,279397.0903,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Phenol,20.007854278496165,16.287373699722167,0.8140489966096636,-0.2968124637392645,0.050680824037167435,0.1322781506771623,Downregulated
