FeatureID,Name,Formula,ReClass,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,isolate
Feature0094,Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,Proteins,348.04717,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,Inosine-5'-monophosphate (IMP)-peak2,10,13,4,8,0,1,0,1.3,0.8,1,31.8,7,-1,2,-2,-6,Other,27.84364807,17.05013615,0.612352811,-0.707564985,0.007093315,0.040041017,Downregulated,1246
Feature0261,lactosamine,C12 H23 N O10,Proteins,341.13223,Metabolic pathways;Other,lactosamine,12,23,1,10,0,0,0,1.916666667,0.833333333,0,60.3,2,-8,-9,-0.666666667,-9,Carbohydrate,29.55597275,23.8500896,0.806946528,-0.309455017,0.004077108,0.021143375,Downregulated,1154
Feature0011,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,Unknown,186.02937,NA,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],4,11,0,6,0,1,0,2.75,1.5,-1,88.8,0,-6,2.333333333,#NAME?,-7,Other,19.24868462,26.5248133,1.37800654,0.462582735,2.36E-04,0.005197324,Upregulated,1154
Feature0011,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,Unknown,186.02937,NA,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],4,11,0,6,0,1,0,2.75,1.5,-1,88.8,0,-6,2.333333333,#NAME?,-7,Other,19.24868462,26.53745738,1.37866342,0.463270288,4.50E-04,0.008361868,Upregulated,1177
Feature0210,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,Unknown,683.24856,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.482758621,0.344827586,-0.620689655,77.98965517,12,2,-0.416666667,0,-5,Phenol,27.12640888,21.83490906,0.804931797,-0.313061547,0.010826152,0.04081752,Downregulated,1154
Feature0210,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,Unknown,683.24856,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.482758621,0.344827586,-0.620689655,77.98965517,12,2,-0.416666667,0,-5,Phenol,27.12640888,20.29245872,0.748070222,-0.418754391,0.001073242,0.014912154,Downregulated,1177
Feature0089,[Similar to: NP-017684; ΔMass: -74.2514 Da],C24 H45 N4 O14 P3,Unknown,706.2146,NA,[Similar to: NP-017684; ΔMass: -74.2514 Da],24,45,4,14,0,3,0,1.875,0.583333333,-0.833333333,84.05,6,-8,-5,-0.8,-15,Amino Sugar,27.27190632,19.5412483,0.716534007,-0.480892919,0.009116134,0.03569812,Downregulated,1154
Feature0137,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,Unknown,388.15229,NA,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.142857143,0.333333333,-0.476190476,73.87142857,10,3,0.214285714,0.371428571,3,Phenol,20.51988584,25.65356922,1.250180894,0.322136859,0.003602593,0.027920099,Upregulated,1246
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,Unknown,538.18406,NA,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.034482759,0.344827586,-0.344827586,70.12758621,15,5,0.263157895,0.416666667,5,Phenol,20.3513029,27.6571754,1.35898795,0.442532664,1.75E-04,0.004880651,Upregulated,1246
Feature0274,NA,C30 H32 O10,Unknown,552.19967,NA,Feature0274,30,32,0,10,0,0,0,1.066666667,0.333333333,-0.4,71.7,15,5,0.25,0.4,5,Phenol,19.87120141,31.08407726,1.564277701,0.645496652,1.38E-05,0.001930488,Upregulated,1246
Feature0075,NP-007065,C8 H10 O3,Unknown,154.06301,Microbial metabolism in diverse environments;Other,NP-007065,8,10,0,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.384615385,1,Phenol,19.67459306,25.19064707,1.280364325,0.356554385,9.12E-04,0.011562866,Upregulated,1246
Feature0077,NP-016455,C11 H18 N2 O4,Unknown,242.12666,NA,NP-016455,11,18,2,4,0,0,0,1.636363636,0.363636364,-0.363636364,70.66363636,4,0,-0.4,0,-2,Protein,28.05981637,21.14061645,0.753412502,-0.408488122,1.11E-04,0.005080207,Downregulated,1154
Feature0077,NP-016455,C11 H18 N2 O4,Unknown,242.12666,NA,NP-016455,11,18,2,4,0,0,0,1.636363636,0.363636364,-0.363636364,70.66363636,4,0,-0.4,0,-2,Protein,28.05981637,21.86348641,0.779174251,-0.359982092,0.00319966,0.02718823,Downregulated,1177
Feature0077,NP-016455,C11 H18 N2 O4,Unknown,242.12666,NA,NP-016455,11,18,2,4,0,0,0,1.636363636,0.363636364,-0.363636364,70.66363636,4,0,-0.4,0,-2,Protein,28.05981637,17.51707226,0.624276083,-0.6797439,0.00530495,0.034420488,Downregulated,1246
Feature0213,NP-019445,C10 H10 O4,Unknown,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.2,66,6,2,0.333333333,0.5,2,Phenol,19.58550134,27.39107806,1.39853852,0.48391999,0.002613347,0.027169524,Upregulated,1177
