FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0225,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18406,NA,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,0,10,0,0,0,1.0344827586206895,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,20.351302898099465,21.095387829273232,1.0365620292174638,0.051806451774674994,0.15871650555767225,0.2820503506407042,Upregulated
Feature0224,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,NA,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,22.773567766638166,19.4968497123701,0.8561174916532731,-0.22411929242709355,0.24720902175379703,0.3918824833483487,Downregulated
Feature0223,Tetrolic Acid,C4 H4 O2,84.02114,Metabolic pathways;Other,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,27.5528124741666,22.126532859803632,0.803058957431274,-0.3164221862589082,3.0188576727854365e-4,0.005197323953817471,Downregulated
Feature0222,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,21.118041750563332,21.3197581969931,1.0095518537567238,0.013715013924886285,0.7243267924782997,0.8115950807286972,Upregulated
Feature0221,L-Tyrosine,C9 H11 N O3,181.0739,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,20.810738877911465,25.154810189672066,1.208741810526074,0.2735061151801355,0.2212910135266856,0.3653265844612147,Upregulated
Feature0220,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08956,Other,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime-peak1",10,13,1,3,0,0,0,1.3,0.3,-0.4000000000000003,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Phenol,21.6492042565397,22.785331220209834,1.0524789248698108,0.07379134465487612,0.1301570137205714,0.24371682434925787,Upregulated
Feature0219,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],C9 H19 N O7,253.1162,NA,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,27.513871798601734,24.226957608141,0.8805361086756326,-0.18354592815156862,0.2974590329145572,0.443802514348457,Downregulated
Feature0218,L-Tyrosine,C9 H11 N O3,181.0739,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",L-Tyrosine-peak1,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.4747008888803,22.304873606186966,0.8755695975972396,-0.19170623419808794,0.21187563019604724,0.3575745046326426,Downregulated
Feature0217,muramic acid,C9 H17 N O7,251.10052,Metabolic pathways;ABC transporters;Other,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate,27.3022696593765,25.048449134480734,0.9174493346884907,-0.12429960626329825,0.05133012981342858,0.1301918747086052,Downregulated
Feature0216,L-Glutamine,C5 H10 N2 O3,146.06916,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar,20.356329187483833,27.334938411363634,1.3428225766839448,0.4252686981774106,0.002760162216255454,0.017908959496169108,Upregulated
Feature0215,Isoleucine,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",Isoleucine-peak2,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,22.764920136898134,24.4515030624356,1.0740869247682445,0.10311075389823458,0.591786982432397,0.6937334794060452,Upregulated
Feature0214,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine-peak2,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,27.2071564928907,27.355168118889335,1.0054401725530306,0.007827238451850923,0.62972920392129,0.7260101152646277,Upregulated
Feature0213,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,19.5855013437209,27.7033251032,1.414481284753105,0.5002730883124569,0.027335672630221096,0.07944429858158006,Upregulated
Feature0212,Isoleucine,C6 H13 N O2,131.09461,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",Isoleucine-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,25.597604365227767,26.032329126443432,1.0169830252477143,0.024295598964025222,0.8716734665332628,0.9108498021077915,Upregulated
Feature0211,Leucylproline,C11 H20 N2 O3,228.1474,NA,Leucylproline,11,20,2,3,0,0,0,1.818181818181818,0.2727272727272727,-0.7272727272727275,81.02727272727273,3,0,-0.3333333333333333,-0.06666666666666667,-2,Lipid,25.77189766006393,26.323088464604233,1.0213872805103688,0.03052999817621013,0.37772947582476446,0.5166006066426926,Upregulated
Feature0210,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,683.24856,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.4827586206896552,0.3448275862068966,-0.6206896551724137,77.98965517241379,12,2,-0.4166666666666667,0,-5,Phenol,27.126408880027768,21.834909058505033,0.8049317974625575,-0.31306154722655627,0.01082615222517902,0.04081751987601279,Downregulated
Feature0209,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,27.6759585722784,22.896805001660532,0.8273175052587012,-0.27348698634460544,0.02257963043499714,0.07182745247556539,Downregulated
Feature0208,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,NA,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,27.233771502617,27.755324024893433,1.0191509472797888,0.027367746071026454,0.13932373471478823,0.25742597341341666,Upregulated
Feature0207,Adenine,C5 H5 N5,135.05449,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,27.38252938939,23.9243194762853,0.8737074335271356,-0.1947778298759396,2.0029488048292494e-4,0.005080206514066914,Downregulated
Feature0206,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.11649,NA,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid,22.581460460533034,26.243114153304866,1.1621530945339662,0.2168001325775473,0.08988496876894343,0.18305041085062201,Upregulated
Feature0205,2'-Deoxyadenosine,C10 H13 N5 O3,251.10188,Metabolic pathways;ABC transporters;Other,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,22.765555980255133,27.919359998785865,1.226386037881117,0.2944131774564136,0.18020893863563298,0.314239336745885,Upregulated
Feature0204,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15343,NA,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,26.802027209904367,25.098308182157165,0.9364332028169268,-0.09475200634719863,0.05526243205098756,0.13291567708815114,Downregulated
Feature0203,Linamarin,C10 H17 N O6,247.10556,Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,25.6391262085867,23.72212958264617,0.9252315929043433,-0.11211356589094285,0.001068405317364171,0.010840596923757193,Downregulated
Feature0202,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14158,NA,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,21.1966705514271,24.6430160327044,1.1625890006128943,0.21734116424471245,0.27318941683497105,0.41748882993894254,Upregulated
Feature0201,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06332,Metabolic pathways;Microbial metabolism in diverse environments;Other,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,27.291738278468966,26.12833998259,0.957371777348576,-0.06284881784513514,0.14822571325934292,0.26680628386681726,Downregulated
Feature0200,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,Metabolic pathways;ABC transporters;Other,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.4000000000000003,71.7,0,-5,-Inf,-1,-5,Carbohydrate,21.141070923762168,27.916104946691302,1.3204678725766026,0.4010492006808758,1.6392932274811073e-4,0.005080206514066914,Upregulated
Feature0199,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,26.869488334042032,23.301003245877634,0.8671919225330637,-0.2055767761288854,6.988139929144865e-4,0.008123712667630905,Downregulated
Feature0198,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.034192730565934,21.605851040426465,1.0784487965648184,0.10895768072123538,0.1745051304939435,0.30620711577239146,Upregulated
Feature0197,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10012,NA,DL-α-AMINOSUBERIC ACID-peak2,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.2160548548489,22.391862795309365,1.1076277224257032,0.14747306797743834,0.020064817961763192,0.06585981425096389,Upregulated
Feature0196,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,NA,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak1,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,25.969559509988333,23.543239717531467,0.9065706219805668,-0.14150868439109812,0.005028413436784885,0.024188402566603154,Downregulated
Feature0195,Tetrolic Acid,C4 H4 O2,84.02114,Metabolic pathways;Other,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,26.644360099813134,23.457152422416232,0.8803796501226818,-0.18380229700727668,0.03915192507218365,0.10305082165225699,Downregulated
Feature0194,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",C6 H8 O4,144.04224,Microbial metabolism in diverse environments;Other,"1,5-Anhydro-6-deoxy-D-threo-hex-1-en-3-ulose",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,26.8564278213052,22.655088261752265,0.8435629791308279,-0.24543231293300663,1.9539902585275396e-4,0.005080206514066914,Downregulated
Feature0193,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,NA,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,19.5302972500608,26.824057416150367,1.3734587381186356,0.4578135691645537,0.05957301908287861,0.13967119600103473,Upregulated
Feature0192,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,27.1065931694332,26.9164555732146,0.9929855590840899,-0.010155357988961018,0.5485531533772618,0.6625382242089007,Downregulated
Feature0191,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04224,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-peak2",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,26.784474569304,23.631173816391833,0.8822713230848305,-0.1807057018324953,0.005639468601847031,0.02537760870831164,Downregulated
Feature0190,(+)-Piperitol,C20 H20 O6,356.12607,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.1579186065173,20.568757698877366,1.0203810274453256,0.029107979410717306,0.5435820694968242,0.6622681108716767,Upregulated
Feature0189,Methyl piperonyl ketone,C10 H10 O3,178.06304,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,20.502255631060535,21.602000495302434,1.0536401888666242,0.07538228029400158,0.022655253827418474,0.07182745247556539,Upregulated
Feature0188,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16787,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,20.1435340046377,20.839288985707867,1.0345398667835535,0.04898924162393559,0.27151750604305336,0.41748882993894254,Upregulated
Feature0187,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29263,NA,"2-Hexyl-3,5-dipentylpyridine-peak1",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,19.7598017010793,25.305070670175134,1.280633836967754,0.3568580345361356,0.08194055837250827,0.17189034425511135,Upregulated
Feature0186,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,2,-4,-2.5,-0.4,-5,Amino Sugar,18.715123582243567,26.8293149114736,1.433563331472124,0.5196056408759765,0.004380990011759905,0.021443793215456378,Upregulated
Feature0185,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,341.13224,Metabolic pathways;Other,6-(alpha-D-glucosaminyl)-1D-myo-inositol,12,23,1,10,0,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate,26.747255131512432,24.369983692544032,0.9111209196128838,-0.13428556056448404,0.0059949095862573245,0.02624614398959516,Downregulated
Feature0184,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.759559578526133,20.274080339952533,1.0260390804451716,0.03708568230041518,0.3682641383331863,0.5061364265761525,Upregulated
Feature0183,benzylidenemethylamine,C8 H9 N,119.07346,NA,benzylidenemethylamine-peak2,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC,26.1819807625242,25.664186451455933,0.9802232567594955,-0.028817718376832092,0.6739954355215191,0.7675294959612402,Downregulated
Feature0182,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,NA,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid,19.76404419427387,23.01150591133277,1.1643115996471902,0.21947721211709287,0.05492857849054981,0.13291567708815114,Upregulated
Feature0181,Dipropylene glycol dimethyl ether,C8 H18 O3,162.1256,NA,Dipropylene glycol dimethyl ether,8,18,0,3,0,0,0,2.25,0.375,-1.5,103.05,0,-3,-0.6,-0.2307692307692308,-3,Protein,26.929570486691702,27.102250359673267,1.0064122772796136,0.009221426954617796,0.49300078345916,0.6196055665015718,Upregulated
Feature0180,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,NA,Cyclo(phenylalanyl-prolyl),14,16,2,2,0,0,0,1.1428571428571428,0.14285714285714285,-0.4285714285714288,72.51428571428572,8,6,0.4,0.4545454545454546,4,Phenol,26.647925089938365,27.2988729665623,1.0244277133933297,0.03481818717171164,0.12097626714894706,0.23118067489422076,Upregulated
Feature0179,2'-Deoxyadenosine,C10 H13 N5 O3,251.10182,Metabolic pathways;ABC transporters;Other,2'-Deoxyadenosine-peak1,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,23.403239391603535,22.7224920684259,0.970912260829077,-0.04258716647875992,0.7621895567438131,0.8379246097285574,Downregulated
Feature0178,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,NA,AMIDINOPROLINE-peak3,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,24.2222064998855,26.004394851462234,1.0735766310796317,0.10242517334181252,0.4502188976657851,0.5897233448298312,Upregulated
Feature0177,(+)-Piperitol,C20 H20 O6,356.12608,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol-peak1,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.567185101295333,21.7785810059865,1.0588994506892861,0.08256560266452886,0.025275532373004794,0.0778321952165009,Upregulated
Feature0176,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,236.11602,NA,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Phenol,20.007854278496165,20.386273253587767,1.0189135211514568,0.027031609992136628,0.5159061151749937,0.6397235828169923,Upregulated
Feature0175,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.09172,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine-peak1,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,25.183273234203302,25.6537616812182,1.0186825772265335,0.026704575937740664,0.7985851953162012,0.8669465739035802,Upregulated
Feature0174,Penicillic acid,C8 H10 O4,170.05795,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Penicillic acid,8,10,0,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,20.426290180349067,25.031925362644202,1.2254758520333735,0.2933420562203056,5.042860447611912e-4,0.006699800308970112,Upregulated
Feature0173,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,NA,AMIDINOPROLINE-peak2,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,22.084935283134335,24.1769934460326,1.0947278375995928,0.1305722432056754,0.49128583890846994,0.6196055665015718,Upregulated
Feature0172,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14159,NA,"3,4-Methylenedioxy-N-propylamphetamine-peak1",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,24.298123642708735,25.125476915448534,1.0340500890071018,0.04830607096418226,0.8154206290208249,0.8817920755690315,Upregulated
Feature0171,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.89289776908417,21.687605355902832,1.0380372122432253,0.05385816330703259,0.14632884970248872,0.2651022666687945,Upregulated
Feature0170,Hordenine,C10 H15 N O,165.11539,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Hordenine-peak2,10,15,1,1,0,0,0,1.5,0.1,-1,88.8,4,3,0.25,0.29411764705882354,2,Lipid,27.52996714664877,19.203433423597534,0.6975465434195105,-0.5196386116799341,0.03975570437572167,0.10366207028809671,Downregulated
Feature0169,Lactamide,C3 H7 N O2,89.04769,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Cyanoamino acid metabolism;Other,Lactamide,3,7,1,2,0,0,0,2.3333333333333335,0.6666666666666666,0,60.3,1,-1,-Inf,-1,-2,Other,26.537759747682568,26.928809725150934,1.0147356062149335,0.02110387589210924,0.409600564676765,0.5441836073562735,Upregulated
Feature0168,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,NA,AMIDINOPROLINE-peak1,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,20.3385179639316,24.56288316642163,1.2077027052797817,0.2722653566455336,0.187424052895731,0.32410032893747187,Upregulated
Feature0167,"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid",C15 H24 O3,252.17254,Other,"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid",15,24,0,3,0,0,0,1.6,0.2,-1.2000000000000002,94.5,4,1,0.08333333333333333,0.18518518518518515,1,Lipid,22.078439657017032,26.889856569661166,1.217923774840445,0.2844238433420303,0.02566509663053076,0.0778321952165009,Upregulated
Feature0166,"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,190.09538,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;D-Amino acid metabolism;Other,"DL-2,6-Diaminopimelic acid",7,14,2,4,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar,23.1236618535737,25.4606563523362,1.1010650697783546,0.1388997305485971,0.06034105621034428,0.14029295568905045,Upregulated
