FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,isolate
Feature0198,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.034192730565934,26.6898681000228,1.3322158002055347,0.4138277976262416,0.0033333980310539285,0.027890974368243202,Upregulated,1246
Feature0197,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10012,NA,DL-α-AMINOSUBERIC ACID-peak2,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,20.2160548548489,26.943919685661132,1.332798109181947,0.41445825909058553,2.2611909927503212e-4,0.005735202608884905,Upregulated,1246
Feature0190,(+)-Piperitol,C20 H20 O6,356.12607,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.1579186065173,26.635639609689502,1.3213487031879312,0.40201124324929205,0.0011763306676544248,0.014265901689068123,Upregulated,1246
Feature0189,Methyl piperonyl ketone,C10 H10 O3,178.06304,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,20.502255631060535,26.592431438856465,1.2970490621807207,0.37523305200758345,4.292643141756874e-4,0.00704498492088334,Upregulated,1246
Feature0188,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16787,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,20.1435340046377,26.463284213227666,1.3137359217670024,0.39367530408792506,7.611413152537821e-4,0.010617921347790259,Upregulated,1246
Feature0186,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,2,-4,-2.5,-0.4,-5,Amino Sugar,18.715123582243567,24.81312239832407,1.32583267694081,0.40689871558666446,0.005708431485925641,0.03587832999570192,Upregulated,1246
Feature0184,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.759559578526133,26.63592575035147,1.3480019959199032,0.43082263264856563,0.003232421989393286,0.027890974368243202,Upregulated,1246
Feature0182,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,NA,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid,19.76404419427387,26.732681158935033,1.3525916505833433,0.4357263532848367,7.226923954973032e-4,0.010612167281249875,Upregulated,1246
Feature0177,(+)-Piperitol,C20 H20 O6,356.12608,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol-peak1,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,20.567185101295333,26.348433777565834,1.2810909051383212,0.35737285174438954,3.968673928048797e-4,0.00704498492088334,Upregulated,1246
Feature0171,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.89289776908417,26.615652395088567,1.273909090507901,0.3492623267676196,3.6704403521865267e-4,0.00704498492088334,Upregulated,1246
Feature0137,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,388.15229,NA,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.1428571428571428,0.3333333333333333,-0.4761904761904763,73.87142857142857,10,3,0.21428571428571427,0.37142857142857144,3,Phenol,20.519885842804335,25.653569220069535,1.250180893626434,0.3221368592522973,0.0036025933841273483,0.02792009872698695,Upregulated,1246
Feature0106,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21536,Biosynthesis of secondary metabolites;Other,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",31,34,0,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Phenol,20.5126140421576,25.3383872309383,1.2352588109376381,0.3048133463749413,0.0046164654308288,0.03141448427320086,Upregulated,1246
Feature0094,Inosine-5'-monophosphate (IMP),C10 H13 N4 O8 P,348.04717,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Other,Inosine-5'-monophosphate (IMP)-peak2,10,13,4,8,0,1,0,1.3,0.8,1,31.799999999999997,7,-1,2,-2,-6,Other,27.843648069986568,17.050136153262667,0.6123528106089473,-0.7075649853409547,0.007093314581794451,0.040041017365580474,Downregulated,1246
Feature0085,"1-Ethoxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-11(1H)-one",C19 H18 O6,342.11042,Biosynthesis of secondary metabolites;Other,"1-Ethoxy-4-methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-11(1H)-one",19,18,0,6,0,0,0,0.9473684210526316,0.3157894736842105,-0.3157894736842106,69.3,11,5,0.38461538461538464,0.5,5,Phenol,20.1129156635818,25.342417266072665,1.2600071362084941,0.3334319046326923,0.007319325754998581,0.040041017365580474,Upregulated,1246
Feature0077,NP-016455,C11 H18 N2 O4,242.12666,NA,NP-016455,11,18,2,4,0,0,0,1.6363636363636365,0.3636363636363637,-0.3636363636363633,70.66363636363636,4,0,-0.4,0,-2,Protein,28.059816366565368,17.517072256108868,0.6242760831814035,-0.6797438995343069,0.005304949836701568,0.03442048847534273,Downregulated,1246
Feature0075,NP-007065,C8 H10 O3,154.06301,Microbial metabolism in diverse environments;Other,NP-007065,8,10,0,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.38461538461538464,1,Phenol,19.674593056644365,25.190647065470433,1.2803643253481791,0.35655438490125557,9.117672115694388e-4,0.011562866001266974,Upregulated,1246
Feature0039,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12725,NA,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,1,11,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate,26.1448794987592,20.248875199780766,0.7744872261026007,-0.36868665056639427,1.0252162864959141e-4,0.004329889653110409,Downregulated,1246
