FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,Area: B,Area: 60,Area: 59,Area: 58,Area: 57,Area: 56,Area: 55,Area: 54,Area: 53,Area: 52,Area: 51,Area: 50,Area: 49,Area: 48,Area: 47,Area: 46,Area: 45,Area: 44,Area: 43,Area: 42,Area: 41,Area: 40,Area: 39,Area: 38,Area: 37,Area: 36,Area: 35,Area: 34,Area: 33,Area: 32,Area: 31,Area: 30,Area: 29,Area: 28,Area: 27,Area: 26,Area: 25,Area: 24,Area: 23,Area: 22,Area: 21,Area: 20,Area: 19,Area: 18,Area: 17,Area: 16,Area: 15,Area: 14,Area: 13,Area: 12,Area: 11,Area: 10,Area: 9,Area: 8,Area: 7,Area: 6,Area: 5,Area: 4,Area: 3,Area: 2,Area: 1,Gap Status: B,Gap Status: 60,Gap Status: 59,Gap Status: 58,Gap Status: 57,Gap Status: 56,Gap Status: 55,Gap Status: 54,Gap Status: 53,Gap Status: 52,Gap Status: 51,Gap Status: 50,Gap Status: 49,Gap Status: 48,Gap Status: 47,Gap Status: 46,Gap Status: 45,Gap Status: 44,Gap Status: 43,Gap Status: 42,Gap Status: 41,Gap Status: 40,Gap Status: 39,Gap Status: 38,Gap Status: 37,Gap Status: 36,Gap Status: 35,Gap Status: 34,Gap Status: 33,Gap Status: 32,Gap Status: 31,Gap Status: 30,Gap Status: 29,Gap Status: 28,Gap Status: 27,Gap Status: 26,Gap Status: 25,Gap Status: 24,Gap Status: 23,Gap Status: 22,Gap Status: 21,Gap Status: 20,Gap Status: 19,Gap Status: 18,Gap Status: 17,Gap Status: 16,Gap Status: 15,Gap Status: 14,Gap Status: 13,Gap Status: 12,Gap Status: 11,Gap Status: 10,Gap Status: 9,Gap Status: 8,Gap Status: 7,Gap Status: 6,Gap Status: 5,Gap Status: 4,Gap Status: 3,Gap Status: 2,Gap Status: 1,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0507,NA,C33 H47 N O8,585.33043,NA,NA,254692.3922,187481.7738,148769.8054,152147.5641,171422.0591,186776.989,151989.8496,162087.1233,165814.8739,174291.2588,179350.2958,191628.2955,203025.9047,158529.812,174272.083,164068.5449,163240.1397,162213.0379,163985.8825,163872.9441,160254.1124,158400.3193,163202.5981,195252.9994,173594.2871,146312.6251,181951.1309,211194.094,237931.0181,145231.542,16004086.81,154536.3535,177951.0685,144297.8544,235854.36060000001,162758.3088,147255.3957,161932.0815,159378.2032,159929.3735,171945.0012,151315.2991,182105.1325,152823.7145,264864.6455,156335.861,154374.8098,157384.3935,163758.9959,164034.2129,166865.5551,145976.6326,156420.4463,168166.8033,158718.3248,158781.2519,155690.7028,178095.2272,165529.2658,157576.7599,177778.0801,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0507,33,47,8,1,0,0,1.4242424242424243,0.24242424242424243,-0.8484848484848486,84.48181818181818,11,3,0.08333333333333333,0.21428571428571427,2,Lignin
Feature0506,N-acetyl-L-2-aminoadipic acid 6-phosphate,C8 H14 N O8 P,283.04574,NA,NA,38300.27973,760658.7305,8592847.475,2017478.605,850061.2788,1612083.236,766212.541,676741.2267,3397176.479,1254346.894,740829.3117,3317827.684,1434452.892,693648.2692,13788221.61,3492135.111,3501957.208,4499094.574,3068960.477,1353471.182,790172.1267,710692.5992,2949635.975,1631691.182,630001.1005,758914.5221,2336679.88,436354.1059,1506238.802,749088.9836,750101.5903,618493.7886,693557.5857,714294.6589,1208897.9,1071840.683,725163.7232,3433076.953,46842.28072,633070.9855,15944062.35,1050368.442,939297.7291,2177714.766,729979.7112,774523.4399,8789474.51,2828961.601,496715.1873,1993992.824,1101598.534,3899184.454,1167899.268,1343631.549,6240479.049,9217155.175,7322823.784,730593.3252,4939970.926,886679.1231,1610438.948,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,N-acetyl-L-2-aminoadipic acid 6-phosphate,8,14,8,1,0,1,1.75,1,0,60.3,3,-5,3.5,-1.5,-7,Carbohydrate
Feature0505,NA,C29 H28 O9,520.17351,NA,NA,1558453.809,15897473.48,377322.3708,649034.2302,10537242.96,8499380.734,1009538.266,639214.3843,764057.4657,5882825.048,5918239.452,976236.8903,8464479.77,554888.1073,815806.8318,1072663.224,433368.0212,640724.5223,590335.6156,578662.1204,502509.8477,538391.5727,516595.2438,642314.0675,11249417.25,680648.8542,5814426.691,653626.1255,708049.8324,684639.2079,966117.4188,505794.9369,5515786.455,551994.1777,854628.6597,5275098.76,547795.3931,982995.156,459685.8676,831786.551,471766.6591,807401.7619,7212015.402,689919.1239,836464.8905,572639.4595,646618.0866,616283.3294,3281521.751,477454.4082,9623439.269,745518.2273,699715.1522,6332754.318,593574.7879,847562.7251,730990.2155,7823346.711,454687.8527,515178.5868,621538.2967,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0505,29,28,9,0,0,0,0.9655172413793104,0.3103448275862069,-0.3448275862068968,70.12758620689655,16,7,0.35,0.46938775510204084,7,Lignin
Feature0504,asn-phe,C13 H17 N3 O4,279.12195,NA,NA,104405.1492,5892694.221,3830612.391,4113507.403,9189887.526,13371928.41,4557026.694,2358633.86,6593032.845,11781143.9,7067969.014,8222081.999,7105241.015,1246272.891,10378135.91,2336867.864,2829907.95,3399884.402,2636632.618,2386949.136,3988440.744,3601206.568,9449894.909,11142763.1,10478003.33,4281298.709,15871071,3957613.606,11271086.76,4225109.985,2143299.965,2631240.625,10084540.42,3052200.91,13448668.38,8972121.569,4144235.252,6265544.631,321985.5312,1174860.187,5457390.014,4556465.758,12876925.31,5834917.207,1482720.631,4467370.019,9268301.512,13734657.26,7793070.919,7707906.469,8059539.675,3420445.253,2001936.31,8554926.797,3525398.807,3960033.135,2254225.05,7642012.906,2552133.485,4039270.636,4578391.652,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,asn-phe-peak2,13,17,4,3,0,0,1.3076923076923077,0.3076923076923077,0,60.3,7,3,0,0.25,0,Lignin
Feature0503,N-Acetylvanilalanine,C12 H15 N O5,253.09509,NA,NA,97182.48787,13006917.56,13218397.29,5020496.885,10344566.63,13482605.79,5962523.751,4827521.31,5572856.75,15852593.51,2645723.936,5250186.757,3553392.252,8654517.847,3802381.376,6697227.152,7393164.862,9170043.104,3835102.796,2843095.939,6547532.563,12201201.36,3232510.514,5701292.264,10040724.86,5120259.084,5928718.158,7931228.999,10818996.02,6123106.651,12738162.19,3366796.216,11060162.7,4484184.044,9320316.583,9441762.62,4299707.24,3902239.644,271426.2634,2536409.057,6141415.717,3492547.182,9681378.092,9266813.691,4230515.15,5242346.434,11458804.08,10018053.8,5822028.119,4202642.359,7886262.902,8585739.908,2918847.348,8738210.462,9025705.268,8608576.69,7950089.593,11310420.17,12555659.86,4425358.859,2892156.711,Full gap,Missing ions,No gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Full gap,Full gap,N-Acetylvanilalanine-peak2,12,15,5,1,0,0,1.25,0.4166666666666667,-0.16666666666666696,65.05000000000001,6,1,0,0.29411764705882354,0,Lignin
Feature0502,gepefrine,C9 H13 N O,151.09965,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Tyrosine metabolism;Other,NA,415523.6896,238181.0143,219595.967,197799.5716,198413.2672,243338.1463,259461.9968,240678.2648,13179497.59,250446.7278,239448.1209,239285.6849,230407.4366,246642.684,7637129.603,235241.5886,253875.3491,242789.3179,247199.6223,227919.0136,282984.6156,288679.385,2399286.654,11030338.17,235968.487,245979.378,248492.222,15843288.55,9161896.949,251538.4164,238618.1983,244174.2936,257895.3212,238676.2041,8845668.157,232318.2913,305216.5979,4443540.839,227151.7192,240721.1593,10638501.52,263773.3048,241119.0103,239713.6396,249041.5169,269165.6002,6263546.073,11327535.08,249592.3508,1776554.196,215595.7332,232367.8936,222648.7371,226896.9528,239059.8317,2532872.697,236930.0179,232526.9175,237815.3699,250185.7266,1181854.613,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,No gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,gepefrine,9,13,1,1,0,0,1.4444444444444444,0.1111111111111111,-0.8888888888888893,85.63333333333334,4,3,0.2857142857142857,0.3333333333333333,2,Unsaturated HC
Feature0501,"1,4-Bis(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C20 H22 O7,374.13662,NA,NA,401148.4346,15781804.48,192123.5002,195296.4164,12907946.45,12381618.06,200278.4276,194395.8193,202547.1298,12729012.61,9154169.887,203576.6899,7892826.267,206478.8507,212930.3005,204399.9597,203218.7428,214979.528,208845.7743,212316.8265,207014.1056,302073.3258,214133.3553,231757.3775,14265692.34,211605.1018,11929378.49,233910.2609,251469.1592,196430.0353,205722.6739,198263.5575,12819733.33,202987.1997,244126.8009,7342334.115,191747.7821,204196.31,201877.4462,196730.2149,209239.9002,192786.8977,14459553.06,202733.712,194210.3629,204399.156,209635.5246,227472.4405,5825518.813,222555.5872,9419100.51,207499.0118,209511.23560000001,11556231.77,206372.6137,206424.3224,217537.9976,8427392.287,209818.0412,210858.8508,227341.053,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"1,4-Bis(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol-peak1",20,22,7,0,0,0,1.1,0.35,-0.40000000000000036,71.7,10,3,0.23076923076923078,0.3939393939393939,3,Lignin
Feature0500,Isovalerylglutamic acid,C10 H17 N O5,231.11063,NA,NA,46828.57671,7698904.858,12932308.85,7308017.272,7864648.024,9374200.003,1925220.755,2039125.309,6425112.912,7037964.046,3141488.278,4560016.614,2929424.364,2121897.751,15715464.96,8889850.239,8271576.859,9100851.393,5931834.045,5182657.777,3874148.52,2547004.871,9715562.37,12376552.14,4886150.228,2853177.861,6065603.792,7797482.656,10645367.79,3573820.508,2450826.615,5260002.093,3776801.864,1658631.153,11188957.12,5059580.395,2958372.205,6332508.841,299174.8897,1093920.882,8865013.584,6549077.132,3510207.091,11496647.34,2891657.947,3406179.484,8535180.76,13513928.34,2871771.642,6282161.995,3304687.039,8229940.453,3758188.346,4581936.389,9503771.049,11107104.89,8599222.899,4837468.729,10329075.74,3096628.857,5268275.412,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,Isovalerylglutamic acid-peak4,10,17,5,1,0,0,1.7,0.5,-0.40000000000000036,71.7,3,-2,-0.75,-0.07692307692307693,-3,Protein
Feature0499,NA,C20 H42 N9 O17 P,711.2437,NA,NA,29277.6313,446241.5311,48552.86259,47541.87289,370490.8457,257469.1784,105550.5619,79154.41171,36809.17836,258289.6401,938207.6956,15704804.85,771908.4311,77199.65993,46170.37854,44918.10073,83762.88294,55669.59921,36243.91688,30035.18825,105374.519,95297.40785,36114.95104,67838.50704,1105742.712,98277.43263,570181.4813,48310.20994,67409.77718,104650.0914,81295.77179,34993.38228,374624.21,85348.75295,65224.95247,474827.6011,104076.6483,34467.00578,23117.69625,74668.61666,44102.59512,33741.82074,394980.6073,53279.62381,91549.72585,106966.0229,43301.51325,45716.59488,750202.5194,33705.91044,578761.9896,43124.4315,31287.24755,352953.0204,73719.70084,40171.30783,49607.84062,262774.6977,60767.14544,100871.6013,32303.96527,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0499,20,42,17,9,0,1,2.1,0.85,0.7000000000000002,40.349999999999994,5,-12,3.142857142857143,-9,-22,Carbohydrate
Feature0498,NA,C77 H114 N8 O16 P2,1468.7833,NA,NA,369720.5238,215367.1947,177071.6149,179995.9495,368540.2414,368954.0681,184587.6459,179165.9095,185289.1691,386296.5759,267246.4779,187627.5063,240483.8949,190302.2977,196248.3097,188386.2771,187297.6025,198136.9909,192483.7851,195682.8982,190795.6182,190922.4337,197357.1114,213600.3824,509265.3101,195026.9335,268197.209,215584.5985,231767.8476,181040.7552,189605.3635,182730.6304,296193.9619,187084.1996,225000.7252,242569.8103,176725.3324,188198.5823,186061.3895,181317.4173,192847.0333,177683.0387,239731.7156,186850.5714,15701348.97,188385.5364,193211.6625,209651.1481,239503.7158,205119.5049,391132.8201,191242.5345,193097.111,540420.8774,190204.3839,190252.0415,200495.0175,412683.2276,193379.8799,194339.1475,209530.0542,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0498,77,114,16,8,0,2,1.4805194805194806,0.2077922077922078,-0.883116883116883,85.46883116883116,26,10,0,0.13559322033898305,0,Lignin
Feature0497,MFCD00056023,C12 H14 N2 O3,234.10044,NA,NA,152084.5871,8946356.849,1304793.944,2115297.947,11555868.38,12302938.53,11668734.8,7286300.097,8078720.742,13005474.53,6553069.332,9317725.061,6618843.207,5726300.544,5173540.197,2517477.994,816895.8525,3181270.953,1506746.007,1474790.958,10567890.83,9190300.104,8374796.358,15110453.06,10521549.53,10178141.73,13229596.6,6833942.106,14156814.39,11216490.3,6273496.003,3319648.1,10660665.27,7915886.54,15662668.64,9837722.263,9860348.682,5075788.36,244791.7151,3704930.474,6766417.09,4483750.121,12021421.2,3979432.809,7727345.756,10883067.35,8842251.414,13786746.51,7226714.865,6732065.369,7845510.579,2474290.366,1528261.282,6680844.044,1240017.769,6305641.97,2449440.311,8751977.684,793082.8972,10156172.73,3754622.536,Full gap,Full gap,Full gap,Full gap,No gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,MFCD00056023,12,14,3,2,0,0,1.1666666666666667,0.25,-0.16666666666666696,65.05000000000001,7,4,0.2857142857142857,0.4117647058823529,2,Lignin
Feature0496,"8-Methyl-1,2-naphthalenediol",C11 H10 O2,174.0681,Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,NA,1943777.64,95446.30118,531602.3461,943956.3065,591868.1077,460050.3402,132495.3424,796980.3744,289231.6282,634996.7518,280054.9307,15648278.34,780103.5734,142378.9734,1029368.764,427250.1763,135084.9572,431966.1973,474606.4736,867845.2846,742150.842,610983.5615,1107020.713,591380.8859,125483.543,623654.8067,712817.0979,893372.6122,149057.8318,341765.2953,366228.5984,535266.4371,842247.4536,703153.3352,632631.5829,760877.4199,791383.6877,729832.4879,611328.17,119415.0303,553875.0163,789178.2832,831160.5216,756984.7617,123514.6686,136008.2109,266168.8165,812130.6701,777559.7596,155806.9294,795619.8469,119645.0279,495384.3721,594669.2119,861678.0313,808255.9808,784786.7894,864502.9034,699277.9383,815386.942,595823.5326,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"8-Methyl-1,2-naphthalenediol",11,10,2,0,0,0,0.9090909090909091,0.18181818181818182,-0.5454545454545459,75.84545454545456,7,5,0.5555555555555556,0.6,5,Lignin
Feature0495,Linamarin,C10 H17 N O6,247.10559,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Superpathway of linamarin and lotaustralin biosynthesis,492944.2187,5376624.704,15467524.55,7280555.648,6918653.818,3874189.724,127179.4035,272636.2347,2240191.239,4912607.939,1224679.749,931394.7263,1122970.544,236559.0262,3998684.38,10047617.27,11268587.92,13283518.6,8760962.929,4779271.132,162506.9544,142438.1623,2882072.532,3792399.285,1795836.008,291551.2211,4593076.735,1802172.972,3144124.333,225860.9121,226832.4152,6524349.051,3104305.63,242527.1291,3068576.226,4198494.189,125275.7119,2393503.504,229354.7049,397262.0102,2770490.862,6991249.423,8032282.566,10043909.93,192369.3582,142967.3824,1798170.395,3212956.657,1724458.089,2090852.873,1170779.289,11720604.81,4013676.221,1660589.277,10776828.06,1403696.139,8709453.29,3492173.093,11804999.26,135463.1119,1141019.393,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Linamarin,10,17,6,1,0,0,1.7,0.6,-0.20000000000000018,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar
Feature0494,Otonecine,C9 H15 N O3,185.10524,Other,NA,1569073.959,14765225.74,543644.3448,181898.2261,15454275.38,14862231,183366.1329,679845.6789,158977.7233,10027696.81,9020145.763,814535.32,8922197.249,267367.3415,1192271.386,259496.6648,238884.1756,377738.2018,815160.2061,440339.5925,769845.6886,656641.1133,974764.1994,216860.4688,8581520.439,862024.8046,10216331.96,164286.1202,295817.2423,652331.3862,745920.0486,1003191.103,9481358.497,827208.4804,1361255.986,9373233.359,538344.6495,888307.7025,653633.8609,681288.3177,284080.501,1263449.458,9699493.592,182069.4176,164496.5296,186130.1728,337742.7049,1042848.986,7202359.689,997079.2208,7459443.837,292845.6983,888595.8491,8933392.5,378120.0741,268749.3339,169290.6494,7963817.547,226147.7299,789807.8392,371369.0785,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Otonecine,9,15,3,1,0,0,1.6666666666666667,0.3333333333333333,-0.666666666666667,79.30000000000001,3,0,-0.2,0.07692307692307693,-1,Protein
Feature0493,N-(Carboxyacetyl)phenylalanine,C12 H13 N O5,251.07938,NA,NA,182133.0581,819094.3912,120789.139,11864795.74,923689.2398,902338.6375,2382951.662,805647.7901,158592.9817,1164606.694,494315.2695,1372970.683,429259.7124,1008442.947,158509.2861,119620.1321,519302.5126,126505.7557,105248.1591,96519.2523,384521.367,444529.634,188574.9526,144488.0554,1008716.215,1019370.517,2429328.875,340408.9974,135484.1762,1036719.21,309235.513,15416771.17,1952877.088,916812.1248,268057.8786,2441968.802,2529369.831,144828.013,79692.38424,237109.0494,150728.1007,716645.8886,647875.7936,123730.2718,576371.3142,1402238.667,113704.6417,146343.9186,1254895.089,266171.0536,849190.4263,116739.2043,8875581.303,581156.0754,133766.1001,113035.0459,117664.6317,1105975.795,1666694.516,334881.6911,122190.0883,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,N-(Carboxyacetyl)phenylalanine,12,13,5,1,0,0,1.0833333333333333,0.4166666666666667,0,60.3,7,2,0.16666666666666666,0.4117647058823529,1,Lignin
Feature0492,NA,C10 H23 N O6,253.1525,NA,NA,78027.81033,1375278.056,3968715.68,58850.22912,1717884.681,5288004.84,1126038.036,598106.7617,138963.7728,4289239.659,1317345.573,11783548.93,482279.0147,390995.3235,1101988.535,80961.89605,187745.2844,208265.9642,61221.16701,59812.42684,915390.4036,952397.9232,107545.5549,13416639.27,1930213.901,912621.0176,1369258.079,7763467.774,14445669.46,1100510.139,984764.4245,73267.80034,1585279.16,732721.9999,15037489.14,1201792.337,1174407.176,60792.12726,183436.7649,626328.5954,1078375.196,92310.04644,1430668.26,7659664.037,657552.5493,1104571.852,15383826.56,8375535.389,1267853.173,66125.38772,1955946.183,3512519.682,55299.60551,1344561.972,112247.6049,11719534.63,135605.2131,5392956.715,104037.9806,1006913.248,73471.21346,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0492,10,23,6,1,0,0,2.3,0.6,-0.7999999999999998,83.1,0,-6,-2.3333333333333335,-0.6666666666666666,-7,Other
