FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC,gap_status,Study File ID,SampleID1,SampleID2,Batch,RT Range [min],Instrument Name,Software Revision,Ref. File ID,Sample Type,Fungi
Feature0167,[Similar to: NP-017684; ΔMass: -96.2336 Da],C25 H40 N4 O18,684.2324,0,125,NA,[Similar to: NP-017684; ΔMass: -96.2336 Da],25,40,4,18,0,0,0,1.6,0.72,0.31999999999999984,51.18,8,-10,-4.666666666666667,-0.4166666666666667,-14,Carbohydrate,47_CTRL_1177.1,22730812.71,Missing ions,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0163,[Similar to: NP-016755; ΔMass: -960.7865 Da],C6 H4 N10,216.06097,0,5,NA,[Similar to: NP-016755; ΔMass: -960.7865 Da]-peak1,6,4,10,0,0,0,0,0.6666666666666666,0,4.333333333333333,-63.19999999999999,10,10,-0,-0,0,Condensed HC,47_CTRL_1177.1,37147697.22,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],C28 H47 N O14 P2,683.24858,0,228,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak2,28,47,1,14,0,0,2,1.6785714285714286,0.5,-0.9285714285714288,86.76428571428572,7,-7,-0.9090909090909091,-0.16666666666666666,-10,Protein,47_CTRL_1177.1,1161946.64,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],C25 H41 N5 O17,683.24859,0,281,NA,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak1,25,41,5,17,0,0,0,1.64,0.68,0.31999999999999984,51.18,8,-9,-4.666666666666667,-0.4782608695652174,-14,Amino Sugar,47_CTRL_1177.1,2522221.196,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15341,0,3,NA,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,47_CTRL_1177.1,21661274.65,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0152,[Similar to: Maltotriose; ΔMass: -251.0528 Da],C9 H19 N O7,253.11619,0,263,NA,[Similar to: Maltotriose; ΔMass: -251.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,47_CTRL_1177.1,18454954.69,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0147,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,0,1,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,1,0,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,47_CTRL_1177.1,188150279.7,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0143,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,0,30,NA,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,47_CTRL_1177.1,231988053.3,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0142,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16893,0,4,NA,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,47_CTRL_1177.1,2026894.264,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",C30 H44 O15 P2,706.21457,0,25,NA,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",30,44,0,15,0,0,2,1.4666666666666666,0.5,-0.7999999999999998,83.1,10,-5,-0.5384615384615384,0.024390243902439025,-7,Phenol,47_CTRL_1177.1,498779.3351,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0138,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",C8 H14 N6 O5,274.10288,0,22,NA,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]-peak3",8,14,6,5,0,0,0,1.75,0.625,1.75,10.424999999999997,5,0,2,7,-6,Amino Sugar,47_CTRL_1177.1,9562299.549,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0130,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",C28 H47 N O14 P2,683.24861,0,115,NA,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",28,47,1,14,0,0,2,1.6785714285714286,0.5,-0.9285714285714288,86.76428571428572,7,-7,-0.9090909090909091,-0.16666666666666666,-10,Protein,47_CTRL_1177.1,1692432.436,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0128,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],C19 H29 N5 O8,455.20029,0,5,NA,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],19,29,5,8,0,0,0,1.5263157894736843,0.42105263157894735,0.10526315789473673,57.3,8,0,-0.8333333333333334,-0.1,-5,Protein,47_CTRL_1177.1,5521840.325,Missing ions,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0122,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",C3 H3 N2 O6 P S,225.94422,0,12,Metabolic pathways;Microbial metabolism in diverse environments;Other,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",3,3,2,6,0,1,1,1,2,4,-53.7,4,-2,0.8571428571428571,0.75,-6,Other,47_CTRL_1177.1,198594757.8,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0117,"[Similar to: (3beta,9xi,12beta,17xi)-20-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-12-hydroxydammar-24-en-3-yl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside; ΔMass: -407.3437 Da]",C25 H43 N5 O18,701.25923,0,120,NA,"[Similar to: (3beta,9xi,12beta,17xi)-20-{[6-O-(beta-D-Glucopyranosyl)-beta-D-glucopyranosyl]oxy}-12-hydroxydammar-24-en-3-yl 2-O-beta-D-glucopyranosyl-beta-D-glucopyranoside; ΔMass: -407.3437 Da]",25,43,5,18,0,0,0,1.72,0.72,0.31999999999999984,51.18,7,-11,-8,-0.6363636363636364,-16,Carbohydrate,47_CTRL_1177.1,11423195.39,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0107,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,12,33,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.099999999999994,7,2,-Inf,-0.2,-3,Phenol,47_CTRL_1177.1,344304175,Missing ions,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0097,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04224,43,71,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,47_CTRL_1177.1,11586480.79,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0076,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,385.1585,5,2,NA,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,14,27,1,11,0,0,0,1.9285714285714286,0.7857142857142857,-0.14285714285714324,64.37142857142858,2,-9,-5,-0.6,-10,Carbohydrate,47_CTRL_1177.1,312580.0298,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0064,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14159,63,2,NA,"3,4-Methylenedioxy-N-propylamphetamine-peak1",13,19,1,2,0,0,0,1.4615384615384615,0.15384615384615385,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,47_CTRL_1177.1,171015929.5,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0059,"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine",C8 H14 N6 O2,226.11807,1,39,NA,"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine",8,14,6,2,0,0,0,1.75,0.25,1,31.799999999999997,5,3,-Inf,-2,-3,Lipid,47_CTRL_1177.1,98724271.76,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0058,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,8,2,NA,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.7619047619047619,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,47_CTRL_1177.1,229718667,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0050,2'-Deoxyadenosine,C10 H13 N5 O3,251.10189,12,32,Metabolic pathways;ABC transporters;Other,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,47_CTRL_1177.1,259939670.3,Missing ions,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0045,1-Butyl-N-(2-hydroxyethyl)-4-nitro-2-propyl-1H-imidazole-5-carboxamide,C13 H22 N4 O4,298.16415,4,2,NA,1-Butyl-N-(2-hydroxyethyl)-4-nitro-2-propyl-1H-imidazole-5-carboxamide,13,22,4,4,0,0,0,1.6923076923076923,0.3076923076923077,-0.1538461538461542,64.6846153846154,5,1,-0.6,-0.14285714285714285,-3,Protein,47_CTRL_1177.1,75865.80432,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0042,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,1,4,NA,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000018,66,2,-5,-3,-0.45454545454545453,-6,Amino Sugar,47_CTRL_1177.1,27026946.77,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0033,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.09039,4,4,NA,(S)-malyl alpha-D-glucosaminide,10,17,1,9,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate,47_CTRL_1177.1,56712639.95,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0025,NA,C4 H2 O8 S2,241.91814,0,0,NA,Feature0025,4,2,0,8,0,2,0,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other,47_CTRL_1177.1,176315842.8,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0022,NA,C16 H29 N O13,443.16395,0,0,NA,Feature0022,16,29,1,13,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate,47_CTRL_1177.1,1177048.613,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0021,NA,C18 H25 N5 O10,471.15896,6,0,NA,Feature0021,18,25,5,10,0,0,0,1.3888888888888888,0.5555555555555556,0.5555555555555554,44.46666666666667,9,-1,-2,-0.125,-6,Phenol,47_CTRL_1177.1,7176842.929,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0010,NA,C10 H17 N7 O8,363.11421,0,0,NA,Feature0010,10,17,7,8,0,0,0,1.7,0.8,2,3.299999999999997,6,-2,1.8,5,-9,Carbohydrate,47_CTRL_1177.1,3236962.92,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0009,NA,C22 H39 N O17,589.22211,0,0,NA,Feature0009,22,39,1,17,0,0,0,1.7727272727272727,0.7727272727272727,-0.09090909090909083,62.890909090909084,4,-13,-3.5,-0.44,-14,Carbohydrate,47_CTRL_1177.1,768539.2015,No gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1177
Feature0362,Valylproline,C10 H18 N2 O3,214.13173,10,45,Metabolic pathways;Biosynthesis of cofactors;Other,Valylproline,10,18,2,3,0,0,0,1.8,0.3,-0.5999999999999996,77.39999999999999,3,0,-0.4,-0.07692307692307693,-2,Lipid,46_CTRL_1154.2,51638573.97,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0360,Valine,C5 H11 N O2,117.07893,43,147,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,46_CTRL_1154.2,189619088.7,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0352,Tn Antigen,C11 H20 N2 O8,308.12198,10,6,NA,Tn Antigen,11,20,2,8,0,0,0,1.8181818181818181,0.7272727272727273,0.18181818181818166,55.11818181818182,3,-5,-7,-0.6,-7,Carbohydrate,46_CTRL_1154.2,3376769.114,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0341,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,39,40,Metabolic pathways;Microbial metabolism in diverse environments;Other,PYRIDOXAMINE,8,12,2,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid,46_CTRL_1154.2,98074036.22,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0338,Proline,C5 H9 N O2,115.06328,32,31,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.40000000000000036,71.7,2,0,-0.5,0,-1,Protein,46_CTRL_1154.2,114082077.8,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0337,pro-his,C11 H16 N4 O3,252.12226,9,80,NA,pro-his,11,16,4,3,0,0,0,1.4545454545454546,0.2727272727272727,0.18181818181818166,55.11818181818182,6,3,-0.25,0.09090909090909091,-1,Phenol,46_CTRL_1154.2,14256238.3,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0331,Phenacetin,C10 H13 N O2,179.0946,104,25,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,46_CTRL_1154.2,85724553.06,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0330,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,9,3,Metabolic pathways;ABC transporters;Other,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.40000000000000036,71.7,0,-5,-Inf,-1,-5,Carbohydrate,46_CTRL_1154.2,164320708.3,Missing ions,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0329,Penicillic acid,C8 H10 O4,170.05795,48,60,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Penicillic acid,8,10,0,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,46_CTRL_1154.2,3757693.735,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0322,NP-019445,C10 H10 O4,194.05792,80,10,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Phenol,46_CTRL_1154.2,368485398.7,Missing ions,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0318,NP-011220,C11 H18 N2 O2,210.13681,14,9,NA,NP-011220,11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,46_CTRL_1154.2,122864993.5,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0310,"N3,N4-Dimethyl-L-arginine",C8 H18 N4 O2,202.14285,6,2,NA,"N3,N4-Dimethyl-L-arginine",8,18,4,2,0,0,0,2.25,0.25,-0.25,67.425,2,0,-2,-1,-4,Lipid,46_CTRL_1154.2,14560878.14,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0303,N-Acetyl-D-galactosamine,C8 H15 N O6,221.08991,22,10,Metabolic pathways;ABC transporters;Other,N-Acetyl-D-galactosamine,8,15,1,6,0,0,0,1.875,0.75,0,60.3,2,-4,-5,-0.5,-5,Carbohydrate,46_CTRL_1154.2,13316047.98,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,29,6,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.2857142857142856,52.15714285714286,11,11,0.625,0.625,5,Unsaturated HC,46_CTRL_1154.2,18836485.07,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0281,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,6,0,NA,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818166,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,46_CTRL_1154.2,484156341.9,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0278,Methionine,C5 H11 N O2 S,149.05106,12,107,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Other,Methionine,5,11,1,2,0,1,0,2.2,0.4,-0.40000000000000036,71.7,1,-1,-3,-1,-3,Protein,46_CTRL_1154.2,64634869.01,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0277,methallylamine,C4 H9 N,71.07352,11,0,NA,methallylamine,4,9,1,0,0,0,0,2.25,0,-1.5,103.05,1,1,0,0,0,Lipid,46_CTRL_1154.2,44308593.29,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0269,Leucylproline,C11 H20 N2 O3,228.1474,11,79,NA,Leucylproline,11,20,2,3,0,0,0,1.8181818181818181,0.2727272727272727,-0.7272727272727275,81.02727272727273,3,0,-0.3333333333333333,-0.06666666666666667,-2,Lipid,46_CTRL_1154.2,63689595.71,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
Feature0256,L-Tyrosine,C9 H11 N O3,181.07391,67,82,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",L-Tyrosine,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,46_CTRL_1154.2,212019685,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,1154
