FeatureID,Name,Class,BiogeochemicalClass,FIShScore,Fungi,GFE,Comment,log2FC,pval,pval.adj
Feature0165,[Similar to: NP-016755; ΔMass: -960.7865 Da],Carbohydrate,Lipids,,1154,-42.3,Downregulated,-0.059140177,2.65E-04,0.002760343
Feature0162,[Similar to: NP-016129; ΔMass: -205.0627 Da],Carbohydrate,Lipids,,1246,50.8,Downregulated,-0.097404994,0.003370888,0.014515903
Feature0162,[Similar to: NP-016129; ΔMass: -205.0627 Da],Carbohydrate,Lipids,,1154,50.8,Downregulated,-0.204848899,0.015338812,0.037574942
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],Protein,Lipids,,1246,86.76428571,Downregulated,-0.079667229,0.003459955,0.014515903
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],Protein,Lipids,,1154,86.76428571,Downregulated,-0.319069404,0.004404321,0.016403847
Feature0161,[Similar to: NP-015005; ΔMass: -441.3129 Da],Protein,Lipids,,1177,86.76428571,Downregulated,-0.430465701,3.28E-04,0.006376896
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],Amino Sugar,Lipids,,1246,51.18,Downregulated,-0.031647326,0.01562931,0.03880747
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],Amino Sugar,Lipids,,1154,51.18,Downregulated,-0.232870915,0.004349848,0.016367986
Feature0160,[Similar to: NP-015005; ΔMass: -441.3129 Da],Amino Sugar,Lipids,,1177,51.18,Downregulated,-0.314199484,2.84E-06,0.001035465
Feature0159,[Similar to: NP-010746; ΔMass: 146.0345 Da],Phenol,Phenols,,1246,64.86,Upregulated,0.349589597,0.002608694,0.012365889
Feature0158,[Similar to: NP-004022; ΔMass: 150.0295 Da],Phenol,Lipids,,1246,49.74444444,Upregulated,0.528414394,4.28E-04,0.005434001
Feature0158,[Similar to: NP-004022; ΔMass: 150.0295 Da],Phenol,Lipids,,1177,49.74444444,Downregulated,-0.071130175,0.006312961,0.043476049
Feature0158,[Similar to: NP-015005; ΔMass: -441.3129 Da]-peak2,Phenol,Lipids,,1177,49.74444444,Downregulated,-0.071130175,0.006312961,0.043476049
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],Amino Sugar,Other,,1246,-12.98571429,Upregulated,0.377783256,0.001473084,0.008534531
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],Amino Sugar,Other,,1154,-12.98571429,Upregulated,0.558251985,6.62E-04,0.004832515
Feature0156,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],Phenol,Amino acids & derivatives,,1246,42.4875,Downregulated,-0.272213475,5.28E-04,0.005768213
Feature0156,[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],Phenol,Carbohydrates,,1246,42.4875,Downregulated,-0.272213475,5.28E-04,0.005768213
Feature0156,[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],Phenol,Carbohydrates,,1154,42.4875,Downregulated,-0.05835612,0.001989279,0.010889377
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],Carbohydrate,Carboxylic acids,,1246,60.3,Downregulated,-0.166190534,0.006076552,0.02156883
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],Carbohydrate,Carboxylic acids,,1154,60.3,Downregulated,-0.10931576,0.01812195,0.042130648
Feature0153,[Similar to: N-Acetylneuraminic acid; ΔMass: 1,Carbohydrate,Lipids,,1154,60.3,Downregulated,-0.10931576,0.01812195,0.042130648
Feature0153,[Similar to: Muramic acid; ΔMass: 162.0529 Da],Carbohydrate,Carboxylic acids,,1177,60.3,Downregulated,-0.163943906,5.23E-05,0.004354784
Feature0151,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],Other,Other,,1246,69.8,Downregulated,-0.212265107,0.004481987,0.017977202
Feature0151,[Similar to: Irgarol 1051; ΔMass: -56.0639 Da],Other,Other,,1154,69.8,Upregulated,0.358914492,1.24E-04,0.001971759
Feature0150,[Similar to: HQH; ΔMass: 27.9858 Da],Other,Nitrated lipids,,1246,88.8,Upregulated,0.298310132,2.42E-04,0.005044472
Feature0149,[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],Other,Other,,1154,88.8,Upregulated,0.42523275,0.003753962,0.014893437
Feature0146,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],Carbohydrate,Carbohydrates,,1246,74.55,Upregulated,0.069497255,0.001090168,0.00746433
Feature0145,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],Carbohydrate,Carbohydrates,,1246,68.44285714,Upregulated,0.349334784,0.0022533,0.01142298
Feature0145,[Similar to: D-(+)-Glucose; ΔMass: 31.0422 Da],Carbohydrate,Carbohydrates,,1154,68.44285714,Upregulated,0.281559583,0.00898176,0.026438244
Feature0143,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],Carbohydrate,Lipids,,1154,31.8,Downregulated,-0.057851447,2.47E-04,0.002656653
Feature0142,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],Carbohydrate,Lipids,,1154,63.8625,Downregulated,-0.50400838,0.004635488,0.017069897
Feature0142,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],Carbohydrate,Lipids,,1177,63.8625,Downregulated,-0.450475085,4.74E-04,0.007858242
Feature0142,[Similar to: D-(+)-Glucose; ΔMass: 45.0579 Da],Carbohydrate,Carbohydrates,,1177,63.8625,Downregulated,-0.450475085,4.74E-04,0.007858242
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",Phenol,Phenols,,1246,83.1,Downregulated,-0.082541292,0.018896739,0.04471367
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",Phenol,Phenols,,1154,83.1,Downregulated,-0.478201662,0.007386795,0.022848984
Feature0141,"[Similar to: [(2R,3S,4S,5R,6R)-6-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methyl (2E)-2-methylbut-2-enoate; ΔMass: -42.0492 Da]",Phenol,Phenols,,1177,83.1,Downregulated,-0.423519071,1.41E-04,0.005144017
Feature0140,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",Phenol,Phenols,,1246,-12.24545455,Downregulated,-0.04828132,0.001605642,0.0090163
Feature0140,"[Similar to: 6-(2-hydroxy-3-methyl-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}butyl)-5,7-dimethoxy-2H-chromen-2-one; ΔMass: -88.0700 Da]",Phenol,Phenols,,1154,-12.24545455,Downregulated,-0.268220473,0.001630037,0.009443866
Feature0138,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Amino Sugar,Nitrated lipids,,1154,10.425,Downregulated,-0.338484077,1.04E-06,1.25E-04
Feature0137,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Amino Sugar,Nitrated lipids,,1246,10.425,Downregulated,-0.130506753,5.44E-04,0.005768213
Feature0137,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Amino Sugar,Nitrated lipids,,1154,10.425,Downregulated,-0.502080166,0.001168969,0.007757705
Feature0136,"[Similar to: 5-O-[(4-Acetylphenyl)carbamoyl]-1,4:3,6-dianhydro-2-deoxy-2-(5-phenyl-1H-tetrazol-1-yl)-D-glucitol; ΔMass: -161.0514 Da]",Amino Sugar,Nitrated lipids,,1154,10.425,Downregulated,-0.195853118,0.004155899,0.016137266
Feature0135,"[Similar to: 5-[4-Bromo-3-(trifluoromethyl)anilino]-3,3-dimethyl-5-oxopentanoic acid; ΔMass: -90.9560 Da]",Amino Sugar,Other,,1246,-15.7,Downregulated,-0.30427523,0.012245314,0.033107701
Feature0134,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],Carbohydrate,Other,,1246,60.3,Downregulated,-0.341971378,0.012209322,0.033107701
Feature0134,[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],Carbohydrate,Other,,1154,60.3,Downregulated,-0.354099569,1.60E-04,0.002008641
Feature0133,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Amino Sugar,Carbohydrates,,1177,51.18,Downregulated,-0.176087399,0.001026577,0.013877805
Feature0132,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Amino Sugar,Carbohydrates,,1246,51.18,Downregulated,-0.058876403,0.002378942,0.011733969
Feature0132,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Amino Sugar,Carbohydrates,,1154,51.18,Downregulated,-0.2172519,0.001323915,0.007921788
Feature0132,"[Similar to: 4-[(7R,11S,14S,16R)-14-[(4-methoxy-6-methyl-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-7,11-dimethyl-2-oxapentacyclo[8.8.0.0Âa,Âl.0Âl,â·.0ÂaÂa,Âaâ¶]octadec-5-en-6-yl]-2,5-dihydrofuran-2-one; ΔMass: -155.1501 Da]",Amino Sugar,Carbohydrates,,1177,51.18,Downregulated,-0.278649608,0.001720838,0.01853431
Feature0130,"[Similar to: 4-[(1R,4R,6S,9S,13R,14R)-6-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9,13-dimethyl-17-oxotetracyclo[11.3.1.0Âa,Âaâ°.0â´,âa]heptadecan-14-yl]-2,5-dihydrofuran-2-one; ΔMass: -157.1657 Da]",Protein,Carbohydrates,,1154,86.76428571,Downregulated,-0.302379266,0.011394757,0.030613094
Feature0129,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",Phenol,Nitrated lipids,,1246,65.72857143,Downregulated,-0.353581611,0.008984509,0.027249861
Feature0129,"[Similar to: 3-{[(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)amino]carbonyl}-2-pyrazinecarboxylic acid; ΔMass: 136.0723 Da]",Phenol,Nitrated lipids,,1154,65.72857143,Downregulated,-0.044221808,0.014164101,0.035155097
Feature0128,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Protein,Cyclic amines,,1154,57.3,Downregulated,-0.158170245,0.006010848,0.019945088
Feature0127,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: 137.0676 Da]",Protein,Nitrated lipids,,1246,91.39090909,Downregulated,-0.172590357,0.013932474,0.036066334
Feature0127,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: 137.0676 Da]",Protein,Nitrated lipids,,1154,91.39090909,Downregulated,-0.07875698,0.008485393,0.025386627
Feature0126,"[Similar to: 3,5-Di(acetyloxy)-2-[(acetyloxy)methyl]-6-(2H-1,2,3,4-tetraazol-5-yl)tetrahydro-2H-pyran-4-yl acetate; ΔMass: -24.9853 Da]",Carbohydrate,Nitrated lipids,,1246,55.55,Downregulated,-0.182897898,0.003655724,0.015162947
Feature0125,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 87.8796 Da]",Condensed HC,Other,,1154,49.6125,Upregulated,0.099678621,0.005025436,0.017637347
Feature0124,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 19.8921 Da]",Other,Other,-0.49,1154,-25.2,Upregulated,0.079753155,0.00987679,0.027730989
Feature0123,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",Other,Other,-0.49,1154,-42.3,Upregulated,0.085895579,0.003471203,0.014077657
Feature0122,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",Other,Other,-0.49,1154,-53.7,Upregulated,0.043803021,0.011015501,0.03000491
Feature0121,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -116.0828 Da]",Condensed HC,Other,-0.49,1154,70.66363636,Upregulated,0.100129645,1.97E-04,0.002321034
Feature0119,"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",Phenol,Lipids,,1246,41.3,Upregulated,0.472983054,0.001186929,0.007469464
Feature0119,"[Similar to: 1-(3,4-dimethoxyphenethyl)-6-oxo-2-(3,4,5-trimethoxyphenyl)piperidine-3-carboxylic acid; ΔMass: -77.0864 Da]",Phenol,Lipids,,1177,41.3,Downregulated,-0.107585487,3.14E-04,0.006376896
Feature0118,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],Carbohydrate,Other,,1246,53.175,Downregulated,-0.126352977,0.001900377,0.0103528
Feature0118,"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -184.0702 Da]",Carbohydrate,Other,,1246,53.175,Downregulated,-0.126352977,0.001900377,0.0103528
Feature0118,[Similar to: (3S)-N-Phenyl-3-[5-(trifluoromethyl)-1H-benzimidazol-2-yl]-1-pyrrolidinecarboxamide; ΔMass: 83.0079 Da],Carbohydrate,Other,,1154,53.175,Upregulated,0.100259899,0.013754883,0.034586803
Feature0118,[Similar to: 3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile; ΔMass: 200.0995 Da],Carbohydrate,Other,,1154,53.175,Upregulated,0.100259899,0.013754883,0.034586803
Feature0116,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0930 Da]",Other,Phenols,,1154,34.39090909,Downregulated,-0.413631685,2.05E-06,1.25E-04
Feature0115,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: 306.0929 Da]",Other,Phenols,,1154,34.39090909,Downregulated,-0.433538646,1.48E-06,1.25E-04
Feature0114,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Lipid,Phenols,,1154,132.8454545,Upregulated,0.501682512,1.08E-04,0.001971759
Feature0113,"[Similar to: (2S,4R,5S,6S,7R)-5,6,12,14-tetrahydroxy-4-(hydroxymethyl)-13-methoxy-3,8-dioxatricyclo[8.4.0.0Â?,â·]tetradeca-1(14),10,12-trien-9-one; ΔMass: -36.0235 Da]",Condensed HC,Phenols,,1154,3.3,Upregulated,0.441602812,0.003149181,0.013061945
Feature0112,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 200.0452 Da]",Phenol,Other,,1246,56.5,Upregulated,0.491641793,4.34E-04,0.005434001
Feature0111,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 186.0293 Da]",Phenol,Other,,1246,54.40344828,Upregulated,0.669717381,0.011874029,0.033039022
Feature0110,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",Phenol,Other,,1246,71.7,Upregulated,0.646987904,1.38E-05,0.001131044
Feature0107,8-hydroxy-deoxyguanosine,Phenol,Benzoic acids,68,1246,26.1,Downregulated,-0.027922396,0.006800109,0.023415469
Feature0105,"6-Methoxy-1,2,4-benzenetriol",Phenol,Phenols,56.14,1246,60.3,Upregulated,0.449192317,1.48E-05,0.001131044
Feature0104,6-hydroxypropylthymine,Protein,Amino acids & derivatives,,1154,60.3,Upregulated,0.053958784,0.011776366,0.031147635
Feature0103,6-Hydroxy-3-coumaranone,Condensed HC,Phenols,21.43,1246,60.3,Upregulated,0.413107907,0.001177654,0.007469464
Feature0102,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",Unsaturated HC,Other,17.86,1246,86.128125,Downregulated,-0.059158024,0.012824603,0.034167739
Feature0102,"6-chloro-2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-4-phenylquinoline",Unsaturated HC,Other,17.86,1154,86.128125,Upregulated,0.440037075,2.16E-05,8.26E-04
Feature0101,6-Aminocaproic acid,Protein,Amino acids & derivatives,39.62,1246,88.8,Upregulated,0.135689334,0.011677938,0.032788057
Feature0101,6-Aminocaproic acid,Protein,Amino acids & derivatives,40.62,1154,88.8,Upregulated,0.291765591,4.71E-04,0.003993953
Feature0101,6-Aminocaproic acid,Protein,Amino acids & derivatives,41.62,1177,88.8,Upregulated,0.30642428,0.007046441,0.04762872
Feature0100,6-(alpha-D-glucosaminyl)-1D-myo-inositol,Carbohydrate,Carbohydrates,,1154,60.3,Downregulated,-0.155881143,6.94E-05,0.001688047
Feature0100,6-(alpha-D-glucosaminyl)-1D-myo-inositol,Carbohydrate,Carbohydrates,,1177,60.3,Downregulated,-0.147280252,2.16E-04,0.005957631
Feature0098,5-Methylhexan-3-one,Protein,Amino acids & derivatives,44.44,1246,74.55,Upregulated,0.085129835,0.012750828,0.034167739
Feature0098,5-Methylhexan-3-one,Protein,Amino acids & derivatives,45.44,1154,74.55,Upregulated,0.226826887,4.25E-04,0.00387645
Feature0097,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",Other,Phenols,78.57,1246,60.3,Downregulated,-0.103804845,0.016779925,0.040831152
Feature0097,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",Other,Phenols,79.57,1154,60.3,Downregulated,-0.200941242,5.43E-04,0.004215465
Feature0097,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",Other,Phenols,80.57,1177,60.3,Downregulated,-0.210264811,9.80E-05,0.004354784
Feature0096,5-Aminolevulinic acid,Amino Sugar,Amino acids & derivatives,,1246,60.3,Upregulated,0.396564925,5.13E-06,0.001131044
Feature0095,"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",Protein,Amino acids & derivatives,,1246,83.1,Upregulated,0.087781276,0.007841552,0.025555059
Feature0093,4-Phenylbutyric acid,Phenol,Benzoic acids,,1154,83.1,Upregulated,0.42626256,3.62E-05,0.001201857
Feature0091,4-Methoxycinnamaldehyde,Phenol,Phenols,,1246,77.4,Downregulated,-0.121936014,0.02159971,0.048850308
Feature0091,4-Methoxycinnamaldehyde,Phenol,Phenols,,1154,77.4,Upregulated,0.382377674,0.002691764,0.012604455
Feature0091,4-Methoxycinnamaldehyde,Phenol,Phenols,,1177,77.4,Upregulated,0.197822865,0.007208807,0.047840265
Feature0090,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",Phenol,Benzoic acids,,1246,75.84545455,Upregulated,0.605165161,1.55E-05,0.001131044
Feature0089,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",Phenol,Lipids,,1246,70.12758621,Upregulated,0.459426858,9.50E-04,0.007140369
Feature0089,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",Phenol,Lipids,,1177,70.12758621,Downregulated,-0.093965554,0.004439894,0.036012474
Feature0087,4-Guanidinobutyric acid,Protein,Amino acids & derivatives,,1246,48.9,Upregulated,0.084639883,0.001186881,0.007469464
Feature0087,4-Guanidinobutyric acid,Protein,Amino acids & derivatives,,1154,48.9,Downregulated,-0.302326993,0.002728122,0.012604455
Feature0086,4-guanidinobutanal,Lipid,Amino acids & derivatives,,1154,60.3,Downregulated,-0.207488209,0.003025449,0.013014119
Feature0083,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",Phenol,Carbohydrates,,1246,75.84545455,Upregulated,0.5497492,0.002987305,0.01362958
Feature0082,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",Phenol,Carbohydrates,,1246,75.84545455,Upregulated,0.476656196,3.05E-04,0.005100954
Feature0081,"4,5-Dideoxypentonic acid",Carbohydrate,Carboxylic acids,,1154,71.7,Upregulated,0.218582404,0.009511975,0.026913727
Feature0079,3603307,Protein,Other,,1154,91.96666667,Upregulated,0.069602812,0.012484826,0.031866865
Feature0077,3-oxovaleric acid,Amino Sugar,Carboxylic acids,,1246,71.7,Upregulated,0.100324863,0.01218804,0.033107701
Feature0077,3-oxovaleric acid,Amino Sugar,Carboxylic acids,,1154,71.7,Upregulated,0.117670908,2.27E-04,0.002511339
Feature0076,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,Carbohydrate,Nitrated lipids,,1154,64.37142857,Downregulated,-0.345865801,0.00729802,0.022767327
Feature0076,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,Carbohydrate,Nitrated lipids,,1177,64.37142857,Downregulated,-0.458040634,1.07E-04,0.004354784
Feature0073,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",Phenol,Carbohydrates,,1246,70.12758621,Upregulated,0.520998782,5.65E-04,0.005768213
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",Amino Sugar,Amino acids & derivatives,,1246,66.63333333,Upregulated,0.408091973,0.005561815,0.021127964
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",Amino Sugar,Amino acids & derivatives,,1154,66.63333333,Upregulated,0.554002848,0.003001509,0.013014119
Feature0070,3-hydroxy-3-methylpentanedioic acid,Carbohydrate,Carbohydrates,,1154,60.3,Downregulated,-0.260485945,0.008860072,0.026292084
Feature0069,3-Carboxytyrosine,Phenol,Benzoic acids,,1246,54.6,Upregulated,0.389354562,0.003459847,0.014515903
