"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","N","O","S","P","F","Cl","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"64","Feature0018",NA,"C10 H3 N2 O4 P",245.98313,NA,NA,"Feature0018",10,3,2,4,0,1,0,0,0.3,0.4,0.6,43.2,11,7,1.33333333333333,1.2,4,"Condensed HC",1759432.9054388,652906.191511625,0.371088996626893,-1.4301628713975,0.01818130153147,0.206879824767782,"Downregulated","ERLE"
"65","Feature0012",".alpha.-Glucoheptitol","C7 H16 O7",212.08956,NA,NA,".alpha.-Glucoheptitol-peak1",7,16,0,7,0,0,0,0,2.28571428571429,1,-0.285714285714286,68.4428571428571,0,-7,-Inf,-1,-7,"Carbohydrate",14689739.7621235,10260278.0716763,0.698465611904964,-0.517739006819461,0.0311227983619249,0.231391239995181,"Downregulated","ERLE"
"66","Feature0007","Cytidine","C9 H13 N3 O5",243.08554,"Metabolic pathways;ABC transporters;Other","Other","Cytidine",9,13,3,5,0,0,0,0,1.44444444444444,0.555555555555556,0.666666666666667,41.3,5,0,-3,-0.142857142857143,-3,"Lignin",224524.238939761,418310.447132193,1.86309704959928,0.897702826898377,0.0444060668967373,0.249124987542071,"Upregulated","ERLE"
"67","Feature0004","2-Oxobutyric acid","C4 H6 O3",102.03166,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other","Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I;Superpathway of L-lysine degradation;Other","2-Oxobutyric acid-peak1",4,6,0,3,0,0,0,0,1.5,0.75,0,60.3,2,-1,-1,0.2,-1,"Carbohydrate",1019149.9000931,1728585.2381411,1.696104996903,0.762225482296484,0.0285298923695673,0.231391239995181,"Upregulated","ERLE"
"68","Feature0339","Oleic acid","C18 H34 O2",282.2559,"Biosynthesis of plant secondary metabolites;Other","Other","Oleic acid",18,34,0,2,0,0,0,0,1.88888888888889,0.111111111111111,-1.66666666666667,107.8,2,0,0,0.0588235294117647,0,"Lipid",1105967.70871291,2889407.49792337,2.61256045285986,1.38546442055508,0.00327644919785394,0.155664545720655,"Upregulated","ERIN"
"69","Feature0336","MFCD01318772","C8 H13 N3 O2",183.10073,NA,NA,"MFCD01318772",8,13,3,2,0,0,0,0,1.625,0.25,0,60.3,4,2,-0.333333333333333,0,-1,"Lipid",5362443.89938555,2612060.70480855,0.487102663229325,-1.03770222376559,0.00604072845070766,0.155664545720655,"Downregulated","ERIN"
"70","Feature0334","Ser-Leu","C9 H18 N2 O4",218.12657,"Other",NA,"Ser-Leu",9,18,2,4,0,0,0,0,2,0.444444444444444,-0.444444444444445,72.9666666666667,2,-2,-1.33333333333333,-0.4,-4,"Protein",1010626.07806873,4707655.50660075,4.65815756070424,2.21975943907695,0.0019236078555082,0.154345819145469,"Upregulated","ERIN"
"71","Feature0333","beta-D-Ethyl glucuronide","C8 H14 O7",222.07387,NA,NA,"beta-D-Ethyl glucuronide-peak5",8,14,0,7,0,0,0,0,1.75,0.875,0,60.3,2,-5,-5,-0.333333333333333,-5,"Carbohydrate",70979.56610889,126662.241244911,1.78448880697013,0.8355108522531,0.0295733838344771,0.170782059322899,"Upregulated","ERIN"
"72","Feature0317","2,2-Bis(hydroxymethyl)propionic acid","C5 H10 O4",134.05797,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other","Superpathway of branched chain amino acid biosynthesis","2,2-Bis(hydroxymethyl)propionic acid",5,10,0,4,0,0,0,0,2,0.8,-0.4,71.7,1,-3,-3,-0.333333333333333,-3,"Carbohydrate",6153790.27814382,3545861.90179133,0.57620779089353,-0.795338927608126,0.0190527801362164,0.16912126459609,"Downregulated","ERIN"
"73","Feature0314","N-(2-Hydroxyethyl)glutamine","C7 H14 N2 O4",190.09535,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other","Other","N-(2-Hydroxyethyl)glutamine",7,14,2,4,0,0,0,0,2,0.571428571428571,0,60.3,2,-2,-4,-0.666666666666667,-4,"Amino Sugar",1988540.00246475,3602564.8435133,1.81166324994619,0.857314813671997,0.0263539205611298,0.16912126459609,"Upregulated","ERIN"
"74","Feature0313","Glycyl-L-leucine","C8 H16 N2 O3",188.11609,"Metabolic pathways;Other","Superpathway of L-lysine degradation","Glycyl-L-leucine",8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.333333333333333,-3,"Protein",1602575.57303281,3694907.05861452,2.30560550203698,1.20514568343931,0.0309604902866074,0.170782059322899,"Upregulated","ERIN"
"75","Feature0309","(E)-Ferulic acid","C10 H10 O4",194.05792,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other","Superpathway of scopolin and esculin biosynthesis;Other","(E)-Ferulic acid",10,10,0,4,0,0,0,0,1,0.4,-0.2,66,6,2,0.333333333333333,0.5,2,"Lignin",1857463.94054848,13383305.1866268,7.20514939454217,2.84902834414474,0.0177576606770486,0.16912126459609,"Upregulated","ERIN"
"76","Feature0305","6-Deoxy-3-O-methyl-beta-D-galactopyranose","C7 H14 O5",178.08407,NA,NA,"6-Deoxy-3-O-methyl-beta-D-galactopyranose-peak2",7,14,0,5,0,0,0,0,2,0.714285714285714,-0.571428571428571,76.5857142857143,1,-4,-2,-0.333333333333333,-4,"Carbohydrate",129500.48184312,238106.315183493,1.83865196325633,0.878648419171712,0.0226852711983777,0.16912126459609,"Upregulated","ERIN"
"77","Feature0304",NA,"C6 H7 N3 O5 P2",262.98597,NA,NA,"Feature0304",6,7,3,5,0,2,0,0,1.16666666666667,0.833333333333333,0.333333333333333,50.8,6,1,1,1,-4,"Tannin",175984.162795565,323323.412659979,1.83723016619156,0.877532377032957,0.0228341669261721,0.16912126459609,"Upregulated","ERIN"
"78","Feature0303","diphthinate","C13 H22 N4 O4",298.16421,NA,NA,"diphthinate",13,22,4,4,0,0,0,0,1.69230769230769,0.307692307692308,-0.153846153846154,64.6846153846154,5,1,-0.6,-0.142857142857143,-3,"Protein",76987.114518325,133311.544048377,1.7316085280303,0.792112810835418,0.0145263724017163,0.16912126459609,"Upregulated","ERIN"
"79","Feature0301","6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one","C8 H10 O5",186.05281,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak2",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.333333333333333,0.272727272727273,-1,"Lignin",770065.014838648,3303401.35095512,4.28976941855654,2.10090010281916,0.0424932567697762,0.18042689182237,"Upregulated","ERIN"
"80","Feature0295","D-Sedoheptulose 7-phosphate","C7 H15 O10 P",290.04036,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Other","Other","D-Sedoheptulose 7-phosphate",7,15,0,10,0,1,0,0,2.14285714285714,1.42857142857143,0,60.3,1,-9,2.5,-5,-10,"Carbohydrate",2187179.84901467,863489.993076213,0.394796062822733,-1.34082049256631,0.0214202974055,0.16912126459609,"Downregulated","ERIN"
"81","Feature0293","Dodecyl sulfate","C12 H26 O4 S",266.15528,NA,NA,"Dodecyl sulfate-peak2",12,26,0,4,1,0,0,0,2.16666666666667,0.333333333333333,-1.33333333333333,98.3,0,-4,-0.714285714285714,-0.333333333333333,-5,"Protein",4615100.78800728,6467376.62101314,1.40135111194519,0.4868184718276,0.0135106292816422,0.16912126459609,"Upregulated","ERIN"
"82","Feature0289",NA,"C23 H51 N6 O15 P S3",778.23108,NA,NA,"Feature0289",23,51,6,15,3,1,0,0,2.21739130434783,0.652173913043478,-0.0869565217391308,62.7782608695652,2,-13,11.5,-2.81818181818182,-23,"Other",119895.827873364,190809.695263416,1.59146234400209,0.670353021401008,0.0475820374144834,0.182843334783745,"Upregulated","ERIN"
"83","Feature0287","(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside","C19 H34 O16",518.18462,NA,NA,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",19,34,0,16,0,0,0,0,1.78947368421053,0.842105263157895,-0.105263157894737,63.3,3,-13,-4.33333333333333,-0.454545454545455,-13,"Carbohydrate",114085.841744641,201201.650847131,1.76359877588914,0.818522380694516,0.0328746764579467,0.172529338368857,"Upregulated","ERIN"
"84","Feature0285","2,3-Dihydroxypropyl beta-D-galactopyranoside","C9 H18 O8",254.10022,"Galactose metabolism;Other",NA,"2,3-Dihydroxypropyl beta-D-galactopyranoside",9,18,0,8,0,0,0,0,2,0.888888888888889,-0.222222222222222,66.6333333333333,1,-7,-7,-0.6,-7,"Carbohydrate",4722665.87058022,203891.962725301,0.043173065449208,-4.53372465659177,0.0159777623618639,0.16912126459609,"Downregulated","ERIN"
"85","Feature0280",NA,"C17 H33 N O8 S2",443.16496,NA,NA,"Feature0280",17,33,1,8,2,0,0,0,1.94117647058824,0.470588235294118,-0.588235294117647,77.0647058823529,2,-6,-1.5,-0.5,-9,"Protein",646260.730973032,189104.19547889,0.292612851772951,-1.77293495978579,0.0369567072305354,0.172529338368857,"Downregulated","ERIN"
"86","Feature0277","Dodecyl sulfate","C12 H26 O4 S",266.15522,NA,NA,"Dodecyl sulfate-peak1",12,26,0,4,1,0,0,0,2.16666666666667,0.333333333333333,-1.33333333333333,98.3,0,-4,-0.714285714285714,-0.333333333333333,-5,"Protein",1263872.96589293,2735326.43419511,2.16424158757332,1.11386155172489,0.00950382329777112,0.16912126459609,"Upregulated","ERIN"
"87","Feature0273","leu-gln","C11 H21 N3 O4",259.15323,NA,NA,"leu-gln-peak2",11,21,3,4,0,0,0,0,1.90909090909091,0.363636363636364,-0.363636363636363,70.6636363636364,3,-1,-1,-0.333333333333333,-4,"Protein",325191.308840401,954470.186551824,2.93510361625398,1.55341143485734,0.0353852447907897,0.172529338368857,"Upregulated","ERIN"
"88","Feature0272","N-acetyl-LL-2,6-diaminopimelic acid","C9 H16 N2 O5",232.10586,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other","Other","N-acetyl-LL-2,6-diaminopimelic acid",9,16,2,5,0,0,0,0,1.77777777777778,0.555555555555556,0,60.3,3,-2,-2,-0.333333333333333,-4,"Amino Sugar",574832.685266612,1558137.61372913,2.71059327986273,1.43860865535746,0.00225651782376417,0.154345819145469,"Upregulated","ERIN"
"89","Feature0271",NA,"C11 H9 N S",187.04563,NA,NA,"Feature0271",11,9,1,0,1,0,0,0,0.818181818181818,0,-0.363636363636363,70.6636363636364,8,8,0.666666666666667,0.666666666666667,6,"Unsaturated HC",2557193.87576806,4248302.88867246,1.66131435278698,0.732325084918135,0.0216199068358303,0.16912126459609,"Upregulated","ERIN"
"90","Feature0270","leu-gln","C11 H21 N3 O4",259.15324,NA,NA,"leu-gln-peak1",11,21,3,4,0,0,0,0,1.90909090909091,0.363636363636364,-0.363636363636363,70.6636363636364,3,-1,-1,-0.333333333333333,-4,"Protein",817660.836268218,1951798.11305899,2.38705099533315,1.25522938750406,0.00546369033108388,0.155664545720655,"Upregulated","ERIN"
"91","Feature0266","Gly-thr","C6 H12 N2 O4",176.0797,"Other",NA,"Gly-thr",6,12,2,4,0,0,0,0,2,0.666666666666667,0.333333333333333,50.8,2,-2,-Inf,-1,-4,"Amino Sugar",579982.369893015,1542677.34388853,2.65986937529341,1.41135539751454,0.00414078769067134,0.155664545720655,"Upregulated","ERIN"
"92","Feature0259","2-Aminomuconic acid","C6 H7 N O4",157.03757,"Metabolic pathways;Other","Other","2-Aminomuconic acid",6,7,1,4,0,0,0,0,1.16666666666667,0.666666666666667,0.666666666666667,41.3,4,0,-1,0.333333333333333,-1,"Tannin",897734.688684078,1409961.32270701,1.5705768535844,0.651294540616286,0.036581909159934,0.172529338368857,"Upregulated","ERIN"
"93","Feature0255","Troxipide","C15 H22 N2 O4",294.1581,NA,NA,"Troxipide",15,22,2,4,0,0,0,0,1.46666666666667,0.266666666666667,-0.533333333333333,75.5,6,2,0,0.181818181818182,0,"Lignin",674141.828404935,1793372.87388044,2.66023082727812,1.41155143329086,0.00906685833482516,0.16912126459609,"Upregulated","ERIN"
"94","Feature0254","4-hydroxy-4-(indol-3-ylmethyl)glutamic acid","C14 H16 N2 O5",292.10606,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"4-hydroxy-4-(indol-3-ylmethyl)glutamic acid",14,16,2,5,0,0,0,0,1.14285714285714,0.357142857142857,0,60.3,8,3,0.142857142857143,0.368421052631579,1,"Lignin",71322.4065845149,127046.658938666,1.78130078642424,0.832931147233038,0.0280616112196129,0.16912126459609,"Upregulated","ERIN"
"95","Feature0253",NA,"C11 H20 N4 O3",256.15361,NA,NA,"Feature0253",11,20,4,3,0,0,0,0,1.81818181818182,0.272727272727273,-0.181818181818182,65.4818181818182,4,1,-0.75,-0.272727272727273,-3,"Lipid",95727.0795678629,154192.860538146,1.61075487974994,0.687736965381955,0.0343320456670688,0.172529338368857,"Upregulated","ERIN"
"96","Feature0247",NA,"C28 H41 N O6",487.29353,NA,NA,"Feature0247",28,41,1,6,0,0,0,0,1.46428571428571,0.214285714285714,-0.928571428571429,86.7642857142857,9,3,0.0952380952380952,0.208333333333333,2,"Lignin",33059.6031084388,54077.0535195421,1.63574418428933,0.709947141363512,0.0369582142908962,0.172529338368857,"Upregulated","ERIN"
"97","Feature0246","9-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-7H-furo[3,2-g]chromen-7-one","C14 H14 O5",262.08415,NA,NA,"9-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-7H-furo[3,2-g]chromen-7-one",14,14,0,5,0,0,0,0,1,0.357142857142857,-0.285714285714286,68.4428571428571,8,3,0.333333333333333,0.478260869565217,3,"Lignin",25849.6748496401,43545.1543446325,1.68455327186596,0.75236605258648,0.0177198251018228,0.16912126459609,"Upregulated","ERIN"
"98","Feature0245","(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid","C9 H8 O6 S",244.00421,NA,NA,"(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid-peak2",9,8,0,6,1,0,0,0,0.888888888888889,0.666666666666667,0.666666666666667,41.3,6,0,-0.5,0.4,-1,"Tannin",47408.0503305721,72018.5769439756,1.51912125560525,0.603237029733726,0.0490595468251407,0.183118694180901,"Upregulated","ERIN"
"99","Feature0241","(2E)-3-(4,5-Dihydroxy-2,3-dimethoxyphenyl)-2-propen-1-yl hydrogen sulfate","C11 H14 O8 S",306.04103,NA,NA,"(2E)-3-(4,5-Dihydroxy-2,3-dimethoxyphenyl)-2-propen-1-yl hydrogen sulfate",11,14,0,8,1,0,0,0,1.27272727272727,0.727272727272727,0.363636363636364,49.9363636363636,5,-3,-2,0,-4,"Tannin",34841.7042438758,53031.8122107009,1.52207859407516,0.606042855789545,0.0330986092197747,0.172529338368857,"Upregulated","ERIN"
"100","Feature0240","L-Alanyl-L-glutamine","C8 H15 N3 O4",217.10623,"Metabolic pathways;Biosynthesis of amino acids;Other",NA,"L-Alanyl-L-glutamine",8,15,3,4,0,0,0,0,1.875,0.5,0.25,53.175,3,-1,-4,-0.666666666666667,-4,"Protein",253242.096555418,482652.157376777,1.90589228229342,0.93046658294534,0.00425728014474367,0.155664545720655,"Upregulated","ERIN"
"101","Feature0237","MFCD00155202","C10 H12 O4",196.07358,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Other","MFCD00155202-peak2",10,12,0,4,0,0,0,0,1.2,0.4,-0.4,71.7,5,1,0.166666666666667,0.375,1,"Lignin",522915.655842722,2310365.98258078,4.41823830815971,2.1434712359698,0.0412913406582721,0.18042689182237,"Upregulated","ERIN"
"102","Feature0233",NA,"C12 H15 N3 O9 P2",407.02843,NA,NA,"Feature0233",12,15,3,9,0,2,0,0,1.25,0.75,0.166666666666667,55.55,8,-1,3,-0.6,-6,"Tannin",947473.650532533,75180.1707189108,0.079348033242566,-3.65566172558461,0.0223848038703669,0.16912126459609,"Downregulated","ERIN"
"103","Feature0228","5-Aminonicotinic acid","C6 H6 N2 O2",138.04298,"Metabolic pathways;Other",NA,"5-Aminonicotinic acid",6,6,2,2,0,0,0,0,1,0.333333333333333,0.666666666666667,41.3,5,3,0.5,0.666666666666667,1,"Lignin",374988.271873685,1128666.88933587,3.00987250533549,1.58970237741161,0.049259999604219,0.183118694180901,"Upregulated","ERIN"
"104","Feature0225","UNII:74D1OHC38H","C19 H32 O4",324.23021,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"UNII:74D1OHC38H",19,32,0,4,0,0,0,0,1.68421052631579,0.210526315789474,-1.26315789473684,96.3,4,0,0,0.117647058823529,0,"Lipid",52369.510682567,548038.568444041,10.4648403489184,3.3874783969654,0.0113107314206555,0.16912126459609,"Upregulated","ERIN"
"105","Feature0222","NP-008177","C28 H41 N O5",471.29858,NA,NA,"NP-008177",28,41,1,5,0,0,0,0,1.46428571428571,0.178571428571429,-1,88.8,9,4,0.136363636363636,0.224489795918367,3,"Lignin",60541.1148559737,97756.334585031,1.61470985160402,0.691274949279179,0.0325264749172627,0.172529338368857,"Upregulated","ERIN"
"106","Feature0218","2'-Deoxyinosine","C10 H12 N4 O4",252.08587,"Metabolic pathways;ABC transporters;Other","Other","2'-Deoxyinosine",10,12,4,4,0,0,0,0,1.2,0.4,0.8,37.5,7,3,-0.5,0.25,-1,"Lignin",346971.023832898,221655.855056655,0.638831025738347,-0.646493713897919,0.0213564717807349,0.16912126459609,"Downregulated","ERIN"
"107","Feature0217","S-inosyl-L-homocysteine","C14 H19 N5 O6 S",385.10554,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"S-inosyl-L-homocysteine",14,19,5,6,1,0,0,0,1.35714285714286,0.428571428571429,0.714285714285714,39.9428571428571,8,2,-2,-0.2,-4,"Lignin",105928.339470016,182751.150577831,1.72523379005256,0.786791877772035,0.020836398782323,0.16912126459609,"Upregulated","ERIN"
"108","Feature0213","beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose","C20 H34 O17",546.17964,"ABC transporters",NA,"beta-D-Xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranose",20,34,0,17,0,0,0,0,1.7,0.85,0,60.3,4,-13,-4.33333333333333,-0.391304347826087,-13,"Carbohydrate",285172.566283118,566501.801037523,1.9865227866102,0.99024534210006,0.0283246879537951,0.16912126459609,"Upregulated","ERIN"
"109","Feature0209","3-[(2Z)-1-Oxo-2-buten-2-yl]pentanedioic acid","C9 H12 O5",200.06848,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"3-[(2Z)-1-Oxo-2-buten-2-yl]pentanedioic acid-peak2",9,12,0,5,0,0,0,0,1.33333333333333,0.555555555555556,-0.222222222222222,66.6333333333333,4,-1,-0.25,0.230769230769231,-1,"Lignin",105688.574696708,205064.3484831,1.94026978858944,0.956257268700399,0.0222544212942804,0.16912126459609,"Upregulated","ERIN"
"110","Feature0203","Cystathionine","C7 H14 N2 O4 S",222.06744,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;Other","Other","Cystathionine",7,14,2,4,1,0,0,0,2,0.571428571428571,0.285714285714286,52.1571428571429,2,-2,-Inf,-1.5,-5,"Amino Sugar",2288777.19924938,4564629.31482588,1.99435284322252,0.995920675600829,0.027197401356193,0.16912126459609,"Upregulated","ERIN"
"111","Feature0198",NA,"C7 H6 N4 O5 P2",287.98122,NA,NA,"Feature0198",7,6,4,5,0,2,0,0,0.857142857142857,0.714285714285714,0.857142857142857,35.8714285714286,8,3,0.75,0.333333333333333,-3,"Tannin",3108793.58716754,5933256.26841089,1.90853979270356,0.932469266793244,0.0345220048552939,0.172529338368857,"Upregulated","ERIN"
"112","Feature0197",NA,"C18 H28 O15",484.143,NA,NA,"Feature0197",18,28,0,15,0,0,0,0,1.55555555555556,0.833333333333333,0.111111111111111,57.1333333333333,5,-10,-3.33333333333333,-0.238095238095238,-10,"Carbohydrate",69313.9068488471,123333.601568536,1.77934857773188,0.831349164963281,0.0356301628847456,0.172529338368857,"Upregulated","ERIN"
"113","Feature0190","NP-001596","C16 H30 O4",286.21438,"Metabolic pathways;Other",NA,"NP-001596",16,30,0,4,0,0,0,0,1.875,0.25,-1.375,99.4875,2,-2,-0.166666666666667,0,-2,"Lipid",41771.8658874245,169332.14187001,4.05373660650835,2.01925235204379,0.0456841882959859,0.18042689182237,"Upregulated","ERIN"
"114","Feature0186","NP-011548","C18 H34 O3",298.25084,"Other",NA,"NP-011548",18,34,0,3,0,0,0,0,1.88888888888889,0.166666666666667,-1.55555555555556,104.633333333333,2,-1,-0.0666666666666667,0.0303030303030303,-1,"Lipid",240979.010528716,764215.247321958,3.17129382200236,1.66507155007122,0.0462243472299088,0.18042689182237,"Upregulated","ERIN"
"115","Feature0183","Valylvaline","C10 H20 N2 O3",216.1473,NA,NA,"Valylvaline",10,20,2,3,0,0,0,0,2,0.3,-0.8,83.1,2,-1,-0.6,-0.230769230769231,-3,"Lipid",474796.45328415,1926479.59181621,4.0574852202261,2.0205858396296,0.00180368440372478,0.154345819145469,"Upregulated","ERIN"
"116","Feature0182",NA,"C30 H52 O6 S",540.34851,NA,NA,"Feature0182",30,52,0,6,1,0,0,0,1.73333333333333,0.2,-1.26666666666667,96.4,5,-1,-0.0869565217391304,0.0384615384615385,-2,"Lipid",3300897.98563841,919412.026088981,0.278533911102122,-1.84407511058753,0.048660015287804,0.183118694180901,"Downregulated","ERIN"
"117","Feature0171",NA,"C10 H N2 O4 P",243.96742,NA,NA,"Feature0171",10,1,2,4,0,1,0,0,0.1,0.4,0.8,37.5,12,8,1.66666666666667,1.4,5,"Other",49897.6421632171,93127.4894595928,1.86637054221859,0.9002354418976,0.0173757393834606,0.16912126459609,"Upregulated","ERIN"
"118","Feature0168","2-Aminooctanedioic acid","C8 H15 N O4",189.10017,NA,NA,"2-Aminooctanedioic acid-peak1",8,15,1,4,0,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,"Protein",682765.973304443,1162986.49646778,1.70334571718501,0.768371279320287,0.0198504198731924,0.16912126459609,"Upregulated","ERIN"
"119","Feature0160","ascopyrone P","C6 H8 O4",144.04231,"Microbial metabolism in diverse environments;Other","Other","ascopyrone P",6,8,0,4,0,0,0,0,1.33333333333333,0.666666666666667,0,60.3,3,-1,-0.5,0.25,-1,"Tannin",1730430.95751327,4010454.32491949,2.31760435601703,1.21263430131841,0.0143214047083631,0.16912126459609,"Upregulated","ERIN"
"120","Feature0150","Mevalonic acid","C6 H12 O4",148.07362,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Other","Superpathway of branched chain amino acid biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other","Mevalonic acid-peak1",6,12,0,4,0,0,0,0,2,0.666666666666667,-0.666666666666667,79.3,1,-3,-1.5,-0.25,-3,"Amino Sugar",3104069.90444204,1627182.90396992,0.524209490785422,-0.931784621066297,0.0285016297174989,0.16912126459609,"Downregulated","ERIN"
"121","Feature0144",NA,"C5 H12 N2 S2",164.04417,NA,NA,"Feature0144",5,12,2,0,2,0,0,0,2.4,0,-0.4,71.7,1,1,-3,-3,-3,"Lipid",48184.9627097467,76313.760412995,1.58376713649627,0.663360229534631,0.0453279382390909,0.18042689182237,"Upregulated","ERIN"
"122","Feature0143",NA,"C33 H38 O10",594.2465,NA,NA,"Feature0143",33,38,0,10,0,0,0,0,1.15151515151515,0.303030303030303,-0.545454545454546,75.8454545454546,15,5,0.217391304347826,0.357142857142857,5,"Lignin",28327.6886569077,51751.2434847562,1.82687843373118,0.869380635668575,0.0248352064194772,0.16912126459609,"Upregulated","ERIN"
"123","Feature0140","D-(-)-Glutamine","C5 H10 N2 O3",146.06919,"Metabolic pathways;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Central carbon metabolism in cancer;Other","Chitin biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Superpathway of purine nucleotide salvage;Superpathway of chorismate metabolism;Superpathway of butirocin biosynthesis;Other","D-(-)-Glutamine",5,10,2,3,0,0,0,0,2,0.6,0.4,48.9,2,-1,-Inf,-1,-3,"Amino Sugar",7421470.70624316,21447834.4354168,2.88997090797303,1.53105496984212,0.0019654732284451,0.154345819145469,"Upregulated","ERIN"
"124","Feature0134","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",607.08161,"Metabolic pathways;Other","Chitin biosynthesis;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Superpathway of butirocin biosynthesis;Other","UDP-N-acetylglucosamine",17,27,3,17,0,2,0,0,1.58823529411765,1,0.352941176470588,50.2411764705882,7,-10,3,-1.85714285714286,-15,"Carbohydrate",12118111.7594638,16996359.2146704,1.40255838137463,0.488060824143642,0.00507409496886774,0.155664545720655,"Upregulated","ERIN"
"125","Feature0132","(±)9-HpODE","C18 H32 O4",312.2302,"Metabolic pathways;Biosynthesis of secondary metabolites;Other","Other","(±)9-HpODE",18,32,0,4,0,0,0,0,1.77777777777778,0.222222222222222,-1.33333333333333,98.3,3,-1,-0.0714285714285714,0.0625,-1,"Lipid",3619486.46879483,15580941.924552,4.3047382712664,2.10592552421336,0.00138708843690465,0.154345819145469,"Upregulated","ERIN"
"126","Feature0130","Adenosine","C10 H13 N5 O4",267.09685,"Metabolic pathways;ABC transporters;Other","Superpathway of purine nucleotide salvage;Other","Adenosine-peak2",10,13,5,4,0,0,0,0,1.3,0.4,1,31.8,7,3,-2,0,-2,"Lignin",132616214.358838,173339235.857099,1.30707422689711,0.386341072071102,0.0464256329835338,0.18042689182237,"Upregulated","ERIN"
"127","Feature0124","Acrylic acid","C3 H4 O2",72.02115,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other","Superpathway of L-threonine metabolism;Other","Acrylic acid-peak1",3,4,0,2,0,0,0,0,1.33333333333333,0.666666666666667,0,60.3,2,0,0,0.5,0,"Tannin",5315265.16880823,12487301.9800698,2.34932813010902,1.23224822830126,0.00637223286575779,0.155664545720655,"Upregulated","ERIN"
